id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.1071067470696843
2,wind,2030,false,0.4,,2.710105199473626
3,solar,2030,false,0.5,,1.3622961053095415
4,ocgt,2030,false,0.1,,3.438980971258999
5,wind_offshore,2030,false,0.4,,0.0
