base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,penalty_tot_loss_of_load,investment_cost,operational_cost,investment_cost_storage,investment_cost_renewable,investment_cost_non_renewable,investment_cost_electrolyzer,non_renewable_capacity
0_HourlyBenchmark,1,Xpress,0.0,47.3549107,116.5850519,545.5891477,18.8563084,4.685700547504196e8,OPTIMAL,6824040,4748143,0.0,0.0,,25,9,36.46423909168288,5.139846435702909,832081.7105477152,4.336197943318321e8,2.468297009867223e7,1.8748343780811265e7,1.7481410800661758e8,4.1314928442472465e7,2.0900970452079993e8,322.75417654220587
convex_cross,4,Xpress,3.4289136,1.0025235,6.3424013,5.4925256,0.2981267,8.990952034171669e9,OPTIMAL,112713,64898,85.7101356,7.009852851498655e8,OPTIMAL,81,92,312.344325908223,229.61169864269186,1.0839120491018286e7,6.675210312239369e8,3.2446706957017057e7,2.351490020714954e6,2.3982175712586048e8,2.1735562652546826e8,2.0900970452079993e8,571.4468137402728
convex_cross,8,Xpress,6.0701047,1.579614,9.4816942,14.1363347,1.1262438,6.315667437626793e9,OPTIMAL,173961,112418,48.2556903,7.052601605544034e8,OPTIMAL,163,135,715.4715988143972,148.33898985824763,1.7276211773452893e7,6.625526395325631e8,4.171547685744034e7,2.340408321486853e6,2.353430604779699e8,2.1685151037668866e8,2.0900970452079993e8,571.0155360524459
convex_cross,12,Xpress,11.4003218,1.5117824,11.1059672,25.1865591,0.6009939,4.1644659419949265e9,OPTIMAL,235209,159938,49.2035473,6.89902461089925e8,OPTIMAL,203,72,680.1827111870601,60.57448556304488,1.4815143935002089e7,6.488458807311023e8,3.865740762435731e7,5.725934410223456e6,2.2160191486387888e8,2.1490749967062283e8,2.0900970452079993e8,567.1899893523831
convex_cross,16,Xpress,13.5358086,2.6309971,12.9064155,35.4301718,0.8423755,3.3188534452797623e9,OPTIMAL,296457,207458,51.5130288,6.897981109619966e8,OPTIMAL,262,60,837.3975618952803,55.446738256475776,1.7856886003035117e7,6.472831670448687e8,3.999342215377196e7,5.879499674553053e6,2.2086378767910847e8,2.1405169693368712e8,2.0900970452079993e8,566.3137079676178
convex_cross,20,Xpress,17.4582596,2.7973537,13.858751,48.9222871,0.876067,3.0443276400494156e9,OPTIMAL,357705,254978,52.5193168,6.778034502335671e8,OPTIMAL,95,11,188.853279858465,7.442922373000004,3.925924044629301e6,6.490451647753669e8,2.4482290359203007e7,8.758307461339185e6,2.2149660441447815e8,2.140565434777393e8,2.0900970452079993e8,566.3000668913745
convex_cross,30,Xpress,37.768953,3.5618303,19.8843664,79.1072991,1.9310225,1.9484314315623093e9,OPTIMAL,510825,373778,55.2742241,6.633282482867881e8,OPTIMAL,80,12,169.30922077347205,7.170786436534179,3.5296001442001252e6,6.338324892071837e8,2.3636662198020734e7,1.0660370055100217e7,2.0785967234874746e8,2.121618391641126e8,2.0900970452079993e8,565.8290193976371
convex_cross,45,Xpress,46.798463,6.338204,35.367984,123.1985391,2.7744732,1.7733483109365692e9,OPTIMAL,740505,551978,57.0528656,6.524838393517601e8,OPTIMAL,92,15,181.74894871360766,9.695796997364903,3.8288949142194516e6,6.211903343749905e8,2.4866355122465283e7,1.2088538869200107e7,1.94622112356967e8,2.1189712848232383e8,2.0900970452079993e8,564.4792800928349
convex_cross,60,Xpress,69.0903172,10.3474577,29.3859033,161.8790812,13.8578823,1.5995113241956253e9,OPTIMAL,970185,730178,57.9888899,6.525565651076729e8,OPTIMAL,106,26,228.2996079935341,93.80334941849102,6.442059148240502e6,6.187626839737897e8,2.7384256022280756e7,1.2152971702797476e7,1.9264052105319828e8,2.1136911180859187e8,2.0900970452079993e8,562.996282904222
convex_cross,90,Xpress,85.3490367,12.7028582,42.0626956,270.1401055,3.5346991,1.5136479242884064e9,OPTIMAL,1429545,1086578,56.6929825,6.519969345182425e8,OPTIMAL,103,11,295.45542270864803,11.027397259,6.12965639935296e6,6.18288211070211e8,2.7072116552132174e7,1.250047404033165e7,1.927777519550321e8,2.1063688744994226e8,2.0900970452079993e8,561.2280242878961
convex_cross,120,Xpress,152.1626076,16.7436777,70.6398051,262.2235536,6.1995131,1.3972565740145416e9,OPTIMAL,1888905,1442978,57.679974,6.435413409879059e8,OPTIMAL,111,15,315.9322799616268,11.289954336000003,6.544444685952538e6,6.088884033712171e8,2.7668624616725884e7,1.3000896274835683e7,1.841474790725602e8,2.097146365029784e8,2.0900970452079993e8,559.9137262326138
convex_cross,180,Xpress,253.206314,24.5552539,107.7467234,353.0355886,8.6352289,1.018293433969368e9,OPTIMAL,2807625,2155778,74.6351489,6.13345906359082e8,OPTIMAL,140,40,382.2378922692096,145.11582260636015,1.0547074297511397e7,5.692095291891556e8,3.667348541601206e7,1.4249227983223986e7,1.4412108920579118e8,2.092923992332615e8,2.0900970452079993e8,558.7888768901777
