base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,penalty_tot_loss_of_load,investment_cost,operational_cost,investment_cost_storage,investment_cost_renewable,investment_cost_non_renewable,investment_cost_electrolyzer,non_renewable_capacity
0_HourlyBenchmark,1,Xpress,0.0,46.2465085,128.3647466,397.9819208,26.795556,4.541472096236191e8,OPTIMAL,6824040,4748143,0.0,0.0,,38,0,103.67570080004035,-3.6637359812630166e-15,2.0735140160008066e6,4.332296452506538e8,2.0917564480729498e7,1.2321828290281203e7,1.712434486116668e8,4.065466382790575e7,2.0900970452079993e8,284.1394641771362
kmedoids_cross_convex,4,Xpress,8.1793196,0.9088111,3.8790431,5.3763914,0.3502274,4.630526466720009e9,OPTIMAL,112713,64898,95.9776676,6.898019049244007e8,OPTIMAL,208,305,538.111774701428,424.32638628472193,1.9248763219723064e7,6.49638842072553e8,3.9332738604453735e7,3.9373503347451976e6,2.2270236807969704e8,2.148197433846504e8,2.0900970452079993e8,564.2218079642025
kmedoids_cross_convex,8,Xpress,7.4066822,1.8589807,10.8859626,14.3269428,0.5295101,1.9142629246447601e9,OPTIMAL,173961,112418,59.3558619,6.680403568966419e8,OPTIMAL,345,81,806.194575714365,59.780563370190734,1.7319502781691115e7,6.344315923063042e8,3.334189678528692e7,4.7693777275528805e6,2.1163105257927328e8,2.0928832528372958e8,2.0900970452079993e8,552.7951000245415
kmedoids_cross_convex,12,Xpress,15.515449,3.5862891,22.8111448,25.9311646,0.7015378,1.6297876855252228e9,OPTIMAL,235209,159938,65.2819858,6.589738006356919e8,OPTIMAL,360,122,690.0752287848919,228.07188770382584,1.8362942329774335e7,6.204582449154875e8,3.8515555720173396e7,5.29025417379706e6,1.9725104988262764e8,2.0890723633826262e8,2.0900970452079993e8,550.8635997017935
kmedoids_cross_convex,16,Xpress,12.2869376,3.3677664,18.5402699,36.0000515,0.8643356,1.6343675270266113e9,OPTIMAL,296457,207458,63.0794181,6.511690472131494e8,OPTIMAL,254,31,561.1779021743404,19.143835614000004,1.1606434755766794e7,6.23401398424325e8,2.776764878881789e7,5.808218930698104e6,1.9964961600967842e8,2.0893385896314812e8,2.0900970452079993e8,550.159054172711
kmedoids_cross_convex,20,Xpress,12.6606923,4.1458336,21.4970845,49.0987771,0.9908986,1.1228868507332382e9,OPTIMAL,357705,254978,81.9570368,6.039808052189041e8,OPTIMAL,212,16,420.6700576927236,10.525114153999999,8.62390343693447e6,5.751912781125109e8,2.8789527106392715e7,6.919972312389264e6,1.514159038105873e8,2.078456974687342e8,2.0900970452079993e8,545.9863671204522
kmedoids_cross_convex,30,Xpress,17.0114277,3.9475411,18.5733978,73.1543896,1.250608,1.1653018631870575e9,OPTIMAL,510825,373778,69.6523461,6.121593670333475e8,OPTIMAL,215,15,402.87666408017594,21.650009172741797,8.490533465058353e6,5.842921581266179e8,2.786720890672744e7,6.021375391224253e6,1.6111886282321227e8,2.0814221539138114e8,2.0900970452079993e8,547.8617679340726
kmedoids_cross_convex,45,Xpress,16.08841,6.6742423,38.9998743,113.1352952,1.9849196,1.1410762675573883e9,OPTIMAL,740505,551978,79.4601349,6.05231737424921e8,OPTIMAL,182,19,370.49522074251604,12.488116365575925,7.659666742161837e6,5.783707389839878e8,2.6860998440930028e7,6.78874726177544e6,1.5457623197959548e8,2.079960552218165e8,2.0900970452079993e8,546.6512582742114
kmedoids_cross_convex,60,Xpress,22.6507722,13.024219,40.4167338,142.3209968,2.880799,9.985345245993042e8,OPTIMAL,970185,730178,76.5507793,5.935113014609144e8,OPTIMAL,83,7,182.91414207517195,5.529692014548219,3.7688766817944045e6,5.686853306009889e8,2.4825970859918114e7,6.933122808334114e6,1.449785354378521e8,2.077639678340026e8,2.0900970452079993e8,547.3317724936386
kmedoids_cross_convex,90,Xpress,21.7324988,13.4801422,62.530587,250.4598323,4.1175467,8.679341700382309e8,OPTIMAL,1429545,1086578,96.0454235,5.891434745257084e8,OPTIMAL,51,15,211.98353196409784,11.953721218350694,4.478745063648971e6,5.621794569323924e8,2.696401759331059e7,7.13396692977907e6,1.388682131538877e8,2.0716757232792553e8,2.0900970452079993e8,546.5477030191696
kmedoids_cross_convex,120,Xpress,41.9393407,17.1443586,80.729428,287.193313,18.6063405,8.206373379118958e8,OPTIMAL,1888905,1442978,90.4909663,5.901195615953454e8,OPTIMAL,68,27,389.6562208058397,54.060234749853436,8.874329111113861e6,5.566151569810468e8,3.3504404614334695e7,7.1710432014269065e6,1.3328326113921365e8,2.0715114811960593e8,2.0900970452079993e8,546.790947074955
kmedoids_cross_convex,180,Xpress,52.2124436,30.7073809,120.1332676,291.1881494,8.7640797,7.798196702089157e8,OPTIMAL,2807625,2155778,89.8785222,5.778767317454247e8,OPTIMAL,25,3,108.03935159871942,8.212497902712206,2.325036990028633e6,5.529929359894503e8,2.4883795755967613e7,7.7005564090086855e6,1.3265608392130497e8,2.0362659113833648e8,2.0900970452079993e8,543.7530381432124
