base_name,rp,time_to_cluster
convex_cross,4,1.1661659
convex_cross,8,1.4787535
convex_cross,12,1.8215027
convex_cross,16,2.0012901
convex_cross,20,2.1915443
convex_cross,30,2.9193832
convex_cross,45,4.2099974
convex_cross,60,6.3348473
convex_cross,90,10.1697583
convex_cross,120,22.5994281
convex_cross,180,53.483042
conicalb_cross,4,1.5245583
conicalb_cross,8,1.6032351
conicalb_cross,12,1.8553745
conicalb_cross,16,2.0232038
conicalb_cross,20,2.2084685
conicalb_cross,30,2.9680868
conicalb_cross,45,4.0930784
conicalb_cross,60,6.0965601
conicalb_cross,90,10.7138486
conicalb_cross,120,23.408115
conicalb_cross,180,58.0519281
