base_name,rp,time_to_cluster_mean,time_to_cluster_q25,time_to_cluster_q75,time_to_read_mean,time_to_read_q25,time_to_read_q75,time_to_create_mean,time_to_create_q25,time_to_create_q75,time_to_solve_mean,time_to_solve_q25,time_to_solve_q75,time_to_save_mean,time_to_save_q25,time_to_save_q75,total_time_mean,total_time_q25,total_time_q75,rel_regret_mean,rel_regret_q25,rel_regret_q75,num_loss_of_load_e_demand_mean,num_loss_of_load_e_demand_q25,num_loss_of_load_e_demand_q75,num_loss_of_load_h2_demand_mean,num_loss_of_load_h2_demand_q25,num_loss_of_load_h2_demand_q75
0_HourlyBenchmark,1,0.0,0.0,0.0,41.1737465,41.1737465,41.1737465,104.2912215,104.2912215,104.2912215,384.3625608,384.3625608,384.3625608,17.2993173,17.2993173,17.2993173,547.1268461,547.1268461,547.1268461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kmedoids_cross_dirac,4,0.64301732,0.43965109999999996,0.910077925,0.94811512,0.854178575,0.99372675,3.6174925100000004,3.185377125,4.105372525,2.8646669300000003,2.7907066499999997,2.970988975,0.26557866999999996,0.25007772500000003,0.27557565,8.33887055,7.822357500000001,8.88326245,11.24296794599209,6.128190111272554,16.510584609280674,29534.3,18517.75,39911.75,9335.3,5566.5,11976.25
kmedoids_cross_dirac,8,0.78121521,0.548649725,1.0406329,1.55695038,1.1621788,1.3017779,4.657291119999999,4.042007825,5.19772395,8.36975845,6.446900375,7.12114855,1.3232470199999997,0.402711075,0.464795325,16.68846218,13.7027892,20.9712351,3.740097229768287,1.7192377670048735,4.370665851852859,13157.6,8739.5,15655.25,2132.8,1301.0,2984.5
kmedoids_cross_dirac,12,1.05481528,0.8990246,1.204868075,1.6104483900000002,1.4346881500000002,1.5612593499999998,8.00979923,5.72087835,6.75775595,11.233062099999998,10.52009725,11.613395175,0.8468204699999999,0.567014025,1.23567875,22.754945470000003,20.554833825,22.958969525,3.1981850419809854,0.930526665520593,3.967384063073088,10995.5,4052.75,13445.0,1787.3,584.5,2492.5
kmedoids_cross_dirac,16,1.3678954099999998,1.275456375,1.43857285,1.74258676,1.6662941249999998,1.8139158000000002,8.56749224,7.4174281,8.327664525,14.712380099999999,14.199143975,15.20657185,0.8916164,0.7020988000000001,0.779580575,27.281970909999995,25.882948925,27.27375955,1.7814541792526035,0.37290866886357377,2.995846986628791,6799.2,2157.25,10087.75,1025.0,222.25,1600.0
kmedoids_cross_dirac,20,1.34610633,1.29665725,1.391712675,1.9819351099999998,1.7955929999999998,2.116323875,8.364776970000001,7.842845525,8.943004925,21.56311455,18.632395225,20.738660499999998,0.9508392800000001,0.83132775,0.927664325,34.20677224000001,31.400041725,33.253568325,1.0274190778708485,0.3005413255233529,0.9906951840308331,4319.3,1944.25,4085.25,602.8,187.5,574.5
kmedoids_cross_dirac,30,1.8008350399999997,1.7275515499999998,1.9094464,2.9368684499999995,2.568682525,3.1477922749999996,12.894543399999998,11.82404465,12.676167225,28.077944000000002,26.974913200000003,28.972949449999998,1.72391666,1.2265802749999999,2.254527475,47.43410755,45.782186724999995,47.6261678,0.7064694553163542,0.1469881805854505,0.7343609428017595,2998.3,789.0,3374.75,497.6,126.25,581.75
kmedoids_cross_dirac,45,3.83080164,2.490652525,3.320823975,4.002307490000001,3.7976764000000003,4.332423525,22.6053801,19.635327225,23.694872750000002,31.67962977,30.55681475,32.8698688,4.366595500000001,1.9826671999999999,3.143205675,66.4847145,62.357753275,72.66060515,0.15795466396912403,0.09812186983509517,0.17970607158573781,953.8,623.75,1025.0,147.0,84.0,158.75
kmedoids_cross_dirac,60,3.99238749,3.5147448750000003,4.522059575,6.75116448,5.070402625,6.73023085,27.37785409,24.613162775,26.444618849999998,43.44114819,41.7356382,43.916224275000005,4.13463064,3.1348021,3.408358025,85.69718489,81.86281629999999,89.39202995,0.19539724996198188,0.07306872787802392,0.22622973259035414,1054.1,488.75,1279.5,157.9,70.0,206.75
kmedoids_cross_dirac,90,6.28298774,4.9133960000000005,5.7133404,8.138206349999999,7.2153233750000005,8.88051285,36.744109040000005,35.542550875,36.649684025000006,60.00650086,58.504877725,61.239646650000005,4.591348679999999,4.4893319,4.726395350000001,115.76315267000003,112.69979072500001,118.34979915,0.12777409658101646,0.06446842042242296,0.13123196819483807,684.5,386.5,789.75,111.3,63.75,100.0
kmedoids_cross_dirac,120,9.63287699,8.230375375,9.46296315,13.279989449999999,12.177438225,14.346468675,72.35334823,71.41996384999999,77.16529127500002,85.52280582,80.611589475,89.4201577,5.839284040000001,6.080360324999999,6.16115195,186.62830453,181.127633025,190.31951844999998,0.08771880375951949,0.05878116661819387,0.11604157744850321,547.0,385.25,767.75,96.9,63.5,108.0
kmedoids_cross_dirac,180,23.379240250000002,17.116822874999997,30.198436875,23.8855968,22.246323949999997,25.603181300000003,122.12249394999999,112.12890387499999,134.710269825,138.63311933,126.91177167500001,134.13098835,9.956760999999998,8.3614676,8.785441575,317.97721133000005,301.08343950000005,329.9902987,0.056719697070501965,0.0374240236031397,0.06466151110640975,391.3,314.25,435.0,57.6,35.0,73.0
