base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,loss_of_load_e_demand
0_HourlyBenchmark,1,Gurobi,0.0,0.2275339,0.6225066,0.0063162,0.0090398,126.68925202813806,OPTIMAL,800,602,0.0,0.0,,0,0.0
kmeans_cross_dirac,2,Gurobi,0.1921917,0.2406109,0.7338784,0.0026796,0.0072665,73.95124059495414,OPTIMAL,8,8,0.0031603,1321.1470747770145,OPTIMAL,43,8.314694325842567
kmeans_cross_dirac,2,Gurobi,0.1721289,0.2748601,0.8582996,0.0020139,0.00759,73.95124059495414,OPTIMAL,8,8,0.0014096,1321.1470747770145,OPTIMAL,43,8.314694325842567
kmeans_cross_dirac,2,Gurobi,0.1112948,0.2360374,0.7314263,0.0021951,0.0066225,72.44617070812508,OPTIMAL,8,8,0.0020872,1432.7789680269357,OPTIMAL,48,9.068945775097234
kmeans_cross_dirac,2,Gurobi,0.1003897,0.2719941,0.7592716,0.0025419,0.0059241,72.44617070812508,OPTIMAL,8,8,0.0013501,1432.7789680269357,OPTIMAL,48,9.068945775097234
kmeans_cross_dirac,2,Gurobi,0.1050644,0.2617991,0.9407019,0.0020239,0.0058012,72.44617070812508,OPTIMAL,8,8,0.0016035,1432.7789680269357,OPTIMAL,48,9.068945775097234
kmeans_cross_dirac,2,Gurobi,0.1965364,0.2730797,0.8825574,0.0032959,0.0067254,73.95124059495414,OPTIMAL,8,8,0.0017517,1321.1470747770145,OPTIMAL,43,8.314694325842567
kmeans_cross_dirac,2,Gurobi,0.1433755,0.3255141,0.6152756,0.0019636,0.0055348,72.44617070812508,OPTIMAL,8,8,0.0015144,1432.7789680269357,OPTIMAL,48,9.068945775097234
kmeans_cross_dirac,2,Gurobi,0.1204181,0.2423421,0.7171227,0.0025251,0.0052856,73.95124059495414,OPTIMAL,8,8,0.0016754,1321.1470747770145,OPTIMAL,43,8.314694325842567
kmeans_cross_dirac,2,Gurobi,0.1213398,0.3261832,0.8650736,0.0028255,0.0058438,73.95124059495414,OPTIMAL,8,8,0.0011847,1321.1470747770145,OPTIMAL,43,8.314694325842567
kmeans_cross_dirac,2,Gurobi,0.2276744,0.2873144,0.8880396,0.002357,0.006048,73.95124059495414,OPTIMAL,8,8,0.0012082,1321.1470747770145,OPTIMAL,43,8.314694325842567
