base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,penalty_tot_loss_of_load,investment_cost,operational_cost,investment_cost_storage,investment_cost_renewable,investment_cost_non_renewable,investment_cost_electrolyzer,non_renewable_capacity
0_HourlyBenchmark,1,Xpress,0.0,110.415919,509.1730272,4643.7921208,95.2450314,4.8620311032507324e8,OPTIMAL,34120200,23739823,0.0,0.0,,65.4,23.8,272.347110273727,21.202796097914337,1.1741996254865646e6,4.338613713621266e8,9.830037135915015e6,6.076090770516418e6,1.501761940498679e8,7.17909358429493e7,2.0900970452079993e8,429.70613101088315
convex_cross,10,Xpress,627.4433789,2.6794582,30.0147263,58.9959773,0.8834648,5.928434352855988e8,OPTIMAL,410445,204798,798.7479678,5.398014493426301e8,OPTIMAL,0.2,5.6,1.1746829766055307,37.42347148064387,154392.6178289976,4.785283781240753e8,1.0722460577400535e7,1.3940435596926987e7,1.619536914978647e8,1.0128531484018092e8,2.0900970452079993e8,536.7715470440594
convex_cross,20,Xpress,873.8636443,5.837956,28.9481002,142.2942515,1.1355198,5.570966922877502e8,OPTIMAL,563565,323598,666.585482,5.326647654834571e8,OPTIMAL,2.2,1.0,4.734404411162457,5.0614634253060995,39183.47134587423,4.7621986031439847e8,9.726482350846069e6,1.4507634094158426e7,1.6295639177975613e8,9.755862333452444e7,2.0900970452079993e8,526.5785450489175
convex_cross,40,Xpress,1226.2850345,7.6227607,41.3231476,414.4564516,1.9546335,5.432046681108856e8,OPTIMAL,869805,561198,613.2945664,5.27663829415718e8,OPTIMAL,2.6,0.0,9.876655864333895,0.0,39506.623457335576,4.769336095061405e8,8.763550682372915e6,1.3209987409686044e7,1.6475914727579203e8,9.686723679758015e7,2.0900970452079993e8,526.2497453557457
convex_cross,60,Xpress,1968.1692329,19.128193,63.9303222,566.5134967,3.0705776,5.373584594249191e8,OPTIMAL,1176045,798798,625.371802,5.2501839004251266e8,OPTIMAL,2.4,0.0,7.845386329800521,0.0,31381.545319202076,4.76924922915094e8,8.162483980206844e6,1.395067291749553e7,1.6503967658788288e8,9.620591611528607e7,2.0900970452079993e8,522.0446239162816
convex_cross,80,Xpress,1702.0926732,17.165599,63.0690258,889.902474,3.6861174,5.330912715546951e8,OPTIMAL,1482285,1036398,638.2591463,5.2380447316974664e8,OPTIMAL,2.0,0.8,5.14527033116393,0.3190837512491548,21857.41632965234,4.764604632031999e8,7.963056933496559e6,1.4380307519874226e7,1.6465275396724653e8,9.594642249434009e7,2.0900970452079993e8,520.5799021881198
convex_cross,100,Xpress,2012.6589999,16.3104265,72.570137,1250.268222,5.1201649,5.2908047284174347e8,OPTIMAL,1788525,1273998,665.6645846,5.224030201243253e8,OPTIMAL,3.6,0.2,7.90370295044152,0.02806633057416854,31727.07712406276,4.759838253707452e8,7.746062183460869e6,1.4795172286224969e7,1.654407026954982e8,9.442712970447357e7,2.0900970452079993e8,517.100236324133
convex_cross,150,Xpress,3757.9866801,34.7882324,159.6296545,2712.4562222,7.1284462,5.243677645694275e8,OPTIMAL,2554125,1867998,640.8281758,5.2034459851508075e8,OPTIMAL,3.4,1.4,7.644152995406526,1.2242966968091487,35473.7987688627,4.744490021645665e8,7.53116669561821e6,1.559047625107964e7,1.662293814373564e8,9.185920282775193e7,2.0900970452079993e8,512.9910842783221
convex_cross,225,Xpress,5165.8111118,51.221134,153.0295659,5386.5798905,13.4753862,5.2135338632001495e8,OPTIMAL,3702525,2758998,640.9584722,5.1868272557740027e8,OPTIMAL,5.4,2.2,14.322170517688216,1.3770824237832495,62797.011765885865,4.723817479683788e8,7.529485057570505e6,1.5646584552708555e7,1.6453963113477802e8,9.183938008129272e7,2.0900970452079993e8,513.3241313639988
missing 300
