base_name,rp,time_to_cluster
convex_cross,10,23.733708
convex_cross,20,24.4113854
convex_cross,40,31.5636447
convex_cross,60,40.9010206
convex_cross,80,51.6172302
convex_cross,100,60.0980167
convex_cross,150,151.7216136
convex_cross,225,236.3657015
convex_cross,300,309.5186442
convex_per,10,11.050196
convex_per,20,12.0521508
convex_per,40,13.4284087
convex_per,60,15.6009869
convex_per,80,17.4982601
convex_per,100,18.8557304
convex_per,150,23.4987573
convex_per,225,30.016533
convex_per,300,38.493511
