method,rp,num_lol_cross,num_lol_per,lol_cross,lol_per,num_lol_ratio_avg,lol_ratio_avg
kmeans,20,2116.84,5598.259999999999,146.96035928015507,556.4417455887697,0.6218753684180441,0.7358926420506846
kmeans,40,1287.86,2164.5600000000004,66.13666690887669,156.43126155124915,0.4050245777432829,0.5772157927192234
kmeans,60,941.3599999999999,1648.8799999999999,43.01515382213658,100.30653768279483,0.4290912619475038,0.5711630087545649
kmeans,80,757.5399999999998,1197.86,31.999685528889053,63.879634540263865,0.3675888668124823,0.49906279584740915
kmeans,100,603.22,990.54,23.843134091095397,47.48337028637572,0.3910190401195307,0.49786348468325453
kmeans,150,388.12,686.0,13.255993214732749,28.91433461216507,0.4342274052478134,0.5415425119568347
kmeans,300,149.9,188.06,4.055594538381153,5.6460141339317245,0.20291396362862915,0.28168891501570653
kmeans,450,63.08,72.94,1.4323736771392492,1.8362075354932899,0.13517959967096244,0.2199282219183096
kmedoids,20,958.9,2449.7400000000002,49.67900119763193,185.41022769281886,0.6085707054626205,0.7320590033472245
kmedoids,40,380.17999999999995,592.0,14.147227858444177,25.55375284030855,0.35780405405405413,0.44637376956513775
kmedoids,60,246.82,314.84000000000003,7.915632336184866,10.68745614955564,0.21604624571210784,0.2593529998704154
kmedoids,80,166.90000000000003,227.74,5.079379567453501,7.409618683544697,0.2671467462896284,0.31448839887890556
kmedoids,100,116.17999999999999,146.7,3.2750942361251694,4.172470382801303,0.2080436264485344,0.2150707049653533
kmedoids,150,72.78,90.2,1.8580720921356595,2.457867459625022,0.19312638580931266,0.24403080204368244
kmedoids,300,27.120000000000005,24.32,0.6583783355592435,0.5609552677259133,-0.1151315789473686,-0.17367350560460698
kmedoids,450,13.319999999999999,12.46,0.3141811132248641,0.2681361706226327,-0.06902086677367557,-0.17172223536761763
