method,rp,num_lol_cross,num_lol_per,lol_cross,lol_per,num_lol_ratio_avg,lol_ratio_avg
kmeans,20,4080.5,16644.1,290.44369075146454,1995.8026639444283,0.7548380507206758,0.8544727412190929
kmeans,40,2267.12,9464.68,115.33436110655794,918.8338122289654,0.7604652243921612,0.874477452210022
kmeans,60,1800.1199999999997,4372.54,82.47774122973753,327.6619337898171,0.5883125140078764,0.748284030812551
kmeans,80,1542.1999999999998,2982.6,67.04343808425114,184.34539537975107,0.48293435257828743,0.6363161773249513
kmeans,100,1170.3,2672.8199999999997,46.10944668960989,155.19029265433852,0.5621478438503154,0.702884465896902
kmeans,150,992.9800000000001,1843.48,37.273234524585014,92.99920625924331,0.4613556968342482,0.5992091113048572
kmeans,300,470.65999999999997,871.32,14.523406438901219,32.39862435692697,0.4598310609190654,0.5517276820490667
kmeans,450,245.61999999999998,442.4,6.66168133291948,14.089477595234593,0.44480108499095844,0.5271874852781891
kmedoids,20,2016.1,6888.5,108.02530271109717,602.9669628668014,0.7073238005371271,0.8208437454060638
kmedoids,40,815.5600000000001,2377.04,30.51239001195246,144.1943495361122,0.6569010197556625,0.7883939966433227
kmedoids,60,511.71999999999997,1105.68,16.566555823292518,51.82653037600439,0.5371897836625426,0.6803460369987876
kmedoids,80,400.96,667.9399999999999,12.133423954443819,23.517313615286756,0.3997065604695032,0.48406420253047805
kmedoids,100,308.55999999999995,538.24,8.952701753909404,17.579394325427,0.4267241379310346,0.4907275194936533
kmedoids,150,212.1,229.4,5.862318806088364,6.705612445679887,0.07541412380122062,0.12575937640637397
kmedoids,300,82.24,88.64,1.94583012287573,2.154074215652494,0.07220216606498202,0.09667452089791836
kmedoids,450,55.58,62.74000000000001,1.314462641119089,1.564692036628727,0.11412177239400717,0.15992245736022292
