base_name,rp,n_experiment,time_to_cluster_mean,time_to_read_mean,time_to_create_mean,time_to_solve_mean,time_to_save_mean,total_time_mean,rel_regret_mean,num_loss_of_load_e_demand_mean,loss_of_load_e_demand_mean
0_HourlyBenchmark,1,1,0.0,1.4667426,5.1857408,2.8850528,0.5428945,10.080430699999999,0.0,0.0,0.0
kmeans_cross_dirac,20,1,0.28954753999999994,0.7440673399999999,1.53639108,0.033797719999999996,0.03283322,2.6366369,177.16727913776836,940.0,65.7019144135606
kmeans_cross_dirac,40,1,0.16966905999999998,0.69251444,1.6087797000000001,0.0697243,0.0460772,2.5867647000000002,59.29875865763504,510.4,21.99562236669472
kmeans_cross_dirac,60,1,0.65446174,0.9763970799999999,2.70228898,0.1470684,0.05825925999999999,4.53847546,32.15974698729861,347.8,11.931548427408982
kmeans_cross_dirac,80,1,0.17699766,0.63865038,1.3211112,0.22062350000000003,0.06333617999999999,2.4207189199999997,27.966417519576716,299.8,10.376232808978028
kmeans_cross_dirac,100,1,0.5038957000000001,0.7062177000000001,1.6626809200000001,0.36626810000000004,0.07442718,3.3134895999999996,29.11822333838304,307.2,10.803421587021628
kmeans_cross_dirac,150,1,0.31700026000000003,0.75842852,1.87191148,0.41202744,0.10161644,3.4609841400000008,8.792227037401947,129.6,3.2647370122146127
kmeans_cross_dirac,300,1,1.02724054,0.9290174999999999,2.11122204,0.8857872200000001,0.28261616,5.235883459999999,1.1795025829388437,28.0,0.4399271713889762
kmeans_cross_dirac,450,1,1.46153282,1.2835298400000001,3.24937684,1.8753282800000002,0.35451266,8.22428044,0.5365801587973494,13.6,0.20059304715333467
kmeans_per_dirac,20,1,0.0672384,0.73023258,1.8833209400000004,0.03632888,0.02922792,2.7463487200000003,189.20005360936264,936.0,70.16257871397696
kmeans_per_dirac,40,1,0.0642684,0.44034639999999997,0.9495883199999999,0.07178183999999999,0.03358514,1.5595701,57.017196208902554,450.4,21.148992223662425
kmeans_per_dirac,60,1,0.12724184,0.66447726,1.49939018,0.13514172,0.05025488,2.47650588,31.322773931757062,338.4,11.62105375290857
kmeans_per_dirac,80,1,0.08975587999999998,0.8761084,1.8193273599999997,0.18535582,0.06118422,3.0317316800000005,30.45032328313683,308.4,11.297250448659316
kmeans_per_dirac,100,1,0.1644773,0.8442517200000001,1.70054726,0.25857136,0.07721167999999999,3.04505932,10.90931415234084,156.0,4.050099465807175
kmeans_per_dirac,150,1,0.24441185999999998,0.88547146,2.0512226,0.36881810000000004,0.10676071999999999,3.65668474,6.12900918842597,106.4,2.276921278870194
kmeans_per_dirac,300,1,0.48138954,1.3600214999999998,3.95518524,1.27582486,0.32283854,7.395259680000001,2.036542777117467,43.2,0.758107924383537
kmeans_per_dirac,450,1,0.8319410599999999,1.2522408,3.16331292,1.8898893600000002,0.35934404,7.496728180000001,0.6504296535720382,15.2,0.24300603098338364
kmedoids_cross_dirac,20,1,0.06731183999999998,0.55873364,1.31604298,0.029178440000000007,0.027377639999999998,1.9986445400000001,16.955189196062886,212.6,6.292567463479436
kmedoids_cross_dirac,40,1,0.11874856,0.6555139600000001,1.4177161999999999,0.060146960000000006,0.04042938,2.29255506,7.843334699381165,118.0,2.9126154842314107
kmedoids_cross_dirac,60,1,0.5693481200000001,0.6748459,1.5341133,0.08720222000000001,0.05065561999999999,2.9161651600000003,5.986946265953667,99.6,2.2240926778656274
kmedoids_cross_dirac,80,1,0.18924262,0.74299904,1.64531278,0.20012575999999999,0.06444012,2.8421203200000003,0.6373982287808121,17.0,0.2381607380971582
