base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,penalty_tot_loss_of_load,investment_cost,operational_cost,investment_cost_storage,investment_cost_renewable,investment_cost_non_renewable,investment_cost_electrolyzer,non_renewable_capacity
0_HourlyBenchmark,1,Xpress,0.0,22.122945,90.2117017,382.3564993,25.5407397,4.541472096236191e8,OPTIMAL,6824040,4748143,0.0,0.0,,38,0,103.67570080004035,-3.6637359812630166e-15,2.0735140160008066e6,4.332296452506538e8,2.0917564480729498e7,1.2321828290281203e7,1.712434486116668e8,4.065466382790575e7,2.0900970452079993e8,284.1394641771362
convex_cross,4,Xpress,2.2982545,0.6422661,3.5410169,5.248535,0.2557702,7.781810617176819e8,OPTIMAL,112713,64898,96.813271,6.082632837701399e8,OPTIMAL,0,0,0.0,0.0,0.0,5.908566571908504e8,9.38073249798848e6,2.1669564010476857e7,2.4863128461608657e8,1.1957199812472019e8,2.0900970452079993e8,441.5224936955352
convex_cross,8,Xpress,3.299789,0.8440116,4.9829671,12.7453568,0.3312296,7.147523644892502e8,OPTIMAL,173961,112418,64.4943251,6.000817890609345e8,OPTIMAL,0,0,0.0,0.0,0.0,5.798731942526258e8,1.2182700727076057e7,2.1717521991598547e7,2.4519422280019996e8,1.119776390212606e8,2.0900970452079993e8,436.80063572622913
convex_cross,12,Xpress,13.1212205,0.9916418,5.6369123,25.1959244,0.5263869,6.718261701857376e8,OPTIMAL,235209,159938,60.5024972,5.925808660600145e8,OPTIMAL,0,0,0.0,0.0,0.0,5.704515227461166e8,1.4103449232662365e7,2.0639965239117414e7,2.3998362566211447e8,1.0884412140531808e8,2.0900970452079993e8,438.43244169929585
convex_cross,16,Xpress,5.8285875,1.3687598,7.0810497,38.2635318,0.6875884,6.523978705411835e8,OPTIMAL,296457,207458,62.0312332,5.855225682410839e8,OPTIMAL,0,0,0.0,0.0,0.0,5.661314876275353e8,1.1365186532312648e7,2.1078871383779276e7,2.3670840673841134e8,1.0736039906577797e8,2.0900970452079993e8,429.94179953505966
convex_cross,20,Xpress,6.9686822,1.5232306,7.9875214,49.1742502,0.7901656,6.219667273739243e8,OPTIMAL,357705,254978,60.1830584,5.805340685519395e8,OPTIMAL,0,0,0.0,0.0,0.0,5.618529222797382e8,1.0655252190964613e7,2.128076223204177e7,2.3255671216380998e8,1.0703163744431955e8,2.0900970452079993e8,427.6859447816723
convex_cross,30,Xpress,12.5825521,2.4943939,11.5182195,81.482113,1.0423697,6.124588418006287e8,OPTIMAL,510825,373778,59.5565245,5.785738442291256e8,OPTIMAL,0,0,0.0,0.0,0.0,5.602157607038441e8,1.0332189444044968e7,2.150471874573915e7,2.2945064380917278e8,1.0827658770936546e8,2.0900970452079993e8,427.46780919060444
convex_cross,45,Xpress,14.5735911,3.7855359,15.7206875,122.7195919,1.8016586,5.930834628151932e8,OPTIMAL,740505,551978,59.8087599,5.662569106031888e8,OPTIMAL,0,0,0.0,0.0,0.0,5.566507545849428e8,9.60615601824284e6,1.323762827664953e7,2.2612455637666288e8,1.0827886541083008e8,2.0900970452079993e8,423.6990607768885
convex_cross,60,Xpress,21.1452921,4.2918202,19.6921917,177.6455157,2.8683334,5.92286618175087e8,OPTIMAL,970185,730178,64.8735058,5.659343683623499e8,OPTIMAL,0,0,0.0,0.0,0.0,5.558399446004702e8,1.009442376187457e7,1.3203877541355975e7,2.2515921572815612e8,1.0846714681015776e8,2.0900970452079993e8,424.05842873032054
convex_cross,90,Xpress,28.697534,7.0970234,28.9802006,252.1876204,14.7995407,5.876088028887863e8,OPTIMAL,1429545,1086578,61.7192839,5.654500665094589e8,OPTIMAL,0,0,0.0,0.0,0.0,5.557518679721439e8,9.698198537309855e6,1.3188989019785345e7,2.2507304497569254e8,1.0848012945586576e8,2.0900970452079993e8,424.4160016198813
convex_cross,120,Xpress,54.111742,9.7794533,52.3378995,287.632497,5.9624261,5.805540111779785e8,OPTIMAL,1888905,1442978,60.3661011,5.644291285465037e8,OPTIMAL,0,0,0.0,0.0,0.0,5.54971985577561e8,9.457142968938703e6,1.323137052537178e7,2.245575210018036e8,1.081733895295853e8,2.0900970452079993e8,423.64554096251806
convex_cross,180,Xpress,109.0569904,17.080115,77.8932429,350.4860887,8.3524984,5.695580962805862e8,OPTIMAL,2807625,2155778,61.6118251,5.564976045507853e8,OPTIMAL,0,7,0.0,15.666547665930734,313330.9533186147,5.462520391284808e8,1.024556542229676e7,1.2800527567234388e7,2.1627076073178038e8,1.0817104630866565e8,2.0900970452079993e8,423.4255912084492
