id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.2062006679562483
2,wind,2030,false,0.4,,2.5307459017763314
3,solar,2030,false,0.5,,0.4437314297446019
4,ocgt,2030,false,0.1,,0.052414623968826124
5,wind_offshore,2030,false,0.4,,0.0
