base_name,rp,n_experiment,time_to_cluster_mean,time_to_read_mean,time_to_create_mean,time_to_solve_mean,time_to_save_mean,total_time_mean,rel_regret_mean,num_loss_of_load_e_demand_mean,loss_of_load_e_demand_mean
0_HourlyBenchmark,1,1,0.0,4.4837646,11.7736845,3.9965815,1.6437966,21.897827200000002,0.0,0.0,0.0
convex_cross,20,1,8.6970769,0.2325776,0.5694119,0.031788,0.0191551,9.550009500000003,3.8842124790215227,83.0,1.4442160555216297
convex_cross,40,1,7.7099509,0.2665884,0.6498493,0.0535758,0.0322776,8.712242000000002,3.9590831468487235,83.0,1.4719849338921152
convex_cross,60,1,12.176253,0.2872939,0.6556118,0.0885602,0.051617,13.2593359,3.9982894612841395,84.0,1.486512414791406
convex_cross,80,1,17.3481619,0.3153033,0.8106267,0.2179377,0.0616549,18.753684500000002,2.241745854169771,50.0,0.8346086743039365
convex_cross,100,1,20.6122511,0.3549899,0.7698475,0.3210527,0.076303,22.1344442,1.8111003977732847,34.0,0.6744933951696419
convex_cross,150,1,38.888929,0.5823358,1.3058824,0.484922,0.1974226,41.4594918,4.163428065431175e-5,0.0,0.0
convex_cross,300,1,98.526137,0.8847438,2.1797353,1.2945863,0.3666917,103.25189410000002,7.371599762426047e-5,0.0,0.0
convex_cross,450,1,172.4752636,1.2470169,3.005816,2.8344817,0.6038688,180.166447,3.008455389223632e-5,0.0,0.0
convex_per,20,1,4.7093031,0.4121576,1.0801347,0.0387084,0.034185,6.2744888,10.82086826672586,159.0,4.017650451643288
convex_per,40,1,7.0468294,0.4858913,1.2452096,0.0631234,0.0609852,8.9020389,3.8798983428266074,83.0,1.4426181426214788
convex_per,60,1,10.755741,0.5024876,1.2364582,0.1535007,0.0805124,12.7286999,3.2845475164629554,70.0,1.2217085381620822
convex_per,80,1,13.0325317,0.5197722,1.3183951,0.2421216,0.0711726,15.183993200000002,3.322621620237256,70.0,1.2358265925613037
convex_per,100,1,16.6319559,0.5576853,1.3551171,0.3509333,0.1249923,19.0206839,2.221595426687504,48.0,0.8271552332884624
convex_per,150,1,25.4714512,0.6356504,1.5371554,0.4958218,0.1764323,28.3165111,1.0160119739069036,21.0,0.3792278959240343
convex_per,300,1,57.8752153,0.8672293,2.3768676,1.1737788,0.3988214,62.6919124,1.0077383464012377,21.0,0.3761669096471223
convex_per,450,1,81.6554058,0.8235002,1.9909066,2.0566155,0.3094348,86.83586290000001,6.2887439950528515e-6,0.0,0.0
conicalb_cross,20,1,5.9368041,0.2772479,0.6897865,0.0307065,0.0212779,6.9558229,4.0495928470287,84.0,1.5055066205315573
conicalb_cross,40,1,6.6212611,0.3233049,0.7923508,0.0596667,0.0348372,7.831420700000001,4.11807590135281,85.0,1.5308645113074837
conicalb_cross,60,1,9.3105355,0.3485989,0.8618726,0.0937807,0.0456823,10.66047,2.312565342721451,52.0,0.8607527280695499
conicalb_cross,80,1,12.383423,0.3696044,0.9287924,0.156685,0.0643208,13.902825600000002,2.3174299384322756,52.0,0.8625482235359423
conicalb_cross,100,1,16.3002439,0.402358,1.0020315,0.2582563,0.0729247,18.035814400000003,2.30836494699422,52.0,0.8592120993795049
conicalb_cross,150,1,24.0422782,0.4215013,0.8818891,0.3275395,0.1051389,25.778346999999997,2.3115857232905004,52.0,0.8604215034316651
conicalb_cross,300,1,60.0987043,0.6027933,1.4367931,1.0455573,0.217684,63.401532,0.00024475164205460043,0.0,0.0
conicalb_cross,450,1,106.4626072,0.8839156,1.9331088,1.8807617,0.3195845,111.47997779999999,0.00011158622575822755,0.0,0.0
conicalb_per,20,1,3.8369325,0.2796037,0.6641648,0.0295633,0.0201186,4.830382900000001,3.9012817271865337,83.0,1.4505249696860982
conicalb_per,40,1,4.0672224,0.3405263,0.7247287,0.0675884,0.0343247,5.2343905,3.90800377126304,83.0,1.4530203915843733
