base_name,rp,n_experiment,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol,reduced_lol,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,loss_of_load_e_demand
0_HourlyBenchmark,1,1,Gurobi,0.0,4.4837646,11.7736845,3.9965815,1.6437966,556.1522837549234,OPTIMAL,0,0.0,122640,105125,0.0,0.0,,0,0.0
convex_cross,20,1,Gurobi,8.6970769,0.2325776,0.5694119,0.031788,0.0191551,552.1038181428743,OPTIMAL,0,0.0,3360,2885,0.0549697,2716.3659245521153,OPTIMAL,83,1.4442160555216297
convex_cross,40,1,Gurobi,7.7099509,0.2665884,0.6498493,0.0535758,0.0322776,549.3573477315163,OPTIMAL,0,0.0,6720,5765,0.0695038,2758.0054174504694,OPTIMAL,83,1.4719849338921152
convex_cross,60,1,Gurobi,12.176253,0.2872939,0.6556118,0.0885602,0.051617,551.2029752142168,OPTIMAL,0,0.0,10080,8645,0.0411928,2779.8100987613398,OPTIMAL,84,1.486512414791406
convex_cross,80,1,Gurobi,17.3481619,0.3153033,0.8106267,0.2179377,0.0616549,551.4826727023758,OPTIMAL,0,0.0,13440,11525,0.0358356,1802.9043601495728,OPTIMAL,50,0.8346086743039365
convex_cross,100,1,Gurobi,20.6122511,0.3549899,0.7698475,0.3210527,0.076303,548.71207847333,OPTIMAL,0,0.0,16800,14405,0.035845,1563.3999060859858,OPTIMAL,34,0.6744933951696419
convex_cross,150,1,Gurobi,38.888929,0.5823358,1.3058824,0.484922,0.1974226,554.5617127311385,OPTIMAL,0,0.0,25200,21605,0.0456426,556.1754387551917,OPTIMAL,0,0.0
convex_cross,300,1,Gurobi,98.526137,0.8847438,2.1797353,1.2945863,0.3666917,555.8032804910395,OPTIMAL,0,0.0,50400,43205,0.0343684,556.1932810753514,OPTIMAL,0,0.0
convex_cross,450,1,Gurobi,172.4752636,1.2470169,3.005816,2.8344817,0.6038688,555.8160614446675,OPTIMAL,0,0.0,75600,64805,0.0402547,556.1690153482763,OPTIMAL,0,0.0
convex_per,20,1,Gurobi,4.7093031,0.4121576,1.0801347,0.0387084,0.034185,540.3249969489945,OPTIMAL,0,0.0,3360,2885,0.0394418,6574.20288250569,OPTIMAL,159,4.017650451643288
convex_per,40,1,Gurobi,7.0468294,0.4858913,1.2452096,0.0631234,0.0609852,549.1816217376823,OPTIMAL,0,0.0,6720,5765,0.0441571,2713.9666078548835,OPTIMAL,83,1.4426181426214788
convex_per,60,1,Gurobi,10.755741,0.5024876,1.2364582,0.1535007,0.0805124,551.8075780327093,OPTIMAL,0,0.0,10080,8645,0.035189,2382.8608861373577,OPTIMAL,70,1.2217085381620822
convex_per,80,1,Gurobi,13.0325317,0.5197722,1.3183951,0.2421216,0.0711726,549.1338813991717,OPTIMAL,0,0.0,13440,11525,0.0328085,2404.0358859033568,OPTIMAL,70,1.2358265925613037
convex_per,100,1,Gurobi,16.6319559,0.5576853,1.3551171,0.3509333,0.1249923,549.1945706575622,OPTIMAL,0,0.0,16800,14405,0.0384458,1791.697653886672,OPTIMAL,48,0.8271552332884624
convex_per,150,1,Gurobi,25.4714512,0.6356504,1.5371554,0.4958218,0.1764323,552.4006724769225,OPTIMAL,0,0.0,25200,21605,0.0388374,1121.2096633655954,OPTIMAL,21,0.3792278959240343
convex_per,300,1,Gurobi,57.8752153,0.8672293,2.3768676,1.1737788,0.3988214,550.7598770773104,OPTIMAL,0,0.0,50400,43205,0.0438739,1116.6082665333818,OPTIMAL,21,0.3761669096471223
convex_per,450,1,Gurobi,81.6554058,0.8235002,1.9909066,2.0566155,0.3094348,555.0314264509329,OPTIMAL,0,0.0,75600,64805,0.0307104,556.1557812542582,OPTIMAL,0,0.0
conicalb_cross,20,1,Gurobi,5.9368041,0.2772479,0.6897865,0.0307065,0.0212779,545.79527981444,OPTIMAL,0,0.0,3360,2885,0.0336957,2808.342593907537,OPTIMAL,84,1.5055066205315573
conicalb_cross,40,1,Gurobi,6.6212611,0.3233049,0.7923508,0.0596667,0.0348372,543.560995518444,OPTIMAL,0,0.0,6720,5765,0.0387987,2846.429600968403,OPTIMAL,85,1.5308645113074837
conicalb_cross,60,1,Gurobi,9.3105355,0.3485989,0.8618726,0.0937807,0.0456823,546.6883619406128,OPTIMAL,0,0.0,10080,8645,0.0325452,1842.2907804419453,OPTIMAL,52,0.8607527280695499
conicalb_cross,80,1,Gurobi,12.383423,0.3696044,0.9287924,0.156685,0.0643208,546.0518043298753,OPTIMAL,0,0.0,13440,11525,0.0381735,1844.9962364560647,OPTIMAL,52,0.8625482235359423
conicalb_cross,100,1,Gurobi,16.3002439,0.402358,1.0020315,0.2582563,0.0729247,544.7247815542879,OPTIMAL,0,0.0,16800,14405,0.0317391,1839.9547207655714,OPTIMAL,52,0.8592120993795049
conicalb_cross,150,1,Gurobi,24.0422782,0.4215013,0.8818891,0.3275395,0.1051389,542.7479410415967,OPTIMAL,0,0.0,25200,21605,0.0299479,1841.7459628582114,OPTIMAL,52,0.8604215034316651
conicalb_cross,300,1,Gurobi,60.0987043,0.6027933,1.4367931,1.0455573,0.217684,548.5823597029522,OPTIMAL,0,0.0,50400,43205,0.0350136,556.2884029396048,OPTIMAL,0,0.0
conicalb_cross,450,1,Gurobi,106.4626072,0.8839156,1.9331088,1.8807617,0.3195845,551.819144246507,OPTIMAL,0,0.0,75600,64805,0.0325443,556.2143426892144,OPTIMAL,0,0.0
conicalb_per,20,1,Gurobi,3.8369325,0.2796037,0.6641648,0.0295633,0.0201186,536.068634839098,OPTIMAL,0,0.0,3360,2885,0.0311691,2725.8590259010657,OPTIMAL,83,1.4505249696860982
conicalb_per,40,1,Gurobi,4.0672224,0.3405263,0.7247287,0.0675884,0.0343247,542.033803571801,OPTIMAL,0,0.0,6720,5765,0.0299788,2729.597506065716,OPTIMAL,83,1.4530203915843733
conicalb_per,60,1,Gurobi,5.9233921,0.4150993,0.8906929,0.1268831,0.0484082,542.971569813239,OPTIMAL,0,0.0,10080,8645,0.0304651,2407.0783823745674,OPTIMAL,70,1.237836443614245
conicalb_per,80,1,Gurobi,7.5561884,0.3569136,0.8490972,0.2561916,0.0630709,544.6439452278091,OPTIMAL,0,0.0,13440,11525,0.0309851,2444.1021475789175,OPTIMAL,70,1.2624988016593024
conicalb_per,100,1,Gurobi,9.7938545,0.4095982,1.0293647,0.2864575,0.0742451,545.5577208647964,OPTIMAL,0,0.0,16800,14405,0.0295781,1809.434631955743,OPTIMAL,50,0.8389355501873113
conicalb_per,150,1,Gurobi,15.2041331,0.4170707,0.9130187,0.3327115,0.1046693,546.4742685326017,OPTIMAL,0,0.0,25200,21605,0.0303378,1109.7400377257593,OPTIMAL,23,0.3715753518395293
conicalb_per,300,1,Gurobi,31.8622818,0.6002454,1.4352624,1.0110646,0.1996593,545.4843516690252,OPTIMAL,0,0.0,50400,43205,0.0316802,1109.3531733616057,OPTIMAL,21,0.3713058244202503
conicalb_per,450,1,Gurobi,55.7066938,0.9708127,2.0207975,2.0592132,0.7131443,551.6508908359388,OPTIMAL,0,0.0,75600,64805,0.0372884,556.1852456030563,OPTIMAL,0,0.0
0_HourlyBenchmark,1,2,Gurobi,0.0,1.5183484,4.3181035,2.506157,0.7801438,537.2268520791608,OPTIMAL,0,0.0,122640,105125,0.0,0.0,,0,0.0
convex_cross,20,2,Gurobi,3.1552496,0.3064015,0.7678535,0.0343237,0.0228283,543.8500715779571,OPTIMAL,0,0.0,3360,2885,0.0611937,970.504537353069,OPTIMAL,15,0.2896819006884177
convex_cross,40,2,Gurobi,7.2569397,0.3483936,0.7752781,0.0905953,0.0341524,538.495962508794,OPTIMAL,0,0.0,6720,5765,0.0141089,970.504537353069,OPTIMAL,15,0.2896819006884177
convex_cross,60,2,Gurobi,8.1680845,0.3768528,0.9304985,0.1324173,0.0473941,536.6504081202911,OPTIMAL,0,0.0,10080,8645,0.0383012,968.5350807244239,OPTIMAL,15,0.2883903648720485
convex_cross,80,2,Gurobi,12.1104534,0.4421538,0.9517814,0.2827854,0.0637953,536.6872872234057,OPTIMAL,0,0.0,13440,11525,0.0329735,647.4018129096295,OPTIMAL,9,0.07413665448581641
convex_cross,100,2,Gurobi,14.7024445,0.4020633,0.9967961,0.3519693,0.0766457,536.813850724241,OPTIMAL,0,0.0,16800,14405,0.0449888,578.0851457465949,OPTIMAL,3,0.027824889766771665
convex_cross,150,2,Gurobi,22.6303844,0.4549791,1.1464691,0.5508119,0.1051669,535.5988398706307,OPTIMAL,0,0.0,25200,21605,0.0315311,578.1163642061466,OPTIMAL,3,0.027855496971343374
