base_name,rp,time_to_cluster
kmedoids_cross_dirac,10,3.4128648
kmedoids_cross_dirac,10,3.527766
kmedoids_cross_dirac,10,3.2061899
kmedoids_cross_dirac,10,3.0948527
kmedoids_cross_dirac,10,3.1272095
kmedoids_cross_dirac,20,3.3355704
kmedoids_cross_dirac,20,3.3175781
kmedoids_cross_dirac,20,3.3309668
kmedoids_cross_dirac,20,3.2837268
kmedoids_cross_dirac,20,3.2707655
kmedoids_cross_dirac,40,3.6713968
kmedoids_cross_dirac,40,3.8163364
kmedoids_cross_dirac,40,3.6645521
kmedoids_cross_dirac,40,3.707305
kmedoids_cross_dirac,40,3.7181494
kmedoids_cross_dirac,60,4.1082605
kmedoids_cross_dirac,60,4.0935286
kmedoids_cross_dirac,60,4.0349399
kmedoids_cross_dirac,60,4.0146387
kmedoids_cross_dirac,60,4.0216724
kmedoids_cross_dirac,80,4.344704
kmedoids_cross_dirac,80,4.3571562
kmedoids_cross_dirac,80,4.323178
kmedoids_cross_dirac,80,4.3267233
kmedoids_cross_dirac,80,4.438067
kmedoids_cross_dirac,100,4.7264223
kmedoids_cross_dirac,100,4.8562136
kmedoids_cross_dirac,100,4.7154529
kmedoids_cross_dirac,100,4.6494928
kmedoids_cross_dirac,100,4.7297339
kmedoids_cross_dirac,150,5.8011994
kmedoids_cross_dirac,150,5.7933389
kmedoids_cross_dirac,150,5.769313
kmedoids_cross_dirac,150,5.7878291
kmedoids_cross_dirac,150,5.7245779
kmedoids_cross_dirac,225,7.0189551
kmedoids_cross_dirac,225,7.1445971
kmedoids_cross_dirac,225,7.0707672
kmedoids_cross_dirac,225,7.0671079
kmedoids_cross_dirac,225,7.0267885
kmedoids_cross_dirac,300,8.2413015
kmedoids_cross_dirac,300,8.358396
kmedoids_cross_dirac,300,8.2519813
kmedoids_cross_dirac,300,8.3691944
kmedoids_cross_dirac,300,8.4209127
kmedoids_per_dirac,10,3.1797111
kmedoids_per_dirac,10,2.7994572
kmedoids_per_dirac,10,2.7275172
kmedoids_per_dirac,10,2.7547554
kmedoids_per_dirac,10,2.7527962
kmedoids_per_dirac,20,2.8280567
kmedoids_per_dirac,20,2.8635736
kmedoids_per_dirac,20,2.8118653
kmedoids_per_dirac,20,2.8655084
kmedoids_per_dirac,20,2.8570122
kmedoids_per_dirac,40,3.0622942
kmedoids_per_dirac,40,3.0241273
kmedoids_per_dirac,40,3.1077103
kmedoids_per_dirac,40,3.1391595
kmedoids_per_dirac,40,3.0481767
kmedoids_per_dirac,60,3.1566022
kmedoids_per_dirac,60,3.2578551
kmedoids_per_dirac,60,3.2437867
kmedoids_per_dirac,60,3.203418
kmedoids_per_dirac,60,3.1923068
kmedoids_per_dirac,80,3.3404238
kmedoids_per_dirac,80,3.2332233
kmedoids_per_dirac,80,3.2907623
kmedoids_per_dirac,80,3.3971267
kmedoids_per_dirac,80,3.3246042
kmedoids_per_dirac,100,3.4132536
kmedoids_per_dirac,100,3.5295095
kmedoids_per_dirac,100,3.3744406
kmedoids_per_dirac,100,3.5208085
kmedoids_per_dirac,100,3.4777109
kmedoids_per_dirac,150,3.7740797
kmedoids_per_dirac,150,4.2690247
kmedoids_per_dirac,150,3.7906237
kmedoids_per_dirac,150,4.1746451
kmedoids_per_dirac,150,3.8239543
kmedoids_per_dirac,225,4.0854899
kmedoids_per_dirac,225,4.8893833
kmedoids_per_dirac,225,4.829255
kmedoids_per_dirac,225,4.9691095
kmedoids_per_dirac,225,4.9087179
kmedoids_per_dirac,300,5.4675165
kmedoids_per_dirac,300,5.5446717
kmedoids_per_dirac,300,5.5045154
kmedoids_per_dirac,300,5.364713
kmedoids_per_dirac,300,5.3477933
