base_name,rp,time_to_cluster
convex_cross,4,1.4230175
convex_cross,8,1.7004542
convex_cross,12,2.0456221
convex_cross,16,2.1579195
convex_cross,20,2.3664269
convex_cross,30,2.9367116
convex_cross,45,3.9009694
convex_cross,60,5.2342327
convex_cross,90,8.5919332
convex_cross,120,16.8971079
convex_cross,180,27.087072
conicalb_cross,4,1.5851682
conicalb_cross,8,1.7797045
conicalb_cross,12,1.9157179
conicalb_cross,16,2.1828646
conicalb_cross,20,2.4127465
conicalb_cross,30,3.0185446
conicalb_cross,45,4.0851069
conicalb_cross,60,5.2310546
conicalb_cross,90,8.7987574
conicalb_cross,120,16.3146138
conicalb_cross,180,28.5706782
