base_name,rp,solver,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol_e,reduced_num_lol_h2,reduced_lol_e,reduced_lol_h2,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,time_to_cluster
convex_cross,10,Xpress,6.3507829,20.5775871,19.5735764,2.4815651,5.950076422943115e8,OPTIMAL,8,32,13.593357288580128,8.881278539999997,410445,204798,818.5935016,5.452807817262573e8,OPTIMAL,25,0,200.11066533464958,-1.6047163597932013e-10,23.733708
convex_cross,20,Xpress,3.0955787,72.4169648,41.5911165,1.2412817,5.586845055870361e8,OPTIMAL,6,29,8.773132017711095,9.522509480193184,563565,323598,564.4756093,5.321545300996475e8,OPTIMAL,13,0,48.886758696597774,9.239276010930553e-11,24.4113854
convex_cross,40,Xpress,5.1992632,18.2581339,125.8835641,1.7970496,5.471770754051743e8,OPTIMAL,7,25,12.169097168800397,5.53652968100001,869805,561198,576.8039136,5.2901289225310516e8,OPTIMAL,13,0,49.300560111083925,9.239276010930553e-11,31.5636447
convex_cross,60,Xpress,8.0718079,40.5244648,198.4943056,2.4201849,5.409969956277466e8,OPTIMAL,9,36,10.577778713061795,10.685901150597815,1176045,798798,581.400039,5.280672250179596e8,OPTIMAL,12,0,49.518710469779926,9.239276010930553e-11,40.9010206
convex_cross,80,Xpress,24.3993679,73.4405055,279.2780583,4.0465883,5.371434106240082e8,OPTIMAL,9,39,10.08929358975445,12.862002588516642,1482285,1036398,585.3127732,5.270061910732727e8,OPTIMAL,15,0,49.50095025809015,9.239276010930553e-11,51.6172302
convex_cross,100,Xpress,11.5121986,51.7506363,305.8053616,4.0721693,5.332884599344406e8,OPTIMAL,10,42,11.70083084126098,15.052114181328648,1788525,1273998,609.5372818,5.253487198914566e8,OPTIMAL,22,0,54.82139609341222,9.239276010930553e-11,60.0980167
convex_cross,150,Xpress,19.4430261,84.0586251,445.1219556,6.4362668,5.288473217209778e8,OPTIMAL,12,0,9.593858531194044,5.051514762044462e-14,2554125,1867998,586.1476672,5.23756733765213e8,OPTIMAL,20,0,41.141052427943606,9.239276010930553e-11,151.7216136
convex_cross,225,Xpress,29.3410401,129.8444159,524.0640604,12.694098,5.257684482108154e8,OPTIMAL,15,1,18.59186749508287,0.19406392700007594,3702525,2758998,619.7481787,5.2262706803136444e8,OPTIMAL,25,0,66.92317194378,9.239276010930553e-11,236.3657015
convex_cross,300,Xpress,51.9750805,233.0163373,743.7706579,15.187473,5.240784706092758e8,OPTIMAL,13,2,13.471700090861354,2.0342886721825533,4850925,3649998,600.940647,5.223553573020096e8,OPTIMAL,21,0,42.57323043406272,9.239276010930553e-11,309.5186442
convex_per,10,Xpress,7.3961262,22.2095122,27.5152428,1.2561571,1.0546743345567398e9,OPTIMAL,34,68,181.67536415534695,265.08760516840744,410445,204798,489.9868426,5.808216027375565e8,OPTIMAL,0,0,0.0,-1.6047163597932013e-10,11.050196
convex_per,20,Xpress,8.0586761,30.5899843,22.9849133,1.1059078,6.117184430881424e8,OPTIMAL,10,38,10.389836866426474,12.778176490621883,563565,323598,497.638866,5.3939224601548e8,OPTIMAL,17,0,68.09278438500871,9.239276010930553e-11,12.0521508
convex_per,40,Xpress,6.2033231,27.9321137,57.7836028,2.1186899,5.732727194457779e8,OPTIMAL,6,36,9.347089961081814,13.86699433595839,869805,561198,536.11429,5.325188408384552e8,OPTIMAL,18,0,74.62782144932154,9.239276010930553e-11,13.4284087
convex_per,60,Xpress,10.9667213,41.0103153,88.6544148,5.7916018,5.587150846732254e8,OPTIMAL,8,29,12.675257651716798,9.714611874000015,1176045,798798,541.6666164,5.297694525858536e8,OPTIMAL,19,0,87.97461209832764,9.239276010930553e-11,15.6009869
convex_per,80,Xpress,14.9507793,43.8780907,130.4513977,4.6818894,5.49939044105545e8,OPTIMAL,7,33,8.617970527767644,11.444337636803317,1482285,1036398,802.0768023,5.28681535822731e8,OPTIMAL,21,0,93.24590502833391,9.239276010930553e-11,17.4982601
convex_per,100,Xpress,10.4686326,57.4753493,146.4996918,4.0748798,5.430391854279251e8,OPTIMAL,5,29,6.82727412768771,11.50118157167354,1788525,1273998,545.8820045,5.2741746799767303e8,OPTIMAL,20,0,91.03240509572491,9.239276010930553e-11,18.8557304
convex_per,150,Xpress,16.0363424,78.9599653,225.8871458,6.0739824,5.371313904669571e8,OPTIMAL,9,31,10.150762763541598,11.182294844775466,2554125,1867998,561.8665834,5.261874910733566e8,OPTIMAL,14,0,37.76527882655541,9.239276010930553e-11,23.4987573
convex_per,225,Xpress,37.9619371,122.2002153,357.2697271,53.0823687,5.331644099617615e8,OPTIMAL,10,39,12.391306956216726,11.863492123545171,3702525,2758998,601.4398663,5.2498657578079987e8,OPTIMAL,11,0,23.99647127462341,9.239276010930553e-11,30.016533
convex_per,300,Xpress,47.176565,236.0603143,573.7011296,17.2489754,5.287073828487778e8,OPTIMAL,9,38,10.77639626916985,12.35160272119998,4850925,3649998,635.2798631,5.238725752473831e8,OPTIMAL,17,0,22.635992684885508,9.239276010930553e-11,38.493511
0_HourlyBenchmark,1,Xpress,109.702259,511.5343044,4680.945521,92.0314571,4.8620311032507324e8,OPTIMAL,0,0,0.0,0.0,34120200,23739823,0.0,0.0,,327,119,1361.735551368635,106.0139804895717,
