base_name,rp,time_to_cluster_mean,time_to_cluster_q25,time_to_cluster_q75,time_to_read_mean,time_to_read_q25,time_to_read_q75,time_to_create_mean,time_to_create_q25,time_to_create_q75,time_to_solve_mean,time_to_solve_q25,time_to_solve_q75,time_to_save_mean,time_to_save_q25,time_to_save_q75,total_time_mean,total_time_q25,total_time_q75,rel_regret_mean,rel_regret_q25,rel_regret_q75,num_loss_of_load_e_demand_mean,num_loss_of_load_e_demand_q25,num_loss_of_load_e_demand_q75,num_loss_of_load_h2_demand_mean,num_loss_of_load_h2_demand_q25,num_loss_of_load_h2_demand_q75,total_steps_loss_of_load_mean,total_steps_loss_of_load_q25,total_steps_loss_of_load_q75
0_HourlyBenchmark,1,0.0,0.0,0.0,20.1425463,20.1425463,20.1425463,90.0181123,90.0181123,90.0181123,526.8798683,526.8798683,526.8798683,24.0464513,24.0464513,24.0464513,661.0869782,661.0869782,661.0869782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kmedoids_cross_dirac,4,0.5362095299999999,0.32046549999999996,0.6097238749999999,0.53578012,0.5091615500000001,0.54923375,2.3024759299999995,2.133323625,2.428526925,2.96848727,2.9075641,3.0490136,0.20820946999999998,0.19371482499999998,0.20009335,6.55116232,6.1579182999999995,6.654789025,9.687349762702818,5.319191143348339,14.742611729646825,25662.8,14196.5,37672.5,8211.0,5262.25,10209.75,33873.8,21201.5,45819.0
kmedoids_cross_dirac,8,1.29097324,0.387996725,0.747507975,0.7202181000000001,0.70867155,0.7337245749999999,3.101583,2.9156203000000005,3.154339425,7.799006799999999,6.661165025,7.23139675,0.41731827999999993,0.329945175,0.38185872499999995,13.32909942,11.391451075,12.746947774999999,2.5419630721619235,1.390045731690604,3.5998165139228,10513.8,8335.25,12516.5,1483.8,1167.75,1529.75,11997.6,9503.0,14037.0
kmedoids_cross_dirac,12,0.60929317,0.42056934999999995,0.854968325,0.9477632699999999,0.911255625,0.9789339,5.05204121,4.09018645,4.451050025000001,12.005967119999998,11.601250975,12.363890425000001,0.47541611,0.44249265000000004,0.506915375,19.090480879999998,17.947882949999997,18.423203775,2.3227394338016008,0.7945618797214042,2.755966432428971,9434.9,4844.75,10855.25,1345.0,531.25,1539.5,10779.9,5397.5,12261.75
kmedoids_cross_dirac,16,0.82617141,0.736469825,0.9366027,1.16679122,1.121615575,1.196928225,5.845758680000001,4.829114675,5.3638297,16.24366331,15.9448411,16.396959074999998,0.6048854699999999,0.575197725,0.6356644,24.687270090000002,23.269672175000004,24.6145614,1.3444617884190013,0.38931508356033645,1.7488387823689404,5826.2,2598.75,6956.25,886.7,331.0,1043.0,6712.9,2929.75,7980.75
kmedoids_cross_dirac,20,0.9550371,0.92882775,1.0258332749999999,1.3768705799999998,1.354861975,1.400798225,6.04934774,5.864540475,6.234434674999999,20.85612589,20.09427535,21.26002835,1.05886222,0.7321340999999999,1.496477225,30.296243529999998,29.5947136,30.458126075000003,0.7196975879328144,0.29319438705935047,0.7639379908588522,3781.9,1752.75,4256.5,487.9,201.75,605.5,4269.8,1972.25,4862.0
kmedoids_cross_dirac,30,1.1674323,0.978253225,1.2255296,2.10040739,1.948439725,2.1265992249999996,8.99693421,8.519711000000001,9.507357175000001,31.747746990000003,28.96110025,34.496362024999996,1.72675758,1.170847325,2.037132375,45.73927847,42.146629850000004,48.383333574999995,0.4405247772905782,0.21965482328054675,0.6418482004282327,2520.1,1315.75,3204.5,350.3,160.0,468.0,2870.4,1482.25,3672.5
kmedoids_cross_dirac,45,2.0072654400000003,1.420135425,2.316449575,3.09855261,3.0439489,3.113710425,18.129467990000002,15.145969449999999,22.202268474999997,36.005752230000006,33.002980650000005,38.7670297,3.76912272,1.66842705,2.7108180500000003,63.010160989999996,60.4990361,67.35336165,0.17288654764375067,0.10966446814282488,0.2223178328714179,1138.8,883.75,1320.0,153.7,90.0,192.5,1292.5,968.5,1512.25
kmedoids_cross_dirac,60,2.3913308300000002,2.21634675,2.548617225,6.645826960000001,4.0947838,5.9042043500000005,22.92746654,19.420246275,22.27408075,44.58181991,42.3081067,46.035658975000004,2.8502961100000004,2.4443302750000004,3.14915285,79.39674035,73.1204038,84.8541824,0.1933559758237326,0.09058231455601087,0.2513981295453077,1194.1,769.5,1457.0,160.8,87.75,197.5,1354.9,857.25,1663.25
kmedoids_cross_dirac,90,4.3347645,3.126969875,3.383858125,7.09021161,6.1201089500000005,7.7832115,35.37120032,34.111613225,35.809276275,73.44569207999999,65.829479075,81.242803725,4.4593211,4.391017,4.536531825,124.70118961,116.39612544999999,132.350912125,0.11687701028346527,0.07603238739025611,0.14983237016274842,801.6,497.5,1026.5,116.8,71.5,132.5,918.4,569.0,1159.0
kmedoids_cross_dirac,120,6.825639260000001,6.133262175,7.45870295,12.965032580000003,13.065718675,13.354747549999999,70.75080494000001,68.719044075,75.4399697,88.97185863000001,87.80180100000001,91.64997609999999,7.0374720700000015,5.90786065,6.1758764,186.55080748000003,181.34101335,191.5537157,0.10101069779969533,0.06988833545436923,0.13106222659305244,741.9,519.5,946.75,108.0,85.0,136.75,849.9,604.5,1089.5
kmedoids_cross_dirac,180,19.57319199,17.3418958,21.747093524999997,23.821584660000003,23.2372802,25.4597501,131.69492856000002,126.247256575,142.119462925,145.44158969000003,136.084350525,159.664039725,8.99128541,8.638285649999998,9.18475405,329.52258030999997,315.29645650000003,337.5666087,0.06487495988519917,0.04634184901172086,0.0793108138793558,554.6,420.75,622.25,67.9,53.25,79.5,622.5,464.0,688.0
