base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol_e,reduced_num_lol_h2,reduced_lol_e,reduced_lol_h2,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand
0_HourlyBenchmark,1,Xpress,0.0,109.702259,511.5343044,4680.945521,92.0314571,4.8620311032507324e8,OPTIMAL,0,0,0.0,0.0,34120200,23739823,0.0,0.0,,327,119,1361.735551368635,106.0139804895717
convex_cross_dirac,10,Xpress,390.3319339,2.5019135,22.4586736,21.5956262,2.1242677,5.790297599855347e8,OPTIMAL,8,30,12.40043155746378,10.021020757579812,410445,204798,799.0851589,5.421405137108154e8,OPTIMAL,25,0,207.05022932351727,9.239276010930553e-11
convex_cross_dirac,20,Xpress,715.9089612,3.6327692,23.1384146,44.9871825,1.2171608,5.381139167277374e8,OPTIMAL,37,55,56.056673169755975,21.430184857946493,563565,323598,626.9898553,5.286591730310898e8,OPTIMAL,8,0,13.99413450161628,9.239276010930553e-11
convex_cross_dirac,40,Xpress,1058.9481953,15.3820503,44.7872364,108.093218,4.4707367,5.24808728741539e8,OPTIMAL,48,76,102.31928259818345,32.964839355589866,869805,561198,646.3621462,5.234388225597153e8,OPTIMAL,16,0,29.27502633501575,9.239276010930553e-11
convex_cross_dirac,60,Xpress,981.8321669,8.6833678,78.9852848,155.1209705,6.3193164,5.2158786830744934e8,OPTIMAL,648,771,12192.743612598731,6008.309545037882,1176045,798798,639.7948061,5.203234868293228e8,OPTIMAL,24,0,91.80417200541028,9.239276010930553e-11
convex_cross_dirac,80,Xpress,1283.0755491,29.6994833,46.5917068,204.0334633,3.3696704,5.218071990236435e8,OPTIMAL,668,779,12241.639123735016,6027.4945519070125,1482285,1036398,644.5274802,5.1865440286096954e8,OPTIMAL,25,0,115.35668998843335,9.239276010930553e-11
convex_cross_dirac,100,Xpress,1149.7366945,19.5295373,64.471223,244.0125457,4.3918026,5.1782816067372894e8,OPTIMAL,696,825,12277.5784671705,6085.990446816759,1788525,1273998,659.063551,5.1568256076205444e8,OPTIMAL,111,1,240.82795100500368,2.066210046092393
convex_cross_dirac,150,Xpress,1343.410108,18.7947349,84.350145,331.7018944,6.5418279,5.1233523966057587e8,OPTIMAL,896,980,13038.445044435326,6392.8077330554925,2554125,1867998,662.1607119,5.055227300958481e8,OPTIMAL,381,8,827.9326929723275,2.4657534240923926
convex_cross_dirac,225,Xpress,2489.472922,32.4089898,147.0380816,829.1174015,10.5017687,5.0845482292822266e8,OPTIMAL,1568,1689,26225.7130282694,12210.444488524896,3702525,2758998,710.5762669,4.973349548440552e8,OPTIMAL,425,19,1030.973817878086,8.938356163092394
convex_cross_dirac,300,Xpress,2557.5444156,68.0495762,209.3312886,1065.9048314,12.4842467,4.9876466265927124e8,OPTIMAL,1687,1740,26911.921791822897,12461.164063588685,4850925,3649998,639.1839108,4.936031178413696e8,OPTIMAL,554,31,1725.70968706013,19.383561642092396
convex_per_dirac,10,Xpress,21.2073217,6.4587166,24.5785835,13.3034579,0.926279,1.1242456450712357e9,OPTIMAL,42,70,228.98689124289035,235.47556171635821,410445,204798,507.6360771,5.84405278446518e8,OPTIMAL,0,0,0.0,9.239276010930553e-11
convex_per_dirac,20,Xpress,64.528071,9.2998002,44.7641814,24.2624303,1.4786494,5.837891241609879e8,OPTIMAL,10,33,13.615859116872116,9.479089732621883,563565,323598,544.3307186,5.36701266324646e8,OPTIMAL,17,0,63.719643668265796,9.239276010930553e-11
convex_per_dirac,40,Xpress,156.508998,8.3917455,37.285186,52.8593239,2.1885579,5.404565118273163e8,OPTIMAL,6,38,7.002079205737464,15.812463818193185,869805,561198,606.202989,5.3058986215547943e8,OPTIMAL,16,0,62.80466014851044,9.239276010930553e-11
convex_per_dirac,60,Xpress,124.0794781,10.2773045,43.7021251,88.7303913,2.9570867,5.268412346702728e8,OPTIMAL,11,37,17.210029953526046,11.874107653193196,1176045,798798,592.4541802,5.276434787106781e8,OPTIMAL,17,0,68.41735638908258,9.239276010930553e-11
convex_per_dirac,80,Xpress,171.5399582,13.003254,54.0808064,131.2984502,7.3880322,5.236927381481552e8,OPTIMAL,30,50,34.97706215316568,16.197003749746628,1482285,1036398,638.6958113,5.252605597240982e8,OPTIMAL,29,0,91.01638917690278,9.239276010930553e-11
convex_per_dirac,100,Xpress,172.2565903,15.6536899,77.4569144,133.8367638,4.5833659,5.208354474650345e8,OPTIMAL,44,53,62.34823237960451,20.16922429661202,1788525,1273998,625.2104693,5.2349607498687744e8,OPTIMAL,39,0,143.54294091228564,9.239276010930553e-11
convex_per_dirac,150,Xpress,256.3263375,22.6103025,98.0627307,216.936835,6.4251264,5.2118617949510956e8,OPTIMAL,63,105,142.39799369385508,53.048843609691644,2554125,1867998,630.9939738,5.2041718872533417e8,OPTIMAL,33,0,64.44580571639477,9.239276010930553e-11
convex_per_dirac,225,Xpress,463.8351507,31.1685016,165.4211912,384.8868907,14.1536913,5.140257407468872e8,OPTIMAL,1348,1580,25296.882315831335,12008.923448916885,3702525,2758998,655.5891082,5.092133838815994e8,OPTIMAL,301,8,298.48478944704016,2.237442922092393
convex_per_dirac,300,Xpress,616.3039341,60.2164797,189.8198181,883.6151544,16.9152123,4.984411036339569e8,OPTIMAL,2078,2359,38965.976170542344,18429.871671413188,4850925,3649998,644.7326462,4.921632349093704e8,OPTIMAL,473,33,1307.9607541189816,19.680365295092393
