base_name,rp,solver,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol_e,reduced_num_lol_h2,reduced_lol_e,reduced_lol_h2,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,time_to_cluster
convex_cross_dirac,10,Xpress,2.2534834,26.6917468,20.1453555,2.4273592,4.795631226350479e8,OPTIMAL,11,2,5.301836940105918,0.5064153918621799,410445,204798,962.3345501,6.957420649087296e8,OPTIMAL,17085,1614,54002.30653275937,1838.288030352092,5.6930604
convex_cross_dirac,20,Xpress,3.5999001,18.9662242,44.0644538,1.2369817,5.013346472459564e8,OPTIMAL,9,3,3.3928096641269203,1.7952355301031688,563565,323598,751.2697173,5.1526305577988434e8,OPTIMAL,1957,150,4703.802484996351,151.09300105109236,6.6297543
convex_cross_dirac,40,Xpress,13.8191824,49.1702392,110.2770448,2.1728028,4.9192809333649445e8,OPTIMAL,9,7,5.540984966627773,3.3499079594980854,869805,561198,753.1219714,4.951055547940445e8,OPTIMAL,1175,85,2893.739088499412,71.27853882209239,9.7020166
convex_cross_dirac,60,Xpress,8.4725773,39.2369202,205.4674046,2.8659363,4.903177299616699e8,OPTIMAL,20,3,41.503441051663295,0.9246575340000232,1176045,798798,826.1764255,4.9531919256894684e8,OPTIMAL,1114,93,2898.3335381174675,66.14155252209238,15.5406138
convex_cross_dirac,80,Xpress,41.1970435,51.3743481,249.009101,3.32433,4.840453313820572e8,OPTIMAL,19,3,39.55337136320466,1.5028978153896637,1482285,1036398,759.721698,4.946591069956436e8,OPTIMAL,1165,106,2971.3797536249804,83.04794521609239,20.4344249
convex_cross_dirac,100,Xpress,15.3353641,58.1560779,362.2811417,4.1336963,4.8547799445674896e8,OPTIMAL,21,3,44.44850309456402,1.4298732408043802,1788525,1273998,696.3036026,4.949027989740753e8,OPTIMAL,1057,121,3177.0348438959772,108.52004858109237,26.4464755
convex_cross_dirac,150,Xpress,19.9249019,94.5318898,454.4445176,7.5839054,4.846770719236603e8,OPTIMAL,41,10,111.53240281732494,7.971292993576938,2554125,1867998,763.7867482,4.9426009604499817e8,OPTIMAL,1058,119,3638.3317029432446,101.25242591309238,50.2309848
convex_cross_dirac,225,Xpress,34.0034174,208.5006259,620.0937146,12.773909,4.905805001733093e8,OPTIMAL,34,5,87.68064903627578,2.1675899179675295,3702525,2758998,711.8638023,4.911651758237839e8,OPTIMAL,435,29,1076.520763080749,17.020547948092386,95.5634678
convex_cross_dirac,300,Xpress,68.2960788,202.1397527,982.3203801,19.5838344,4.886605499490433e8,OPTIMAL,51,10,146.22067610043013,3.434950485082364,4850925,3649998,804.427537,4.904491042303238e8,OPTIMAL,494,30,1376.126403584165,17.534246578092386,145.4346144
convex_per_dirac,10,Xpress,5.9491568,17.2767863,11.4198014,1.0626307,4.7749961149806976e8,OPTIMAL,0,0,0.0,0.0,410445,204798,1038.4085649,1.0201664481779022e9,OPTIMAL,37667,6800,128928.36263990948,6083.220965582092,3.9329503
convex_per_dirac,20,Xpress,8.4690384,40.6847257,21.7243873,1.3742679,4.777244605854187e8,OPTIMAL,7,0,6.095518499820333,2.1094237467877974e-15,563565,323598,763.1399602,8.682434042269745e8,OPTIMAL,28479,4926,93506.53847642805,4765.425230469092,4.8371703
convex_per_dirac,40,Xpress,10.8581929,54.3059414,54.2208808,2.1586037,4.933397883831787e8,OPTIMAL,7,1,6.980446934565398,0.30821917800001053,869805,561198,672.8865375,5.147143327147217e8,OPTIMAL,2669,291,8930.491978969465,317.5476245450923,6.2148662
convex_per_dirac,60,Xpress,9.7063622,42.7516969,103.8801768,2.8214423,4.9956431154261017e8,OPTIMAL,13,1,8.591409292367288,0.5523256558182675,1176045,798798,713.7400744,4.958272361994171e8,OPTIMAL,987,90,2787.710469142663,79.86340619209237,7.504225
convex_per_dirac,80,Xpress,11.4825738,52.9933275,102.6836713,3.476892,4.950136728610916e8,OPTIMAL,13,5,11.144121670882758,3.3089354743595627,1482285,1036398,701.3257754,4.9422046897480774e8,OPTIMAL,1033,84,2695.9605574389398,83.34881569909237,8.6999192
convex_per_dirac,100,Xpress,16.3198693,76.9322709,164.1788928,6.7249688,4.940106165586395e8,OPTIMAL,18,5,17.6433916250732,1.7632477297403932,1788525,1273998,705.2214983,4.9320056096813965e8,OPTIMAL,883,77,2614.001165420056,69.95840474309237,9.9386617
convex_per_dirac,150,Xpress,21.8673764,101.0479784,195.7927574,10.4222297,4.913609017425461e8,OPTIMAL,24,5,46.24291880482971,4.340018154230445,2554125,1867998,740.0626163,4.944008497385025e8,OPTIMAL,902,105,3381.7303285947737,94.1744078580924,12.8682423
convex_per_dirac,225,Xpress,32.8957244,195.5536721,343.8002029,13.1816344,4.8847798755101013e8,OPTIMAL,35,7,113.70134994349354,7.589883045634071,3702525,2758998,703.8558646,4.938482645762863e8,OPTIMAL,927,98,3462.8414932248024,86.1036315990924,19.4932784
convex_per_dirac,300,Xpress,33.8552206,207.0182713,974.9317372,17.7349466,4.9407601971191406e8,OPTIMAL,53,17,190.5179531480069,5.660617411239157,4850925,3649998,1001.2856697,4.904703026113434e8,OPTIMAL,526,24,1601.3994805569987,13.242009134092392,27.2294184
0_HourlyBenchmark,1,Xpress,109.702259,511.5343044,4680.945521,92.0314571,4.8620311032507324e8,OPTIMAL,0,0,0.0,0.0,34120200,23739823,0.0,0.0,,327,119,1361.735551368635,106.0139804895717,
