year,timestep,scenario,profile_name,value
2050,1,0,SI_Wind_Offshore,0.940964948
2050,2,0,SI_Wind_Offshore,0.897673821
2050,3,0,SI_Wind_Offshore,0.71429202
2050,4,0,SI_Wind_Offshore,0.53857045
2050,5,0,SI_Wind_Offshore,0.41515428
2050,6,0,SI_Wind_Offshore,0.366144401
2050,7,0,SI_Wind_Offshore,0.316172905
2050,8,0,SI_Wind_Offshore,0.254835065
2050,9,0,SI_Wind_Offshore,0.215782506
2050,10,0,SI_Wind_Offshore,0.183818163
2050,11,0,SI_Wind_Offshore,0.227658618
2050,12,0,SI_Wind_Offshore,0.178128476
2050,13,0,SI_Wind_Offshore,0.131380369
2050,14,0,SI_Wind_Offshore,0.120102331
2050,15,0,SI_Wind_Offshore,0.131161368
2050,16,0,SI_Wind_Offshore,0.125525697
2050,17,0,SI_Wind_Offshore,0.106923119
2050,18,0,SI_Wind_Offshore,0.094593242
2050,19,0,SI_Wind_Offshore,0.118937626
2050,20,0,SI_Wind_Offshore,0.169383518
2050,21,0,SI_Wind_Offshore,0.158326544
2050,22,0,SI_Wind_Offshore,0.178369667
2050,23,0,SI_Wind_Offshore,0.230226396
2050,24,0,SI_Wind_Offshore,0.22228417
2050,25,0,SI_Wind_Offshore,0.184409469
2050,26,0,SI_Wind_Offshore,0.132242553
2050,27,0,SI_Wind_Offshore,0.091516443
2050,28,0,SI_Wind_Offshore,0.045802133
2050,29,0,SI_Wind_Offshore,0.019916986
2050,30,0,SI_Wind_Offshore,0.013903913
2050,31,0,SI_Wind_Offshore,0.010200509
2050,32,0,SI_Wind_Offshore,0.001910993
2050,33,0,SI_Wind_Offshore,0.0
2050,34,0,SI_Wind_Offshore,0.0
2050,35,0,SI_Wind_Offshore,0.0
2050,36,0,SI_Wind_Offshore,0.0
2050,37,0,SI_Wind_Offshore,0.005525081
2050,38,0,SI_Wind_Offshore,0.0
2050,39,0,SI_Wind_Offshore,0.0
2050,40,0,SI_Wind_Offshore,0.0
2050,41,0,SI_Wind_Offshore,0.0
2050,42,0,SI_Wind_Offshore,0.0
2050,43,0,SI_Wind_Offshore,0.0
2050,44,0,SI_Wind_Offshore,0.0
2050,45,0,SI_Wind_Offshore,0.0
2050,46,0,SI_Wind_Offshore,0.0
2050,47,0,SI_Wind_Offshore,0.0
2050,48,0,SI_Wind_Offshore,0.0
2050,49,0,SI_Wind_Offshore,0.0
2050,50,0,SI_Wind_Offshore,0.0
2050,51,0,SI_Wind_Offshore,0.0
2050,52,0,SI_Wind_Offshore,0.0
2050,53,0,SI_Wind_Offshore,0.0
2050,54,0,SI_Wind_Offshore,0.0
2050,55,0,SI_Wind_Offshore,0.0
2050,56,0,SI_Wind_Offshore,0.0
2050,57,0,SI_Wind_Offshore,0.005152679
2050,58,0,SI_Wind_Offshore,0.027660722
2050,59,0,SI_Wind_Offshore,0.169328603
2050,60,0,SI_Wind_Offshore,0.37716075
2050,61,0,SI_Wind_Offshore,0.066769053
2050,62,0,SI_Wind_Offshore,0.0
2050,63,0,SI_Wind_Offshore,0.005337746
2050,64,0,SI_Wind_Offshore,0.027395725
