base_name,rp,time_to_cluster_mean,time_to_cluster_q25,time_to_cluster_q75,time_to_read_mean,time_to_read_q25,time_to_read_q75,time_to_create_mean,time_to_create_q25,time_to_create_q75,time_to_solve_mean,time_to_solve_q25,time_to_solve_q75,time_to_save_mean,time_to_save_q25,time_to_save_q75,total_time_mean,total_time_q25,total_time_q75,rel_regret_mean,rel_regret_q25,rel_regret_q75,num_loss_of_load_e_demand_mean,num_loss_of_load_e_demand_q25,num_loss_of_load_e_demand_q75,num_loss_of_load_h2_demand_mean,num_loss_of_load_h2_demand_q25,num_loss_of_load_h2_demand_q75
0_HourlyBenchmark,1,0.0,0.0,0.0,50.414892,50.414892,50.414892,126.0285659,126.0285659,126.0285659,379.3387469,379.3387469,379.3387469,24.5922626,24.5922626,24.5922626,580.3744674000001,580.3744674000001,580.3744674000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kmedoids_cross_dirac,4,1.22820135,0.4041565,2.02027155,1.04838673,0.814963675,1.1694095,3.669425220000001,2.676423675,4.740938525,3.0006674600000003,2.80525515,3.046060925,0.36187215,0.204786575,0.2917208,9.30855291,7.968552225,10.111257550000001,11.24296794599209,6.128190111272554,16.510584609280674,29534.3,18517.75,39911.75,9335.3,5566.5,11976.25
kmedoids_cross_dirac,8,1.8892704999999999,2.0179215,2.257617975,1.56369462,1.3610868749999998,1.6807130000000001,5.75828211,4.7108244,6.044439275,6.52048244,6.46691115,6.589106299999999,0.40398513999999996,0.34603657499999996,0.44937285,16.135714810000003,15.000899275,16.584010149999997,3.740097229768287,1.7192377670048735,4.370665851852859,13157.6,8739.5,15655.25,2132.8,1301.0,2984.5
kmedoids_cross_dirac,12,1.2531836699999999,0.719004175,1.788554225,2.01089333,1.7269351750000002,2.201471275,9.399828730000001,7.142165425,9.7218251,11.58351576,10.715367425,12.31644095,0.55767628,0.5339404249999999,0.57775485,24.805097769999996,22.697973499999996,24.656627725,3.1981850419809854,0.930526665520593,3.967384063073088,10995.5,4052.75,13445.0,1787.3,584.5,2492.5
kmedoids_cross_dirac,16,1.65045813,0.8922247,2.3324265,2.0428908799999994,1.797928625,2.296252825,8.95843088,8.1903061,9.470567575,14.78841756,14.1719203,15.457812149999999,0.9144373600000002,0.6786165,0.78104225,28.35463481,27.251961750000003,29.797103250000003,1.7814541792526035,0.37290866886357377,2.995846986628791,6799.2,2157.25,10087.75,1025.0,222.25,1600.0
kmedoids_cross_dirac,20,2.0564336899999995,1.35072355,2.52973125,2.60920355,2.085612525,2.6294407,10.64737785,9.637859625,11.3873733,21.443494500000003,18.591445125,20.3003774,0.9422966800000001,0.79659925,0.8693264,37.698806270000006,34.8092648,36.274421325000006,1.0274190778708485,0.3005413255233529,0.9906951840308331,4319.3,1944.25,4085.25,602.8,187.5,574.5
kmedoids_cross_dirac,30,3.42057568,2.74038085,3.9826929500000006,4.16939341,3.674750125,4.544381899999999,17.86241403,14.84020995,19.274811425,28.91637976,27.54295,28.677253450000002,1.5762977600000003,1.1552058,2.108725,55.94506064000001,51.76420455,58.538696925,0.7064694553163542,0.1469881805854505,0.7343609428017595,2998.3,789.0,3374.75,497.6,126.25,581.75
kmedoids_cross_dirac,45,4.109897220000001,3.188844075,5.0666166,5.513096970000001,4.81414255,5.6029341,22.85057994,20.279558925,24.43043375,32.01015429,31.304397025,33.156469725,2.0525793200000004,1.66237075,1.8428079,66.53630774000001,64.341817125,68.85535725,0.15795466396912403,0.09812186983509517,0.17970607158573781,953.8,623.75,1025.0,147.0,84.0,158.75
kmedoids_cross_dirac,60,5.284213019999999,4.989708025,5.968521475,7.76427917,6.95691315,8.058288775,41.36552775,36.6479918,44.1828862,44.602264399999996,41.283634475,45.4257134,2.55865352,2.373201425,2.458565375,101.57493786,94.07086172500001,109.2503378,0.19539724996198188,0.07306872787802392,0.22622973259035414,1054.1,488.75,1279.5,157.9,70.0,206.75
kmedoids_cross_dirac,90,11.08687428,9.667823599999998,12.178136025,11.188927629999998,8.882758299999999,12.969342625,63.84199457999999,61.896265575,64.24004599999999,60.556932290000006,58.240238325,61.51526187499999,4.447718839999999,3.9501799249999996,4.9399844,151.12244761999997,145.28024365000002,156.37187769999997,0.12777409658101646,0.06446842042242296,0.13123196819483807,684.5,386.5,789.75,111.3,63.75,100.0
kmedoids_cross_dirac,120,11.492959489999999,9.88981955,13.427856125,14.531336990000003,12.141476249999998,16.5369903,80.18641421000001,79.2336554,81.32573140000001,83.82726468000001,79.92620224999999,87.297725825,6.703936379999999,6.4991961499999995,7.229441475,196.74191174999999,191.74118909999999,199.40443407499998,0.08771880375951949,0.05878116661819387,0.11604157744850321,547.0,385.25,767.75,96.9,63.5,108.0
kmedoids_cross_dirac,180,34.244505200000006,31.609056925,37.4803175,30.28078346,29.9547873,31.832760025,153.57202318,145.97139095,164.70624395,137.32207589,124.966530575,131.03472307500002,9.625394779999999,9.1147315,9.636838050000001,365.04478251000006,339.9474703,379.71485985000004,0.056719697070501965,0.0374240236031397,0.06466151110640975,391.3,314.25,435.0,57.6,35.0,73.0
