base_name,rp,time_to_cluster_mean,time_to_cluster_q25,time_to_cluster_q75,time_to_read_mean,time_to_read_q25,time_to_read_q75,time_to_create_mean,time_to_create_q25,time_to_create_q75,time_to_solve_mean,time_to_solve_q25,time_to_solve_q75,time_to_save_mean,time_to_save_q25,time_to_save_q75,total_time_mean,total_time_q25,total_time_q75,rel_regret_mean,rel_regret_q25,rel_regret_q75,num_loss_of_load_e_demand_mean,num_loss_of_load_e_demand_q25,num_loss_of_load_e_demand_q75,num_loss_of_load_h2_demand_mean,num_loss_of_load_h2_demand_q25,num_loss_of_load_h2_demand_q75,total_steps_loss_of_load_mean,total_steps_loss_of_load_q25,total_steps_loss_of_load_q75,loss_of_load_e_demand_mean,loss_of_load_e_demand_q25,loss_of_load_e_demand_q75,loss_of_load_h2_demand_mean,loss_of_load_h2_demand_q25,loss_of_load_h2_demand_q75,total_lol_mean,total_lol_q25,total_lol_q75
kmedoids_cross_convex,10,7.7648766600000005,7.636765,7.9990591,3.9741628000000007,3.7401186,4.7117514,30.07461344,20.7358213,33.6932005,37.29737864,37.3527846,38.684325,1.09142262,0.8989456,1.0048756,80.20245416,68.78594690000001,87.1144327,0.08698318437894993,0.08284384914469144,0.08686460024079085,-139.2,-305.0,-170.0,-118.6,-119.0,-119.0,-257.8,-424.0,-289.0,-1247.6438592936083,-1311.6766273861679,-1256.2031194904166,-105.89069281838044,-106.0139804894793,-106.0139804894793,-1353.5345521119887,-1417.6906078756472,-1362.217099979896
kmedoids_cross_convex,20,10.82975424,10.5996038,10.8067605,7.724886819999999,6.8590234,8.442009,47.11281778000001,43.6861913,50.5035655,115.48242497999999,110.0270634,120.0400686,1.34605894,1.2567396,1.4645098,182.49594276,172.1055579,193.98752839999997,0.04512232444830711,0.03311192072246751,0.045466555660071246,170.6,-80.0,414.0,-113.0,-117.0,-110.0,57.6,-190.0,307.0,240.3859462557297,-1182.6228900103297,-546.8168238210516,-103.17836405112988,-105.0550763794793,-103.46831838947931,137.20758220459976,-1287.209929861062,-651.8719002005308
kmedoids_cross_convex,40,17.379116319999998,17.1625553,17.6426116,11.820646100000001,10.1993945,12.7738306,52.95670212,43.4960608,59.0746706,322.17172782,294.3945392,344.6292633,2.25286456,2.1502864,2.2593285,406.58105692,384.34430249999997,415.91668100000004,0.02543507622384708,0.02434594465929406,0.027291764612361227,448.6,264.0,526.0,-93.6,-105.0,-80.0,355.0,159.0,453.0,-485.80296896005166,-764.8100039931044,-241.3500239968614,-93.9500535452793,-98.5824736354793,-91.6418343674793,-579.7530225053309,-869.0774091405837,-330.2282149564655
kmedoids_cross_convex,60,23.948807940000002,23.7195845,24.3612571,17.01398982,13.7794016,19.4912296,61.04599585999999,54.571515,69.4155984,462.96034084,425.754605,524.9109044,3.4455552999999997,3.1866816,3.6530225,568.4146897600001,542.7343483,623.9836315000001,0.020028722252068653,0.01834828363784093,0.021327386426296422,326.6,240.0,373.0,-104.0,-109.0,-96.0,222.6,144.0,278.0,-548.630124512342,-738.2315240784719,-536.3249271348946,-98.67379783907931,-100.2605558304793,-96.2651220384793,-647.3039223514213,-838.4920799089513,-632.5900491733738
kmedoids_cross_convex,80,29.78830978,29.4876032,29.8576766,21.53662756,16.8582328,25.8627628,79.61296636,83.2852397,84.5145199,733.95560978,654.8403253,749.0288585,4.56312918,4.0801719,5.3052181,869.45664266,788.5355854000001,883.577496,0.018278603592818885,0.017581546617240675,0.018996307072900148,377.6,296.0,465.0,-85.6,-88.0,-77.0,292.0,219.0,377.0,-497.5856987168578,-480.15098254952375,-420.6917337394867,-89.6623823092793,-90.8085010294793,-88.7537065094793,-587.248081026137,-569.7494379190031,-511.50023476896604
kmedoids_cross_convex,100,36.57759014,36.5228527,36.9139364,34.67184279999999,27.8902364,31.7556536,102.81272285999998,85.4581203,108.1360114,1330.1193679599999,1202.937263,1456.9655331,5.6840251,5.270802,5.3010111,1509.86554886,1378.2131655,1619.6497087999999,0.01641273917405673,0.01555173310706183,0.017426889857862164,327.6,197.0,401.0,-97.4,-104.0,-93.0,230.2,112.0,303.0,-556.7003202844804,-616.0858842886589,-442.0259275330899,-95.4843001194793,-98.3541631334793,-94.5299622194793,-652.1846204039596,-715.0679013041382,-540.3800906665692
kmedoids_cross_convex,150,105.9497942,105.9497942,105.9497942,81.2121395,81.2121395,81.2121395,117.5097799,117.5097799,117.5097799,2694.8341536,2694.8341536,2694.8341536,8.058287,8.058287,8.058287,3007.5641542,3007.5641542,3007.5641542,0.012868020138259627,0.012868020138259627,0.012868020138259627,296.0,296.0,296.0,-98.0,-98.0,-98.0,198.0,198.0,198.0,-428.5197833061495,-428.5197833061495,-428.5197833061495,-87.8176334544793,-87.8176334544793,-87.8176334544793,-516.3374167606288,-516.3374167606288,-516.3374167606288
kmedoids_cross_convex,225,169.63737158,168.3679501,170.5379753,60.35419953999999,44.7502173,73.7342449,215.78389506000002,196.3141914,233.9203027,4995.172842080001,4546.9444546,4988.38001,26.091021540000003,13.6612506,14.6568124,5467.0393298,4965.386466800001,5457.0534049,0.010687180105593339,0.008700416141394758,0.012420877609609785,109.8,-40.0,205.0,-99.6,-109.0,-94.0,10.2,-149.0,99.0,-596.6354539667385,-749.965372086341,-525.0175002945516,-95.59845537207931,-98.3655786594793,-93.74229098747931,-692.2339093388176,-843.7076630738203,-624.6730332920309
kmedoids_per_convex,10,6.241930819999999,5.9588498,6.0334631,4.0055803,3.1811654,4.1357842,19.23931946,16.774499,21.6980949,13.464359059999998,13.2161896,13.2716147,1.15101438,0.919204,1.0886189,44.10220402,40.125289499999994,46.0100342,0.10393701514777107,0.10393701514727835,0.10393701514820416,-308.0,-308.0,-308.0,-119.0,-119.0,-119.0,-427.0,-427.0,-427.0,-1247.562869148485,-1247.562869148485,-1247.562869148485,-106.01398048947928,-106.0139804894793,-106.0139804894793,-1353.5768496379644,-1353.5768496379644,-1353.5768496379644
kmedoids_per_convex,20,6.82460402,6.6929536,6.8250434,6.599616040000001,5.1389517,5.4410883,26.33802694,20.8267537,31.4578156,33.28027398,31.4453541,35.8712089,1.3201763,1.2446325,1.4110624,74.36269727999999,65.9738177,80.48239319999999,0.08258219793565548,0.08199534903153693,0.0853011652212975,-297.6,-318.0,-307.0,-119.0,-119.0,-119.0,-416.6,-437.0,-426.0,-1337.2842841473998,-1345.086000561949,-1325.6133252049367,-106.01398048958045,-106.01398048973216,-106.0139804894793,-1443.2982646369805,-1451.0999810516812,-1431.627305694416
kmedoids_per_convex,40,9.0383712,8.6579218,9.3090802,17.52223298,8.3825725,10.4436396,47.17552548,42.9013473,53.4105438,109.56003072000001,96.4716018,116.7179341,2.18609078,2.0828835,2.2588979,185.48225115999998,171.499659,199.0636213,0.05471092673496739,0.05272797109715788,0.05743833271211691,-68.8,-204.0,-70.0,-110.8,-117.0,-106.0,-179.6,-321.0,-176.0,-1178.381876312982,-1286.1743837494564,-1193.613078044063,-103.62356953107931,-105.3975421334793,-102.0071311754793,-1282.0054458440613,-1391.5719258829358,-1295.6202092195424
kmedoids_per_convex,60,10.39842108,10.3344616,10.5627396,12.310429200000002,8.8131173,14.2961219,55.26173606,50.7980493,62.5711643,187.31482538000003,164.8336882,190.7087502,3.52612054,2.956177,3.234954,268.81153226,252.8922202,282.99248570000003,0.03278189064807083,0.03167245374305353,0.034254738308868014,-130.4,-215.0,-58.0,-112.2,-117.0,-108.0,-242.6,-334.0,-175.0,-1140.3174897783279,-1275.1045041970438,-1086.8896930178898,-103.9820170194793,-105.3975421334793,-102.71489373147931,-1244.299506797807,-1381.118484686523,-1189.6045867493692
kmedoids_per_convex,80,11.01902582,10.7730781,11.0648925,13.88726662,11.1008346,16.5968505,63.17877088,62.126647,64.5816547,431.65226044,381.6222527,486.0166507,5.3951290400000005,3.7312206,6.4678688,525.1324527999999,474.53262470000004,577.3188925,0.023577082235021272,0.021868022542088018,0.02510995974243418,-53.8,-172.0,-29.0,-112.6,-118.0,-110.0,-166.4,-282.0,-131.0,-1088.3540804263303,-1135.6819083736184,-1024.9279309319777,-103.63498505607932,-105.5002818594793,-101.4820170194793,-1191.9890654824096,-1241.1821902330978,-1130.428212791457
kmedoids_per_convex,100,12.449949420000001,12.2893533,12.6055687,18.425453639999997,15.1618242,20.3258051,85.79988540000001,80.6016474,91.1311698,503.3883279,390.1706812,664.2730659,5.62566986,4.6093984,6.6021408,625.68928622,521.2224973,769.0546213,0.017570913549230526,0.017626130361417698,0.017875325215189086,111.4,-32.0,245.0,-108.0,-113.0,-101.0,3.4,-145.0,144.0,-841.3140756694409,-1034.5857006508525,-520.5604578800068,-100.8381814012793,-102.0071311754793,-98.3427476094793,-942.1522570707202,-1136.5928318263318,-617.2365388234861
kmedoids_per_convex,150,16.1876915,16.2149084,16.2489884,39.089861739999996,24.6048267,52.7880791,126.99546439999999,112.821628,128.9719648,668.8554670599999,634.557716,650.5621302,6.88972362,6.8760642,7.0184796,858.01820832,825.1112002,889.8836112999999,0.013455792603866437,0.013243926733793435,0.013899407770928096,41.0,-3.0,85.0,-106.6,-108.0,-105.0,-65.6,-108.0,-23.0,-785.2011528813089,-852.6304181083889,-740.5278400389882,-97.37014487027929,-100.18064715247931,-95.5801905314793,-882.5712977515883,-953.7699693718682,-838.7107702984675
