base_name,rp,time_to_cluster
kmedoids_cross_convex,10,7.636765
kmedoids_cross_convex,10,7.9990591
kmedoids_cross_convex,10,7.757281
kmedoids_cross_convex,10,7.3887275
kmedoids_cross_convex,10,8.0425507
kmedoids_cross_convex,20,10.5179049
kmedoids_cross_convex,20,10.8067605
kmedoids_cross_convex,20,10.6761604
kmedoids_cross_convex,20,10.5996038
kmedoids_cross_convex,20,11.5483416
kmedoids_cross_convex,40,17.1625553
kmedoids_cross_convex,40,17.6700859
kmedoids_cross_convex,40,17.6426116
kmedoids_cross_convex,40,17.0766697
kmedoids_cross_convex,40,17.3436591
kmedoids_cross_convex,60,22.8587552
kmedoids_cross_convex,60,24.3612571
kmedoids_cross_convex,60,24.1070224
kmedoids_cross_convex,60,23.7195845
kmedoids_cross_convex,60,24.6974205
kmedoids_cross_convex,80,29.4876032
kmedoids_cross_convex,80,29.8576766
kmedoids_cross_convex,80,30.4965526
kmedoids_cross_convex,80,29.674983
kmedoids_cross_convex,80,29.4247335
kmedoids_cross_convex,100,36.5228527
kmedoids_cross_convex,100,35.7394817
kmedoids_cross_convex,100,37.0536605
kmedoids_cross_convex,100,36.9139364
kmedoids_cross_convex,100,36.6580194
kmedoids_cross_convex,150,105.9497942
kmedoids_cross_convex,150,103.7396588
kmedoids_cross_convex,150,106.2278613
kmedoids_cross_convex,150,108.5704574
kmedoids_cross_convex,150,106.1302939
kmedoids_cross_convex,225,171.2208087
kmedoids_cross_convex,225,170.5379753
kmedoids_cross_convex,225,168.1188811
kmedoids_cross_convex,225,169.9412427
kmedoids_cross_convex,225,168.3679501
kmedoids_cross_convex,300,177.332742
kmedoids_cross_convex,300,176.2579771
kmedoids_cross_convex,300,174.58925
kmedoids_per_convex,10,7.4067906
kmedoids_per_convex,10,5.8478925
kmedoids_per_convex,10,6.0334631
kmedoids_per_convex,10,5.9588498
kmedoids_per_convex,10,5.9626581
kmedoids_per_convex,20,6.8250434
kmedoids_per_convex,20,7.191099
kmedoids_per_convex,20,6.6929536
kmedoids_per_convex,20,6.6225015
kmedoids_per_convex,20,6.7914226
kmedoids_per_convex,40,8.64286
kmedoids_per_convex,40,8.6579218
kmedoids_per_convex,40,9.3605422
kmedoids_per_convex,40,9.3090802
kmedoids_per_convex,40,9.2214518
kmedoids_per_convex,60,9.9056269
kmedoids_per_convex,60,10.7579932
kmedoids_per_convex,60,10.4312841
kmedoids_per_convex,60,10.5627396
kmedoids_per_convex,60,10.3344616
kmedoids_per_convex,80,11.8746311
kmedoids_per_convex,80,10.7730781
kmedoids_per_convex,80,11.0648925
kmedoids_per_convex,80,10.528251
kmedoids_per_convex,80,10.8542764
kmedoids_per_convex,100,12.6055687
kmedoids_per_convex,100,12.6202143
kmedoids_per_convex,100,12.2893533
kmedoids_per_convex,100,12.5946525
kmedoids_per_convex,100,12.1399583
kmedoids_per_convex,150,15.6099883
kmedoids_per_convex,150,16.2489884
kmedoids_per_convex,150,16.2149084
kmedoids_per_convex,150,16.2210063
kmedoids_per_convex,150,16.6435661
kmedoids_per_convex,225,21.1903543
kmedoids_per_convex,225,22.3035032
kmedoids_per_convex,225,22.7662642
kmedoids_per_convex,225,21.7855285
kmedoids_per_convex,225,20.7809534
kmedoids_per_convex,300,26.4830032
kmedoids_per_convex,300,26.2484897
kmedoids_per_convex,300,25.9625528
kmedoids_per_convex,300,25.5627567
kmedoids_per_convex,300,25.9797152
