id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.0752273452577443
2,wind,2030,false,0.4,,2.528898274416695
3,solar,2030,false,0.5,,2.7324504765690865
4,ocgt,2030,false,0.1,,1.63569510304999
5,wind_offshore,2030,false,0.4,,0.0
