base_name,rp,time_to_cluster_mean,time_to_cluster_q25,time_to_cluster_q75,time_to_read_mean,time_to_read_q25,time_to_read_q75,time_to_create_mean,time_to_create_q25,time_to_create_q75,time_to_solve_mean,time_to_solve_q25,time_to_solve_q75,time_to_save_mean,time_to_save_q25,time_to_save_q75,total_time_mean,total_time_q25,total_time_q75,rel_regret_mean,rel_regret_q25,rel_regret_q75,num_loss_of_load_e_demand_mean,num_loss_of_load_e_demand_q25,num_loss_of_load_e_demand_q75,loss_of_load_e_demand_mean,loss_of_load_e_demand_q25,loss_of_load_e_demand_q75
0_HourlyBenchmark,1,0.0,0.0,0.0,3.5732551,3.5732551,3.5732551,9.5365237,9.5365237,9.5365237,1.0159708,1.0159708,1.0159708,0.919334,0.919334,0.919334,15.0450836,15.0450836,15.0450836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kmeans_cross_dirac,2,0.5165558900000001,0.087556325,0.20269257499999999,0.26698161000000004,0.23519649999999998,0.2850687,0.8650802099999998,0.7371496,0.950621625,0.00240297,0.0022640250000000002,0.002647125,0.00571897,0.00546475,0.005845475,1.65673965,1.2130512249999998,1.4201661749999999,7.936810553488312,7.936810553488312,7.936810553488312,39.0,39.0,39.0,7.055931794262063,7.055931794262062,7.055931794262062
kmeans_cross_dirac,4,0.15906712,0.1077071,0.20667164999999998,0.28336766,0.272665575,0.299286325,0.8786496899999999,0.780439,0.9645103500000001,0.00230245,0.0021748,0.002431225,0.006217529999999999,0.005951975000000001,0.006432875,1.3296044500000002,1.220301925,1.456529525,4.445518156454543,4.278921644785861,4.610843152959844,26.8,26.0,27.75,4.053291584227879,3.909285945472268,4.196327771729458
kmeans_cross_dirac,6,0.15519101,0.09517075,0.22076959999999998,0.28026537,0.2637931,0.3015403,0.8441219099999999,0.7627309250000001,0.9163553,0.0025273400000000003,0.0022465750000000002,0.0025442250000000002,0.00626058,0.00564365,0.006390225,1.28836621,1.18534125,1.401049025,2.1917508445826557,1.4431973951487842,2.5502822634473943,16.5,12.5,18.0,2.085547773305051,1.4270720476979308,2.403684937880971
kmeans_cross_dirac,8,0.18323054,0.16020479999999998,0.20436859999999998,0.28409815000000005,0.25291215,0.30614372500000003,0.8413709899999999,0.76821745,0.898852175,0.00233345,0.00229665,0.002436125,0.0060367599999999995,0.0057289,0.006233375,1.3170698900000002,1.19595055,1.4251748250000003,1.2558848113882686,1.0502147194034803,1.468877093436419,10.6,9.25,12.0,1.2539652531400214,1.0727285069836274,1.450131048911436
kmeans_cross_dirac,10,0.13263509,0.09362765,0.16198785,0.29859467000000006,0.260277525,0.330207175,0.8471200299999999,0.7611638250000001,0.9223912249999999,0.00245416,0.0023020999999999996,0.00255585,0.0062713199999999995,0.006047975000000001,0.006418925000000001,1.2870752699999999,1.1925276500000002,1.40270095,0.9544647102932216,0.8071567788963635,1.1142496508814084,8.3,6.0,9.75,0.9743932626061099,0.8461425936685831,1.130913420881137
kmeans_cross_dirac,12,0.13781095999999998,0.09707177499999999,0.1466806,0.30558431,0.28868222499999996,0.32398839999999995,0.9065146800000001,0.822193875,0.9774748999999999,0.00224214,0.00204455,0.00240585,0.007153669999999999,0.0064617,0.007020125,1.35930576,1.2984254499999999,1.416811375,0.6914793971958884,0.3880567735868851,0.7147013293542333,6.6,4.25,5.75,0.7191377581337635,0.4328719599530065,0.7558910053389442
kmeans_cross_dirac,14,0.18860670000000002,0.17225015,0.219258575,0.3024181,0.2697239,0.32216659999999997,0.85910609,0.816571525,0.9039866000000001,0.00253591,0.0023762749999999997,0.002621825,0.006696459999999999,0.006447950000000001,0.006798925,1.3593632599999999,1.2789184999999998,1.4190877499999999,0.4445778699961941,0.29119281104180617,0.6561749525374634,4.4,4.0,5.0,0.4857494640248293,0.3334641765657242,0.6987039359023552
kmeans_cross_dirac,16,0.18986032,0.167605725,0.21206899999999998,0.28070406000000003,0.25686149999999996,0.2955974,0.8529929199999999,0.8055995250000001,0.9000105,0.0025218,0.0021333000000000003,0.0024833750000000003,0.00684248,0.00639025,0.00693525,1.3329215800000003,1.26693805,1.3950387750000002,0.3213451355988935,0.26835504037715924,0.359706123035747,3.9,4.0,4.0,0.36136307588909244,0.3097276588155292,0.4046737298163091
kmeans_cross_dirac,18,0.17628283000000003,0.155362325,0.21330707499999998,0.31512607,0.27961175,0.338382825,0.8719787999999999,0.83507295,0.91356045,0.00239237,0.0023423999999999997,0.0024788,0.00675297,0.006351925,0.007279525,1.37253304,1.305182775,1.4650474999999998,0.26675916080584317,0.12956431599406137,0.359706123035747,3.6,2.5,4.0,0.30603113689665895,0.1646053855590849,0.4046737298163091
kmeans_cross_dirac,20,0.19648785,0.150241275,0.2426223,0.30102175999999997,0.278704325,0.315136875,0.8737757399999999,0.792972775,0.9432760499999999,0.0026270899999999995,0.0025336,0.00271315,0.00689266,0.00655705,0.007180375,1.3808051000000001,1.315572775,1.450462725,0.18645939938318085,0.0637206945960384,0.26835504037715924,3.2,2.0,4.0,0.2231191427020244,0.09329452764075108,0.3097276588155292
