base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol_e,reduced_num_lol_h2,reduced_lol_e,reduced_lol_h2,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand
0_HourlyBenchmark,1,Xpress,0.0,109.702259,511.5343044,4680.945521,92.0314571,4.8620311032507324e8,OPTIMAL,0,0,0.0,0.0,34120200,23739823,0.0,0.0,,327,119,1361.735551368635,106.0139804895717
convex_cross,10,Xpress,123.9432728,2.46514,7.8692245,18.4718578,1.900696,5.859339530656357e8,OPTIMAL,11,37,10.861732932073679,17.340660398040733,410445,204798,761.4886681,5.3572635339138794e8,OPTIMAL,19,0,87.60636992716286,-1.6047163597932013e-10
convex_cross,20,Xpress,183.6959086,3.3418433,11.0516476,46.3710657,1.0636923,5.52646912378334e8,OPTIMAL,7,1,5.595099926595875,0.8234353261406285,563565,323598,598.0199772,5.308125523874588e8,OPTIMAL,20,0,90.0476450605903,-1.6047163597932013e-10
convex_cross,40,Xpress,295.160136,5.1644811,39.2648331,91.2603733,1.8859608,5.394097482690964e8,OPTIMAL,9,4,12.078568330989528,3.2667991772758818,869805,561198,633.9768693,5.241994042763443e8,OPTIMAL,19,0,85.82843487588497,9.239276010930553e-11
convex_cross,60,Xpress,470.7040958,8.1236586,50.094132,168.2791498,2.7717797,5.3197468780117035e8,OPTIMAL,11,5,12.259895989958451,3.7162398649919464,1176045,798798,634.7076676,5.223779939189682e8,OPTIMAL,19,0,88.20117809803635,9.239276010930553e-11
convex_cross,80,Xpress,322.8025371,10.8337317,42.8099129,220.6380092,6.4423429,5.267560163160782e8,OPTIMAL,66,72,113.86807973951103,72.95430866645808,1482285,1036398,644.0385371,5.181097463802872e8,OPTIMAL,24,0,59.17947362428896,9.239276010930553e-11
convex_cross,100,Xpress,471.5406789,18.1834036,47.3188298,303.7014223,4.6329818,5.2648836893052673e8,OPTIMAL,90,68,199.6123702708609,81.58304812871741,1788525,1273998,669.9383077,5.165393778167877e8,OPTIMAL,24,0,118.48718009832697,9.239276010930553e-11
convex_cross,150,Xpress,690.9295683,19.0305742,81.0251019,324.2005261,8.5211802,5.2064891994018555e8,OPTIMAL,149,85,331.32228656874224,82.41152421952572,2554125,1867998,653.8801633,5.134983506773834e8,OPTIMAL,67,0,248.78054842847524,9.239276010930553e-11
convex_cross,225,Xpress,1097.5334516,30.178195,129.626942,592.8467051,9.0688735,5.166383778602829e8,OPTIMAL,320,251,852.722049969818,187.7179804522509,3702525,2758998,599.0845133,5.100301002596741e8,OPTIMAL,323,3,283.80966575444006,0.9246575340923927
convex_cross,300,Xpress,1590.1897134,52.6217571,180.0235105,1335.7625705,60.8954571,5.135633565484543e8,OPTIMAL,462,351,1367.0223877312326,392.69565709936114,4850925,3649998,601.1550146,5.0520974852898407e8,OPTIMAL,317,7,357.67656315571475,2.0433789950923926
convex_per,10,Xpress,36.2913973,7.0443293,20.575408,24.0776712,0.9377773,1.29931223072921e9,OPTIMAL,48,82,256.0996878949152,409.39972942922066,410445,204798,432.5652201,5.878788098993034e8,OPTIMAL,4,0,10.204581030963155,9.239276010930553e-11
convex_per,20,Xpress,108.5841646,4.8354151,24.6335357,21.225628,1.2528841,5.80970066990097e8,OPTIMAL,13,37,16.275926738212643,12.720040041308883,563565,323598,582.392934,5.325566326040878e8,OPTIMAL,18,0,79.82219697793889,9.239276010930553e-11
convex_per,40,Xpress,120.5396059,13.5790893,48.8031313,59.5037317,1.9749853,5.542601099513626e8,OPTIMAL,14,38,16.586270792664493,11.565426361287875,869805,561198,550.9828634,5.2825902775727844e8,OPTIMAL,15,0,57.32162076949117,9.239276010930553e-11
convex_per,60,Xpress,152.2011715,11.3447825,47.5162484,85.6991543,2.8110635,5.438415860702667e8,OPTIMAL,19,31,20.204496112953187,10.011707111194129,1176045,798798,581.4382494,5.2512882058000946e8,OPTIMAL,18,0,79.84532855145018,9.239276010930553e-11
convex_per,80,Xpress,243.4911319,17.4379499,75.0146027,110.8223406,8.0455417,5.402722619041061e8,OPTIMAL,20,32,21.776004339031843,9.175991248176418,1482285,1036398,599.1580105,5.256148969793396e8,OPTIMAL,19,0,80.04290754991064,9.239276010930553e-11
convex_per,100,Xpress,312.7299121,16.257957,68.9690453,157.2859911,4.7186774,5.380023377269592e8,OPTIMAL,19,37,21.97277475331416,13.719042240289088,1788525,1273998,628.1835963,5.2410102200457764e8,OPTIMAL,10,0,17.22119690564282,9.239276010930553e-11
convex_per,150,Xpress,394.9919617,26.7386451,145.9219955,207.4905305,6.667034,5.324406953921356e8,OPTIMAL,67,116,124.27613669822303,44.34367201115688,2554125,1867998,595.9857476,5.196466469578018e8,OPTIMAL,77,0,65.04734487349212,9.239276010930553e-11
convex_per,225,Xpress,538.5371358,50.2818256,192.8967159,342.1144026,10.1350108,5.2279715570938873e8,OPTIMAL,173,192,420.6157285665425,118.0710709067709,3702525,2758998,618.4208019,5.1329130095544434e8,OPTIMAL,169,4,207.4726794591502,1.2328767120923927
convex_per,300,Xpress,636.1761139,54.9879229,209.6105372,514.7233608,18.3014635,5.1922169645602417e8,OPTIMAL,282,265,805.294822768639,206.57354449668577,4850925,3649998,633.013524,5.0884266667302704e8,OPTIMAL,202,11,205.98680892912202,3.3904109580923922
