base_name,rp,weight_first_period,weight_others
kmedoids_cross_dirac,4,0.0,365.0
kmedoids_cross_dirac,8,0.0,365.0
kmedoids_cross_dirac,12,0.0,365.0
kmedoids_cross_dirac,16,0.0,365.0
kmedoids_cross_dirac,20,0.0,365.0
kmedoids_cross_dirac,30,0.0,365.0
kmedoids_cross_dirac,45,0.0,365.0
kmedoids_cross_dirac,60,0.0,365.0
kmedoids_cross_dirac,90,0.0,365.0
kmedoids_cross_dirac,120,0.0,365.0
kmedoids_cross_dirac,180,0.0,365.0
