base_name,rp,weight_first_period,weight_others
convex_cross,4,97.68037340373215,267.31962659626777
convex_cross,8,68.4140545206159,296.5859454793841
convex_cross,12,44.59046039683844,320.4095396031616
convex_cross,16,34.71933080908755,330.2806691909124
convex_cross,20,31.2795015772504,333.7204984227496
convex_cross,30,17.619453282008596,347.3805467179915
convex_cross,45,15.38454558387124,349.6154544161287
convex_cross,60,13.104490159004015,351.895509840996
convex_cross,90,12.040532706909646,352.9594672930905
convex_cross,120,10.490735668735818,354.50926433126415
convex_cross,180,5.4342214692816695,359.5657785307184
conicalb_cross,4,61.29164665004575,259.6835052372258
conicalb_cross,8,48.03128022502901,285.94561312560364
conicalb_cross,12,25.65067234233102,309.73341135067824
conicalb_cross,16,18.870328085030046,322.5568365057443
conicalb_cross,20,17.285325835864896,328.0490162841683
conicalb_cross,30,14.617251070743468,332.3629915686609
conicalb_cross,45,14.392203868272185,334.91586088156055
conicalb_cross,60,13.852295303093511,336.65368070931487
conicalb_cross,90,10.74364872126573,343.55614873181787
conicalb_cross,120,8.509859856633197,347.184177838442
conicalb_cross,180,5.28790734402873,353.921519354535
