base_name,rp,weight_first_period,weight_others
kmedoids_cross_convex,4,54.773102648275405,310.2268973517246
kmedoids_cross_convex,8,20.783096735381285,344.21690326461874
kmedoids_cross_convex,12,16.372121163224122,348.62787883677584
kmedoids_cross_convex,16,14.86294839441392,350.13705160558607
kmedoids_cross_convex,20,7.33289746152406,357.66710253847594
kmedoids_cross_convex,30,7.540478999044704,357.4595210009553
kmedoids_cross_convex,45,6.60317186875074,358.39682813124926
kmedoids_cross_convex,60,5.220100996321973,359.77989900367794
kmedoids_cross_convex,90,3.3387972022692716,361.66120279773077
kmedoids_cross_convex,120,2.8277191429949062,362.1722808570051
kmedoids_cross_convex,180,2.2833597867385196,362.7166402132616
