id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.4247942123403097
2,wind,2030,false,0.4,,0.0
3,solar,2030,false,0.5,,0.35981780834662297
4,ocgt,2030,false,0.1,,0.006814444860467894
5,wind_offshore,2030,false,0.4,,0.0
