base_name,rp,time_to_cluster
kmedoids_cross_convex,4,1.1414246
kmedoids_cross_convex,4,1.240649
kmedoids_cross_convex,4,1.1942671
kmedoids_cross_convex,4,1.2413898
kmedoids_cross_convex,4,1.192267
kmedoids_cross_convex,4,1.2433715
kmedoids_cross_convex,4,1.3032542
kmedoids_cross_convex,4,1.2335423
kmedoids_cross_convex,4,1.2465092
kmedoids_cross_convex,4,1.1497692
kmedoids_cross_convex,8,1.3761968
kmedoids_cross_convex,8,1.3875874
kmedoids_cross_convex,8,1.3653984
kmedoids_cross_convex,8,1.4349079
kmedoids_cross_convex,8,1.3819392
kmedoids_cross_convex,8,1.3069939
kmedoids_cross_convex,8,1.3606322
kmedoids_cross_convex,8,1.2781188
kmedoids_cross_convex,8,1.3445019
kmedoids_cross_convex,8,1.3896606
kmedoids_cross_convex,12,1.430595
kmedoids_cross_convex,12,1.3860804
kmedoids_cross_convex,12,1.4162471
kmedoids_cross_convex,12,1.4496152
kmedoids_cross_convex,12,1.3894567
kmedoids_cross_convex,12,1.3533534
kmedoids_cross_convex,12,1.3569341
kmedoids_cross_convex,12,1.400023
kmedoids_cross_convex,12,1.3790593
kmedoids_cross_convex,12,1.3706683
kmedoids_cross_convex,16,1.4737971
kmedoids_cross_convex,16,1.4474054
kmedoids_cross_convex,16,1.5498668
kmedoids_cross_convex,16,1.4918758
kmedoids_cross_convex,16,1.4369336
kmedoids_cross_convex,16,1.4611934
kmedoids_cross_convex,16,1.4936616
kmedoids_cross_convex,16,1.5130656
kmedoids_cross_convex,16,1.4731317
kmedoids_cross_convex,16,1.4569784
kmedoids_cross_convex,20,1.5756782
kmedoids_cross_convex,20,1.5662107
kmedoids_cross_convex,20,1.5832804
kmedoids_cross_convex,20,1.5559984
kmedoids_cross_convex,20,1.5363446
kmedoids_cross_convex,20,1.5452711
kmedoids_cross_convex,20,1.5393023
kmedoids_cross_convex,20,1.5324184
kmedoids_cross_convex,20,1.5876366
kmedoids_cross_convex,20,1.5597993
kmedoids_cross_convex,30,1.8095473
kmedoids_cross_convex,30,1.7795139
kmedoids_cross_convex,30,1.8251883
kmedoids_cross_convex,30,1.7554984
kmedoids_cross_convex,30,1.7051075
kmedoids_cross_convex,30,1.8015443
kmedoids_cross_convex,30,1.8216806
kmedoids_cross_convex,30,1.8775769
kmedoids_cross_convex,30,1.7523292
kmedoids_cross_convex,30,1.8376325
kmedoids_cross_convex,45,2.2861069
kmedoids_cross_convex,45,2.2993529
kmedoids_cross_convex,45,2.3321733
kmedoids_cross_convex,45,2.2533046
kmedoids_cross_convex,45,2.2803054
kmedoids_cross_convex,45,2.3152854
kmedoids_cross_convex,45,2.2787824
kmedoids_cross_convex,45,2.3476561
kmedoids_cross_convex,45,2.314437
kmedoids_cross_convex,45,2.3043681
kmedoids_cross_convex,60,2.6094909
kmedoids_cross_convex,60,2.7062655
kmedoids_cross_convex,60,2.6978555
kmedoids_cross_convex,60,2.6193409
kmedoids_cross_convex,60,2.5883394
kmedoids_cross_convex,60,2.6850679
kmedoids_cross_convex,60,2.6521265
kmedoids_cross_convex,60,2.5788661
kmedoids_cross_convex,60,2.6452573
kmedoids_cross_convex,60,2.7324692
kmedoids_cross_convex,90,3.2906173
kmedoids_cross_convex,90,3.31587
kmedoids_cross_convex,90,3.4044447
kmedoids_cross_convex,90,3.3560168
kmedoids_cross_convex,90,3.3384123
kmedoids_cross_convex,90,3.2981806
kmedoids_cross_convex,90,3.3367381
kmedoids_cross_convex,90,3.3211083
kmedoids_cross_convex,90,3.3528287
kmedoids_cross_convex,90,3.3253119
kmedoids_cross_convex,120,6.5412548
kmedoids_cross_convex,120,6.6016081
kmedoids_cross_convex,120,6.5571126
kmedoids_cross_convex,120,6.5825527
kmedoids_cross_convex,120,6.5787106
kmedoids_cross_convex,120,6.4391969
kmedoids_cross_convex,120,6.5928577
kmedoids_cross_convex,120,6.41931
kmedoids_cross_convex,120,6.5112287
kmedoids_cross_convex,120,6.581686
kmedoids_cross_convex,180,6.0176237
kmedoids_cross_convex,180,5.9695535
kmedoids_cross_convex,180,6.1795053
kmedoids_cross_convex,180,5.9201719
kmedoids_cross_convex,180,6.0423254
kmedoids_cross_convex,180,6.0483956
kmedoids_cross_convex,180,5.9326668
kmedoids_cross_convex,180,6.0574068
kmedoids_cross_convex,180,5.9094832
kmedoids_cross_convex,180,6.1115272
