base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand
0_HourlyBenchmark,1,Gurobi,0.0,0.5447406,1.6572621,0.0216642,0.0170406,125.5790492775775,OPTIMAL,800,602,0.0,0.0,,1,0
kmeans_cross_convex,2,Gurobi,0.041978,0.5474052,2.0008301,0.0034363,0.0087423,73.0748114090736,OPTIMAL,8,8,0.0015609,910.7518266079104,OPTIMAL,53,0
kmeans_cross_convex,4,Gurobi,0.0728934,0.6590769,2.3326683,0.0026642,0.0113619,73.07514325439406,OPTIMAL,16,14,0.0012246,910.7518266079104,OPTIMAL,53,0
kmeans_cross_convex,6,Gurobi,0.5275726,0.5163279,1.9845143,0.0020675,0.0094112,89.80366599086939,OPTIMAL,24,20,0.0013393,398.38003335553003,OPTIMAL,22,0
kmeans_cross_convex,8,Gurobi,0.0738829,0.8139716,2.6354954,0.0026178,0.0122157,106.307434005328,OPTIMAL,32,26,0.0013227,178.31464375096186,OPTIMAL,11,0
kmeans_cross_convex,10,Gurobi,0.1872504,0.6275047,2.3245484,0.0028025,0.012174,101.9308966500403,OPTIMAL,40,32,0.0015063,218.52569356762973,OPTIMAL,13,0
kmeans_cross_convex,12,Gurobi,0.0745033,0.7365896,2.6057889,0.0036989,0.0114615,104.46722236925538,OPTIMAL,48,38,0.0011853,194.0884224570894,OPTIMAL,12,0
kmeans_cross_convex,14,Gurobi,0.1469916,0.5080377,2.0461729,0.0027224,0.0111024,106.10000410205019,OPTIMAL,56,44,0.0014613,180.01675218185198,OPTIMAL,11,0
kmeans_per_convex,2,Gurobi,0.022795,0.7054254,2.6522706,0.0018293,0.0096769,73.07480692162079,OPTIMAL,8,8,0.0020647,910.7518266079104,OPTIMAL,53,0
kmeans_per_convex,4,Gurobi,0.0529121,0.7757706,2.8258578,0.0025391,0.0114843,80.13660914026224,OPTIMAL,16,14,0.001338,635.1954149045648,OPTIMAL,35,0
kmeans_per_convex,6,Gurobi,0.0781319,0.7287081,3.2133884,0.0020593,0.0131915,94.80729329669076,OPTIMAL,24,20,0.0013405,312.15361377120485,OPTIMAL,20,0
kmeans_per_convex,8,Gurobi,0.2776298,0.5489201,2.0414981,0.0040258,0.009735,100.63642796945642,OPTIMAL,32,26,0.0012831,232.1229161008613,OPTIMAL,14,0
kmeans_per_convex,10,Gurobi,0.0763645,0.7986418,2.6365315,0.0027098,0.014039,107.47918381664616,OPTIMAL,40,32,0.001634,168.7015892380821,OPTIMAL,11,0
kmeans_per_convex,12,Gurobi,0.0719601,0.7923485,2.9138054,0.0020486,0.0124467,106.09942889260401,OPTIMAL,48,38,0.0012474,180.01675218185198,OPTIMAL,11,0
kmeans_per_convex,14,Gurobi,0.2044959,0.5215957,2.1586888,0.0025886,0.0103143,109.72914289410548,OPTIMAL,56,44,0.001173,155.38419982064735,OPTIMAL,7,0
kmedoids_cross_convex,2,Gurobi,0.0280534,0.6757491,2.6581839,0.0016604,0.0104996,73.69857003329713,OPTIMAL,8,8,0.0020283,879.9751121270297,OPTIMAL,50,0
kmedoids_cross_convex,4,Gurobi,0.0544659,0.8455953,3.1066784,0.0020293,0.0135155,73.69945348482663,OPTIMAL,16,14,0.0012696,879.9751121270297,OPTIMAL,50,0
kmedoids_cross_convex,6,Gurobi,0.078123,0.8189253,3.4962552,0.0021827,0.0125756,84.40632928513706,OPTIMAL,24,20,0.0014147,514.3004458335713,OPTIMAL,29,0
kmedoids_cross_convex,8,Gurobi,0.2370354,0.5302422,2.0632602,0.0019048,0.0098374,93.75593812463502,OPTIMAL,32,26,0.0012341,329.15405227715894,OPTIMAL,20,0
kmedoids_cross_convex,10,Gurobi,0.0675222,0.7495732,2.5803385,0.0021936,0.0108938,87.01559657867163,OPTIMAL,40,32,0.0013773,451.85448641104875,OPTIMAL,26,0
kmedoids_cross_convex,12,Gurobi,0.1480209,0.5126632,1.9580122,0.0020956,0.0101397,103.33681514322187,OPTIMAL,48,38,0.0013337,204.41267519949662,OPTIMAL,12,0
kmedoids_cross_convex,14,Gurobi,0.0766152,0.6919831,2.5023131,0.0021797,0.0109014,105.20197594076507,OPTIMAL,56,44,0.001309,187.37309135186618,OPTIMAL,11,0
kmedoids_per_convex,2,Gurobi,0.0224445,0.7323681,2.8044385,0.0023585,0.0102855,73.69857285291701,OPTIMAL,8,8,0.0013703,879.9751121270297,OPTIMAL,50,0
kmedoids_per_convex,4,Gurobi,0.0513479,0.8063573,3.1489316,0.0026288,0.0110114,79.44464981658179,OPTIMAL,16,14,0.0012958,656.6358260673044,OPTIMAL,35,0
kmedoids_per_convex,6,Gurobi,0.2264628,0.4896237,1.9410618,0.0020784,0.0103946,98.80219978126138,OPTIMAL,24,20,0.0015056,252.67850319669452,OPTIMAL,16,0
kmedoids_per_convex,8,Gurobi,0.0778991,0.6827906,2.4703687,0.0023595,0.010417,105.20370239172513,OPTIMAL,32,26,0.001218,187.37309135186618,OPTIMAL,11,0
kmedoids_per_convex,10,Gurobi,0.0702463,0.7760541,2.6961723,0.0023001,0.0112314,103.33577851787409,OPTIMAL,40,32,0.0013126,204.41267519949662,OPTIMAL,12,0
kmedoids_per_convex,12,Gurobi,0.2086751,0.5201366,1.9832425,0.0024464,0.0094566,115.56895028435429,OPTIMAL,48,38,0.0013464,135.06093183244113,OPTIMAL,4,0
kmedoids_per_convex,14,Gurobi,0.0634141,0.6748208,2.3534265,0.002659,0.0111218,105.20191502939015,OPTIMAL,56,44,0.0012678,187.37309135186618,OPTIMAL,11,0
