method,rp,num_lol_cross,num_lol_per,lol_cross,lol_per,num_lol_ratio_avg,lol_ratio_avg
convex,20,99.5,126.1,2.7853674719743333,3.5167481444260367,0.21094369547977793,0.20797072818846143
convex,40,54.7,71.9,1.4139167411324582,1.8543302429160842,0.239221140472879,0.23750543004197575
convex,60,46.9,35.3,1.1642103540714215,0.799749952530561,-0.32861189801699725,-0.4557179408234266
convex,80,27.0,19.1,0.6696096378368044,0.5085227212852119,-0.41361256544502606,-0.3167742753843336
convex,100,26.3,19.1,0.6613803529530007,0.5089374366030597,-0.37696335078534027,-0.2995317408116653
convex,150,19.5,17.2,0.3932510598670915,0.4842640837095031,-0.13372093023255818,0.18794089197209143
convex,300,11.8,13.3,0.20313956176405606,0.31077559430407203,0.11278195488721804,0.3463464780142989
convex,450,6.9,6.5,0.0880761132966287,0.09719245367449994,-0.06153846153846159,0.09379679217073886
conicalb,20,46.5,169.7,1.0361106006359788,7.037513845528539,0.7259870359457866,0.8527732060812502
conicalb,40,27.5,39.4,0.5754603304962808,0.9415567664150334,0.30203045685279184,0.3888203547330031
conicalb,60,27.8,19.5,0.5763033882116948,0.36031893373650903,-0.4256410256410257,-0.5994257704845704
conicalb,80,18.0,11.7,0.3772843229542433,0.2169049037141572,-0.5384615384615385,-0.739399693109005
conicalb,100,17.2,11.9,0.3678368861267538,0.21700839563142377,-0.4453781512605041,-0.6950352775820873
conicalb,150,17.2,8.8,0.36698914898372725,0.14061393809618283,-0.9545454545454543,-1.6099059165294063
conicalb,300,9.3,7.2,0.1323975508927911,0.09705877611651748,-0.29166666666666674,-0.364096645251842
conicalb,450,6.3,6.2,0.08197170183497896,0.08807008300280832,-0.016129032258064457,0.0692446397221506
