base_name,rp,time_to_cluster
convex_cross,4,1.1342505
convex_cross,8,1.3986377
convex_cross,12,1.5954647
convex_cross,16,1.7697442
convex_cross,20,1.990969
convex_cross,30,2.5208838
convex_cross,45,3.7444892
convex_cross,60,5.5386084
convex_cross,90,8.8723386
convex_cross,120,16.2839752
convex_cross,180,34.9141427
conicalb_cross,4,1.4669731
conicalb_cross,8,1.4379359
conicalb_cross,12,1.610874
conicalb_cross,16,1.7646023
conicalb_cross,20,2.0462667
conicalb_cross,30,2.5432104
conicalb_cross,45,3.6979185
conicalb_cross,60,5.6700263
conicalb_cross,90,10.1021838
conicalb_cross,120,16.8877076
conicalb_cross,180,34.5476722
