year,scenario,timestep,solar,wind_offshore,wind_onshore,demand
2030,0,1,0.0,0.5365918784379045,0.5835931474664543,0.5111071328135611
2030,0,2,0.0,0.5351633879843659,0.5746977373519713,0.5040091162501696
2030,0,3,0.0,0.6069161548470631,0.5574517239501475,0.4874929821745932
2030,0,4,0.0,0.7829278787311126,0.5588159414393222,0.46194751802221623
2030,0,5,0.0,0.8732608595499972,0.5647197858420997,0.4446182384620757
2030,0,6,0.0,0.9030635735204535,0.5851298289838353,0.4239997805486666
2030,0,7,0.0,0.9015762696399352,0.5921051689164363,0.42086472985658413
2030,0,8,0.0,0.9032667387110335,0.5968252706864309,0.4350830659426641
2030,0,9,0.01357329439942497,0.8773474426112393,0.6035899680948031,0.47838800343553217
2030,0,10,0.08855479483687931,0.8424031345038921,0.6106233089037195,0.507674832828709
2030,0,11,0.17439220017954699,0.6923516162655389,0.6013603139488587,0.5223053499577495
2030,0,12,0.2556302014029661,0.5605114400538977,0.6264095035457027,0.5372937591601467
2030,0,13,0.307748530211598,0.48703037136548766,0.645072622209269,0.5407897927871903
2030,0,14,0.32803086778146756,0.46212696008151305,0.6582664271565695,0.546016762257702
2030,0,15,0.31595703096391253,0.4441014967868489,0.6451681930917258,0.5441112636043737
2030,0,16,0.2500823890987578,0.41268028565145715,0.641331190102277,0.5299231113856511
2030,0,17,0.12512554607896684,0.37070417835631575,0.5909326368269535,0.5372173067046649
2030,0,18,0.0,0.32974000735029296,0.5506944650211192,0.5638824856349043
2030,0,19,0.0,0.3040393144456236,0.5206588247562878,0.5800857130598391
2030,0,20,0.0,0.2720759084112312,0.478218196730763,0.5887138907854642
2030,0,21,0.0,0.24027376722052904,0.45356164801226223,0.5952709639370901
2030,0,22,0.0,0.199396492837741,0.43723856872672645,0.5880680880619639
2030,0,23,0.0,0.12858796962400243,0.4505515830067329,0.5601530061703655
2030,0,24,0.0,0.10661991167844707,0.44126645071953774,0.5582603714863266
2030,0,25,0.0,0.1038588057084423,0.4263618511201533,0.5571393601189762
2030,0,26,0.0,0.10224077101071939,0.41500766272057027,0.5413855450240747
2030,0,27,0.0,0.0924132970719557,0.40781699477382577,0.5276435893067335
2030,0,28,0.0,0.08005991946305602,0.3998133564924172,0.5121233338271807
2030,0,29,0.0,0.06048018084914759,0.3855431480797333,0.5049537251511745
2030,0,30,0.0,0.04749749493760141,0.36310304256775133,0.4989273626369131
2030,0,31,0.0,0.05072131015990964,0.3534622196572899,0.5117168786219306
2030,0,32,0.0,0.039137734398677085,0.34940201318845876,0.5492930839360153
2030,0,33,0.07048676926627878,0.020702174942090004,0.34055524246908064,0.5943780958629873
2030,0,34,0.2789826348347438,0.011872337004323273,0.3284778914021708,0.627337437023674
2030,0,35,0.45531768579054793,0.02159601116157528,0.2998257485050396,0.6331704424446934
2030,0,36,0.5705237006441024,0.020944618033623304,0.33266481355754307,0.6402280422297453
2030,0,37,0.6117151149244536,0.0011166215640952355,0.34407163138365077,0.6314304864570278
2030,0,38,0.5957108558759537,0.0,0.3511086028024699,0.6306106766636065
2030,0,39,0.5127633973686899,0.0,0.35309172172876624,0.6105728581338946
2030,0,40,0.37567531239477925,0.0004552105369655835,0.362384218980273,0.6087210492130045
2030,0,41,0.19118830169652776,0.004109520559260754,0.3480025581094174,0.6124970802115625
2030,0,42,0.0,0.0068542757251868,0.3607755141888696,0.6307683599251657
2030,0,43,0.0,0.008806443133017145,0.3875754945364144,0.6600211982794568
2030,0,44,0.0,0.016395351102961298,0.38037409871737426,0.688747310167477
2030,0,45,0.0,0.03318137677443469,0.3461269189804548,0.6921209425256605
2030,0,46,0.0,0.050369921070817066,0.29344194673779944,0.6699761821125819
2030,0,47,0.0,0.070384942417818,0.2677580035280252,0.615227364220874
2030,0,48,0.0,0.06613169839971653,0.25459383080432046,0.5894213765803268
2030,0,49,0.0,0.07861599504246532,0.23488344612146334,0.5485930584936867
2030,0,50,0.0,0.10225445275825865,0.2097785138220293,0.5276492682362244
2030,0,51,0.0,0.0994979125476234,0.1885601772706582,0.5033982897971538
2030,0,52,0.0,0.0783135125722804,0.17882304500219742,0.49029390235628173
2030,0,53,0.0,0.06744135488107099,0.17473220521558094,0.49038885361567935
2030,0,54,0.0,0.05600913500371438,0.17175141466777905,0.48740589448107263
2030,0,55,0.0,0.0772404219153562,0.16477816591361721,0.4995292920517965
2030,0,56,0.0,0.1051403101188757,0.15952747408249937,0.5288093818762255
2030,0,57,0.06695202282763259,0.16597300239368712,0.15450177355153905,0.5667955854569734
2030,0,58,0.25527508877797567,0.2406422041573717,0.14186969126786125,0.6022368564377663
2030,0,59,0.41064624254296767,0.2994725034064917,0.14321215307513402,0.6097158611361599
2030,0,60,0.5137728419908998,0.4492964347629428,0.15329759317565686,0.6254195681214088
2030,0,61,0.5466992516396298,0.6135467371069309,0.14677091013489055,0.6274276538961342
2030,0,62,0.5195609369346715,0.6962985408313012,0.132970720889037,0.6185688765175196
2030,0,63,0.42021392098080274,0.5492559956063551,0.11519648106570571,0.5894675510141012
2030,0,64,0.2831247230671938,0.34945196705781517,0.10548747750742021,0.5773984223185427
2030,0,65,0.12983733677128675,0.2558734997695147,0.09463204587834151,0.5842079490739646
2030,0,66,0.0,0.29930423938694456,0.10976852359570602,0.6062351709123426
2030,0,67,0.0,0.32309597432760223,0.12612624683149715,0.64119355524662
2030,0,68,0.0,0.35629705972373704,0.13773544859645195,0.6579596512938628
2030,0,69,0.0,0.29865936966966233,0.14436328845445967,0.6619208320941116
2030,0,70,0.0,0.22453928146460322,0.15664910673164065,0.6416304114488725
2030,0,71,0.0,0.17253799893352045,0.18939618645038708,0.5835736296578347
2030,0,72,0.0,0.14239397193877237,0.1894415282165732,0.563474976569366
2030,0,73,0.0,0.2360651747013536,0.19428135806960653,0.5273660453016653
2030,0,74,0.0,0.17185748181723237,0.194558263840467,0.5055034013331261
2030,0,75,0.0,0.07336379965261129,0.2053779743631159,0.47814263604134893
2030,0,76,0.0,0.1086414183814568,0.208913765765687,0.46921515514845713
2030,0,77,0.0,0.20873275598007535,0.2215803238086124,0.45849479909840024
2030,0,78,0.0,0.26514567855406046,0.2367620805589837,0.45265129408003174
2030,0,79,0.0,0.36259339461564694,0.24564359194177088,0.4762480812337563
2030,0,80,0.0,0.7334535584041192,0.25441685247562873,0.512400501379611
2030,0,81,0.07388807425307344,0.8947176651837769,0.2652412343490082,0.5606715815827326
2030,0,82,0.2659523312813324,0.886272927663052,0.2657938801228415,0.5986551246669441
2030,0,83,0.4107472637893723,0.8904596212794066,0.26487080998618207,0.6099646481608579
2030,0,84,0.487621335273263,0.8293184397422833,0.2594095685265556,0.6152006823504903
2030,0,85,0.49670957500181023,0.7501148678942419,0.2713607635195929,0.6144377478763212
2030,0,86,0.44945403066880973,0.6904015386130158,0.298615295391545,0.6027604959528703
2030,0,87,0.36905305294048135,0.6200202079367222,0.32832666234406993,0.5740195302870245
2030,0,88,0.25052405508582265,0.5776510950099599,0.3208227192900308,0.5631574079101219
