year,scenario,timestep,solar,wind_offshore,wind_onshore,demand
2030,0,1,0.0,0.37035414392380467,0.563483066509078,0.5188610060379883
2030,0,2,0.0,0.3694361498745714,0.5583649892491219,0.5097507734411539
2030,0,3,0.0,0.42576262675531296,0.5450154248459171,0.4979647311283275
2030,0,4,0.0,0.538535038417429,0.5444259189648472,0.48917228301780774
2030,0,5,0.0,0.5944195261922006,0.5478100189242351,0.4834834627916938
2030,0,6,0.0,0.6246913384253371,0.5617279733618395,0.459557479139524
2030,0,7,0.0,0.6414406855304283,0.5655417775225406,0.4493814488412656
2030,0,8,0.0,0.6263278298088555,0.5709733513690751,0.4656675949724451
2030,0,9,0.00922008310582825,0.6090326382293498,0.5699020232346825,0.4932084029446898
2030,0,10,0.060673719749452536,0.5904929454172655,0.5620319977918997,0.5287625994336794
2030,0,11,0.12162627967868202,0.48940262571116816,0.557952521910882,0.5479477643815958
2030,0,12,0.17682094647491603,0.39580733823547315,0.5755291630246956,0.5450033372714337
2030,0,13,0.21382720728551535,0.3328949173295768,0.5929403979885063,0.5522280821701766
2030,0,14,0.2244183979977507,0.3179494668035952,0.5911857881529835,0.5567322894171229
2030,0,15,0.21366499608015768,0.3060982470819753,0.6026476845547624,0.5378687407565448
2030,0,16,0.16556125123465737,0.28680005078699244,0.5985073016628264,0.5324866812259299
2030,0,17,0.08307339625737102,0.2594370730960914,0.5601345316926961,0.5337378586621974
2030,0,18,0.0,0.2297375844486347,0.5340808477991033,0.5503454241643275
2030,0,19,0.0,0.21768671473930656,0.5134165257971274,0.5693109382889869
2030,0,20,0.0,0.1959431197070538,0.46723038960677926,0.5805784500875085
2030,0,21,0.0,0.17701676045577752,0.45682706203489587,0.5807849984658365
2030,0,22,0.0,0.14538614533892394,0.4413953641455173,0.570463657441854
2030,0,23,0.0,0.0939628424850289,0.4497677044355127,0.5387599146951649
2030,0,24,0.0,0.0780260288880399,0.4449906179979387,0.5206185082835925
2030,0,25,0.0,0.07366657196331544,0.43281452323698594,0.5137952052531801
2030,0,26,0.0,0.0713417460259095,0.41511547063946513,0.4892143843879502
2030,0,27,0.0,0.06543275762382685,0.4073320490739743,0.4861250617604526
2030,0,28,0.0,0.0567976670863952,0.40497667003986393,0.4717316454451332
2030,0,29,0.0,0.043292951562093604,0.39767941583119953,0.4729578535721937
2030,0,30,0.0,0.03332965951756149,0.3897103880926155,0.47980341522334247
2030,0,31,0.0,0.035643702381678,0.3814442837530373,0.5009459423966534
2030,0,32,0.0,0.027733276865055754,0.37503629083964174,0.5382356963892803
2030,0,33,0.04624196915666945,0.014827659897912524,0.37067573765393386,0.5693539352582349
2030,0,34,0.18599183926691515,0.008519943760327022,0.34830684588075644,0.5987015672074664
2030,0,35,0.3056143264607013,0.015525444359927159,0.3144745920599868,0.6117602508048287
2030,0,36,0.3882433492671202,0.015089584798999706,0.339817124439435,0.6299099642405598
2030,0,37,0.4271447989252129,0.0008090996547007231,0.34855250832495455,0.6269091350566782
2030,0,38,0.4159138677625745,0.0,0.35446835669384946,0.6191471648095788
2030,0,39,0.36066722194319567,0.0,0.3538245425291927,0.6106508782523631
2030,0,40,0.26084524766320755,0.0003155766103838382,0.3605086057921747,0.6017811734274231
2030,0,41,0.1299049737742817,0.0028333833982577845,0.3456195269116603,0.5944804088884017
2030,0,42,0.0,0.004651795436975479,0.3568626158966132,0.6148691989032311
2030,0,43,0.0,0.00608611768658184,0.378940788817413,0.6370746000262952
2030,0,44,0.0,0.011455003554885027,0.36817264974505665,0.6680537591096273
2030,0,45,0.0,0.023190103702042976,0.3402385950801357,0.6775663609960112
2030,0,46,0.0,0.035139255674251094,0.2872597188025311,0.6512957247808109
2030,0,47,0.0,0.05038703655427593,0.26003048386235245,0.6048737846910028
2030,0,48,0.0,0.04720459725597166,0.24635131555545642,0.5814368657096944
2030,0,49,0.0,0.05655181935354235,0.23147312198530182,0.5268608638670141
2030,0,50,0.0,0.07329694888577686,0.1997197241181973,0.5023768475134448
2030,0,51,0.0,0.07024666626307798,0.17908639837472495,0.4910813845865047
2030,0,52,0.0,0.055549828450345375,0.1715082792205711,0.4741384899548325
2030,0,53,0.0,0.048093818394198164,0.16709383537374284,0.4627181941915198
2030,0,54,0.0,0.03870581957441098,0.16508670171936407,0.46425867870812987
2030,0,55,0.0,0.05554597899400241,0.1606950544324613,0.4770177215909228
2030,0,56,0.0,0.07731490530315763,0.15579241709604458,0.5106780567838399
2030,0,57,0.0437342394537879,0.12243366223045589,0.14977689306945996,0.5566609638427318
2030,0,58,0.16960206902625552,0.1808336180749862,0.13670471910268944,0.5843311822860368
2030,0,59,0.2747532762596754,0.21890819134522058,0.13723076433059656,0.6018810706543529
2030,0,60,0.3425974190274506,0.3207841471099367,0.14873652636516263,0.5985561719080958
2030,0,61,0.36197455300847753,0.43533749038330405,0.1403494118657055,0.6000187465134827
2030,0,62,0.3445521888922341,0.4850553840488562,0.12771134051466354,0.5910421207655946
2030,0,63,0.27420059248089135,0.3865458127367998,0.10883573214092546,0.575036848547581
2030,0,64,0.18631308976543298,0.24505997900460894,0.10222574485952023,0.5605748510967712
2030,0,65,0.08501016328891525,0.17762565877937517,0.08952968842144536,0.5727542114200764
2030,0,66,0.0,0.2051508424601325,0.10485707600530424,0.5824587661834578
2030,0,67,0.0,0.21991726612981458,0.11975032335975924,0.6011391586611086
2030,0,68,0.0,0.24052463813083413,0.12887748173339497,0.6194312996626763
2030,0,69,0.0,0.20483502000355253,0.13676252747465736,0.6269694045278483
2030,0,70,0.0,0.15307762530743518,0.150302325182213,0.6058576469575012
2030,0,71,0.0,0.11985252498113409,0.1873121243533786,0.5654475579325682
2030,0,72,0.0,0.09933391939399586,0.1859540478890349,0.5470765626505288
2030,0,73,0.0,0.16523407235616802,0.19079199385639756,0.5121125732074585
2030,0,74,0.0,0.12018490241999043,0.18994010051217236,0.5023240411694423
2030,0,75,0.0,0.05143954147936113,0.1955219308732036,0.49115108965178245
2030,0,76,0.0,0.07861214827201228,0.19701698790228497,0.4735410618901112
2030,0,77,0.0,0.1507138133115245,0.2077659156154341,0.46263861044024357
2030,0,78,0.0,0.18948467790988374,0.22549596900532884,0.4554800037565328
2030,0,79,0.0,0.2610530391486141,0.23729666519740666,0.4678018464978409
2030,0,80,0.0,0.5233970751443374,0.24729797026347938,0.5013156346653505
2030,0,81,0.04968614492787358,0.6266331799230733,0.2579280002010028,0.5446807467985388
2030,0,82,0.1801327179264191,0.6240568610331717,0.26346575554765683,0.5788095250039474
2030,0,83,0.2768915725448512,0.6236163157507146,0.2634484336474663,0.5988341331488574
2030,0,84,0.32974616320626216,0.5803004797314026,0.25885404045054566,0.6002027055074732
2030,0,85,0.3443475735417249,0.5299874003290913,0.28010058645455765,0.6037515367273714
2030,0,86,0.3099115815225065,0.4724411271611485,0.31226987974998527,0.5982402346392549
2030,0,87,0.2529746654224074,0.4230853334941032,0.34091638852221523,0.5769362575166498
2030,0,88,0.17342526535757496,0.3982696382277573,0.33803925752531483,0.5685208859675216
2030,0,89,0.084413747731972,0.3447496597936792,0.30301174171561757,0.5623455616943028
2030,0,90,0.0,0.2839099441124549,0.308928783573873,0.579986615622747
