base_name,rp,time_to_cluster
convex_cross_dirac,4,0.9049874
convex_cross_dirac,8,1.1429005
convex_cross_dirac,12,1.3965289
convex_cross_dirac,16,1.5217266
convex_cross_dirac,20,1.6699381
convex_cross_dirac,30,2.0834172
convex_cross_dirac,45,2.9910836
convex_cross_dirac,60,4.713749
convex_cross_dirac,90,7.5949716
convex_cross_dirac,120,13.377268
convex_cross_dirac,180,46.8580386
conicalb_cross_dirac,4,1.1319544
conicalb_cross_dirac,8,1.2811671
conicalb_cross_dirac,12,1.3800704
conicalb_cross_dirac,16,1.5890462
conicalb_cross_dirac,20,1.7433791
conicalb_cross_dirac,30,2.1059718
conicalb_cross_dirac,45,3.0116343
conicalb_cross_dirac,60,4.7966661
conicalb_cross_dirac,90,9.3471806
conicalb_cross_dirac,120,14.3685422
conicalb_cross_dirac,180,44.5812724
