year,scenario,timestep,solar,wind_offshore,wind_onshore,demand,hydro_inflow
2030,0,1,0.0,0.5365918784379045,0.5835931474664543,0.5111071328135611,0.4822713481014649
2030,0,2,0.0,0.5351633879843659,0.5746977373519713,0.5040091162501696,0.4909636541774729
2030,0,3,0.0,0.6069161548470631,0.5574517239501475,0.4874929821745932,0.4941548709485596
2030,0,4,0.0,0.7829278787311126,0.5588159414393222,0.46194751802221623,0.5045370864979746
2030,0,5,0.0,0.8732608595499972,0.5647197858420997,0.4446182384620757,0.5044286854040156
2030,0,6,0.0,0.9030635735204535,0.5851298289838353,0.4239997805486666,0.5082380365003671
2030,0,7,0.0,0.9015762696399352,0.5921051689164363,0.42086472985658413,0.50735329188329
2030,0,8,0.0,0.9032667387110335,0.5968252706864309,0.4350830659426641,0.5097967845225869
2030,0,9,0.01357329439942497,0.8773474426112393,0.6035899680948031,0.47838800343553217,0.508882710664127
2030,0,10,0.08855479483687931,0.8424031345038921,0.6106233089037195,0.507674832828709,0.5091184219877007
2030,0,11,0.17439220017954699,0.6923516162655389,0.6013603139488587,0.5223053499577495,0.5106066404815123
2030,0,12,0.2556302014029661,0.5605114400538977,0.6264095035457027,0.5372937591601467,0.5014223673035313
2030,0,13,0.307748530211598,0.48703037136548766,0.645072622209269,0.5407897927871903,0.5074762686783214
2030,0,14,0.32803086778146756,0.46212696008151305,0.6582664271565695,0.546016762257702,0.502111209484134
2030,0,15,0.31595703096391253,0.4441014967868489,0.6451681930917258,0.5441112636043737,0.49749116482989963
2030,0,16,0.2500823890987578,0.41268028565145715,0.641331190102277,0.5299231113856511,0.4900196818850808
2030,0,17,0.12512554607896684,0.37070417835631575,0.5909326368269535,0.5372173067046649,0.49510528692318967
2030,0,18,0.0,0.32974000735029296,0.5506944650211192,0.5638824856349043,0.4928680154329532
2030,0,19,0.0,0.3040393144456236,0.5206588247562878,0.5800857130598391,0.4859403505854073
2030,0,20,0.0,0.2720759084112312,0.478218196730763,0.5887138907854642,0.48527964668307677
2030,0,21,0.0,0.24027376722052904,0.45356164801226223,0.5952709639370901,0.48148949177596245
2030,0,22,0.0,0.199396492837741,0.43723856872672645,0.5880680880619639,0.4821597022936266
2030,0,23,0.0,0.12858796962400243,0.4505515830067329,0.5601530061703655,0.4805372988041919
