year,scenario,timestep,solar,wind_offshore,wind_onshore,demand,hydro_inflow
2030,0,1,0.0,0.373829530659909,0.4057662664704348,0.5155985235063404,0.4771079015706103
2030,0,2,0.0,0.3786806768226543,0.4038026496718969,0.503537287970712,0.4815825342487829
2030,0,3,0.0,0.43744270583508277,0.40318673554046747,0.49427468628882404,0.47541325018963543
2030,0,4,0.0,0.5605303987781519,0.406128699692359,0.4841523391031799,0.4658148385622023
2030,0,5,0.0,0.6230816141900927,0.4148078950083179,0.4758960243368528,0.47161985179950394
2030,0,6,0.0,0.6562306631960282,0.43038745869334544,0.4543917659137323,0.47130025033108647
2030,0,7,0.0,0.6559179126735261,0.43406642268135237,0.45178768578784945,0.46620679659499337
2030,0,8,0.0,0.6330919377988705,0.43579849295543754,0.4753634373727371,0.467366503017172
2030,0,9,0.009927391271072675,0.6211360379101976,0.4360214577566502,0.5060549559581969,0.4631170601372525
2030,0,10,0.0636515248416416,0.5982985058937641,0.42745105873395034,0.534683743214674,0.45959133704038246
2030,0,11,0.12604687235048279,0.5080591303921644,0.4181941801641352,0.5515066408326114,0.4567342206585268
2030,0,12,0.18456192494230897,0.40949599657222874,0.43769885277544746,0.5545891514753303,0.46476514027826354
2030,0,13,0.22369297003275482,0.35167080915564086,0.4443201655051532,0.562856835680966,0.46060547900386645
2030,0,14,0.23743530142816094,0.335211105904776,0.4511142755278083,0.5591304260138557,0.4596594300669855
2030,0,15,0.22867115742039734,0.32578282218006394,0.45310728774764897,0.5457716745378632,0.45697572442105
2030,0,16,0.17687647339484447,0.3063068137657666,0.45170997126133416,0.5311016308204077,0.4613900243638242
2030,0,17,0.08782890398449077,0.28110835571578013,0.41384520687211895,0.5348704429394111,0.46242776808662334
2030,0,18,0.0,0.2512162512536271,0.3922362751172593,0.5527460646015636,0.45749179397401374
2030,0,19,0.0,0.23572886663780046,0.36790144077238335,0.5802182409072864,0.4566085785895575
2030,0,20,0.0,0.20882167680587863,0.34462474902726337,0.5991109658687347,0.4480867837635994
2030,0,21,0.0,0.1872074151908013,0.3303626068569328,0.6095793642693402,0.4463029789935016
2030,0,22,0.0,0.1561516374734755,0.315192986604417,0.5969836474795738,0.4445787131855889
2030,0,23,0.0,0.09871840804336118,0.3279431866852294,0.5607486256560823,0.450843843850416
