base_name,rp,time_to_cluster
convex_cross_dirac,10,5.6930604
convex_cross_dirac,20,6.6297543
convex_cross_dirac,40,9.7020166
convex_cross_dirac,60,15.5406138
convex_cross_dirac,80,20.4344249
convex_cross_dirac,100,26.4464755
convex_cross_dirac,150,50.2309848
convex_cross_dirac,225,95.5634678
convex_cross_dirac,300,145.4346144
convex_per_dirac,10,3.9329503
convex_per_dirac,20,4.8371703
convex_per_dirac,40,6.2148662
convex_per_dirac,60,7.504225
convex_per_dirac,80,8.6999192
convex_per_dirac,100,9.9386617
convex_per_dirac,150,12.8682423
convex_per_dirac,225,19.4932784
convex_per_dirac,300,27.2294184
