base_name,rp,solver,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol_e,reduced_num_lol_h2,reduced_lol_e,reduced_lol_h2,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,time_to_cluster
kmedoids_cross_dirac,4,Xpress,0.6077003,2.326099,2.9092118,0.2666766,4.0059004963368225e8,OPTIMAL,0,0,0.0,0.0,112713,64898,112.591821,2.9187338559024563e9,OPTIMAL,13932,9672,92587.32629612021,32483.153986359343,0.7518674
kmedoids_cross_dirac,4,Xpress,0.4979322,2.1427653,2.9060559,0.1988673,4.2642211872940826e8,OPTIMAL,0,0,0.0,0.0,112713,64898,72.0417389,2.325042834469291e9,OPTIMAL,7340,5243,68197.77164481254,27112.024417726512,0.7010758
kmedoids_cross_dirac,4,Xpress,0.525525,2.7504683,2.6709285,0.1948052,3.9714162346160126e8,OPTIMAL,0,0,0.0,0.0,112713,64898,83.1453195,3.1665848919734836e9,OPTIMAL,15090,5356,116535.20479344684,21229.08742836059,0.3894107
kmedoids_cross_dirac,4,Xpress,0.4923496,2.133267,2.8505941,0.1916639,3.875150006241913e8,OPTIMAL,0,0,0.0,0.0,112713,64898,83.0881902,3.7897218158605914e9,OPTIMAL,22597,7804,152295.02861375798,16840.286284901566,0.6890536
kmedoids_cross_dirac,4,Xpress,0.4765416,1.6387081,3.0505331,0.5848232,3.6863997642710114e8,OPTIMAL,0,0,0.0,0.0,112713,64898,66.5923311,6.996143376287378e9,OPTIMAL,34276,11484,297893.7449509186,32500.14058813517,0.3472144
kmedoids_cross_dirac,4,Xpress,0.5517448,2.8525351,2.8199011,0.2179658,3.610843843144455e8,OPTIMAL,0,0,0.0,0.0,112713,64898,65.4475618,9.585198298906837e9,OPTIMAL,48755,18346,412124.4637983289,48208.247934520405,0.3964945
kmedoids_cross_dirac,4,Xpress,0.5063463,1.8012592,3.3949922,0.1995054,3.698204666684723e8,OPTIMAL,0,0,0.0,0.0,112713,64898,68.3415538,8.42501775138702e9,OPTIMAL,41545,10401,378888.8440617601,23185.485647649253,0.6846188
kmedoids_cross_dirac,4,Xpress,0.5460972,2.3507834,3.0274804,0.2027093,4.272644629291229e8,OPTIMAL,0,0,0.0,0.0,112713,64898,70.235804,2.2802369559795275e9,OPTIMAL,13392,2568,88655.7858403899,4254.90813129596,0.3355999
kmedoids_cross_dirac,4,Xpress,0.5087011,2.7043142,3.0026956,0.2052157,3.9253175253868866e8,OPTIMAL,0,0,0.0,0.0,112713,64898,74.6447823,3.087733392361024e9,OPTIMAL,21113,4280,126894.80665384736,6953.52866258854,0.348853
kmedoids_cross_dirac,4,Xpress,0.4836237,2.2030146,3.1058241,0.24542,3.6576438453913116e8,OPTIMAL,0,0,0.0,0.0,112713,64898,66.7006204,7.503307461337822e9,OPTIMAL,38838,7046,340281.879391365,15474.00336932846,0.698301
kmedoids_cross_dirac,8,Xpress,0.7153198,2.7370659,6.9320473,0.7938744,4.416588313630905e8,OPTIMAL,0,0,0.0,2.1094237467877974e-15,173961,112418,83.2667689,8.855306818542585e8,OPTIMAL,4344,521,21292.513295646488,998.7061532890583,0.4170164
kmedoids_cross_dirac,8,Xpress,0.6924185,3.40975,15.5608726,0.3339337,4.227203357262726e8,OPTIMAL,0,0,0.0,-2.3314683517128287e-15,173961,112418,89.85414,1.0734330369457512e9,OPTIMAL,7971,1111,30828.175522603975,1536.2395584566689,0.7391589
