id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,0.9995755773047929
2,wind,2030,false,0.4,,3.4082233874433245
3,solar,2030,false,0.5,,1.9646435530500486
4,ocgt,2030,false,0.1,,3.1490356193940716
5,wind_offshore,2030,false,0.4,,0.0
