base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,penalty_tot_loss_of_load,investment_cost,operational_cost,investment_cost_storage,investment_cost_renewable,investment_cost_non_renewable,investment_cost_electrolyzer,non_renewable_capacity
0_HourlyBenchmark,1,Xpress,0.0,40.2133671,110.702204,388.2214332,16.3945029,4.541472096236191e8,OPTIMAL,6824040,4748143,0.0,0.0,,38,0,103.67570080004035,-3.6637359812630166e-15,2.0735140160008066e6,4.332296452506538e8,2.0917564480729498e7,1.2321828290281203e7,1.712434486116668e8,4.065466382790575e7,2.0900970452079993e8,284.1394641771362
kmedoids_cross_dirac,4,Xpress,0.523077,0.8105228,3.8972921,2.3182785,0.2592284,3.4271678355882263e8,OPTIMAL,112713,64898,176.1193927,1.6448468634396019e10,OPTIMAL,73536,43308,645828.1400256588,158795.68242868286,1.60924764490862e10,3.3970510529324985e8,1.6108763529089027e10,4.291218996153004e6,1.2312115440104935e8,3.2830273752473644e6,2.0900970452079993e8,36.09755131839331
kmedoids_cross_dirac,8,Xpress,0.5979927,1.0820502,5.0818741,5.7387599,0.3673958,4.26773630711586e8,OPTIMAL,173961,112418,113.2933244,8.484103496665192e8,OPTIMAL,3136,1901,14755.672028101175,5776.196080559788,4.10637362173218e8,3.9470435042148453e8,4.537059992469604e8,6.678807280908398e6,1.5066807628026283e8,2.8347762339513354e7,2.0900970452079993e8,232.1208837208774
kmedoids_cross_dirac,12,Xpress,1.56927,1.3828243,6.4336538,10.5054768,0.4849623,4.336157864696808e8,OPTIMAL,235209,159938,100.1758813,8.404490095350065e8,OPTIMAL,3398,940,18414.80874808176,2000.3604534241329,4.0830338403011477e8,4.0741564596077055e8,4.330333635743933e8,1.2651871536100464e7,1.6120456627099693e8,2.4549503632873215e7,2.0900970452079993e8,192.13921312466547
kmedoids_cross_dirac,16,Xpress,1.5759116,2.1035409,6.7925445,14.204648,0.6604566,4.3610272491147614e8,OPTIMAL,296457,207458,95.1346327,8.256646717987003e8,OPTIMAL,3268,733,18099.196009535248,1614.5254529851973,3.942744292504073e8,4.102696028212274e8,4.1539506897953176e8,1.1796508515057921e7,1.650135682556085e8,2.4449821529761158e7,2.0900970452079993e8,193.971774375256
kmedoids_cross_dirac,20,Xpress,2.5603329,2.2384987,17.5897158,18.5293518,0.7451011,4.4892256641243744e8,OPTIMAL,357705,254978,97.7402915,5.846439974890194e8,OPTIMAL,1800,517,6056.9184756361265,795.28573688776,1.370440842504779e8,4.3306632293656516e8,1.5157767455330873e8,1.2357597785301153e7,1.859266913801806e8,2.5772329250283353e7,2.0900970452079993e8,237.31240745466576
kmedoids_cross_dirac,30,Xpress,2.5707649,2.4704844,12.9900542,26.469475,1.2640938,4.506633524601822e8,OPTIMAL,510825,373778,93.8327502,5.2321471683404636e8,OPTIMAL,796,149,3557.753396325249,260.59502767862125,7.636696848007737e7,4.302953054537018e8,9.291941138485575e7,1.0445130930150054e7,1.8228062484076262e8,2.8559845161988955e7,2.0900970452079993e8,250.64539232141064
kmedoids_cross_dirac,45,Xpress,3.7442327,4.4465651,33.2738977,29.8582459,1.7779167,4.4949368130488586e8,OPTIMAL,740505,551978,94.3775003,5.274601370349703e8,OPTIMAL,875,148,3840.378712469431,187.59723178653664,8.055951888511965e7,4.30549720245362e8,9.691041679366265e7,1.1311232783475768e7,1.822808903917183e8,2.7947892549368087e7,2.0900970452079993e8,246.87953873040777
kmedoids_cross_dirac,60,Xpress,4.9022867,5.7138666,30.2254384,51.1016049,2.2988847,4.3536401840599823e8,OPTIMAL,970185,730178,118.0166807,5.603736205100088e8,OPTIMAL,1277,235,6228.312268215692,373.1084158732365,1.3202841368177885e8,4.050239254191863e8,1.5534969509231222e8,9.7100352367923e6,1.6291852615188003e8,2.3385659509714056e7,2.0900970452079993e8,237.9025447658792
kmedoids_cross_dirac,90,Xpress,4.8722183,10.1899603,42.3259002,63.5605331,15.5766463,4.4735878294140625e8,OPTIMAL,1429545,1086578,94.6574306,5.1508934445504665e8,OPTIMAL,735,107,3490.661125942248,128.95578342801466,7.239233818740527e7,4.254145742122615e8,8.967477024511547e7,1.0148973918490198e7,1.7985264391846782e8,2.6403251854503363e7,2.0900970452079993e8,257.4882300474038
kmedoids_cross_dirac,120,Xpress,8.2261993,13.3928956,54.4442979,85.6177639,18.1747438,4.440437620434418e8,OPTIMAL,1888905,1442978,96.4335213,5.151946038830471e8,OPTIMAL,709,105,3497.921274537787,129.23337091046687,7.254309290896508e7,4.2508712316443294e8,9.01074807207136e7,1.0393808612887602e7,1.7937530566736946e8,2.6308304363375787e7,2.0900970452079993e8,256.4887827723767
kmedoids_cross_dirac,180,Xpress,16.2968796,21.4862745,103.4393559,120.4653089,8.0612159,4.502349777383728e8,OPTIMAL,2807625,2155778,92.6998379,4.7460908405792904e8,OPTIMAL,348,66,1348.6881102778943,72.31406896611898,2.842004358488017e7,4.253478022762396e8,4.926128178364999e7,1.255020566506014e7,1.6802386970357367e8,3.576402238680563e7,2.0900970452079993e8,292.2555350583784
