base_name,rp,time_to_cluster_mean,time_to_cluster_q25,time_to_cluster_q75,time_to_read_mean,time_to_read_q25,time_to_read_q75,time_to_create_mean,time_to_create_q25,time_to_create_q75,time_to_solve_mean,time_to_solve_q25,time_to_solve_q75,time_to_save_mean,time_to_save_q25,time_to_save_q75,total_time_mean,total_time_q25,total_time_q75,rel_regret_mean,rel_regret_q25,rel_regret_q75,num_loss_of_load_e_demand_mean,num_loss_of_load_e_demand_q25,num_loss_of_load_e_demand_q75,num_loss_of_load_h2_demand_mean,num_loss_of_load_h2_demand_q25,num_loss_of_load_h2_demand_q75
0_HourlyBenchmark,1,0.0,0.0,0.0,19.9445016,19.9445016,19.9445016,87.6011603,87.6011603,87.6011603,378.920652,378.920652,378.920652,23.8066066,23.8066066,23.8066066,510.27292050000005,510.27292050000005,510.27292050000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kmedoids_cross_convex,4,6.149985839999999,3.72681935,7.886505575,0.60119726,0.5071609,0.549055775,2.73214088,2.3666353499999997,2.8998675249999994,4.308919939999999,4.23509625,4.27766845,0.21982600000000002,0.20753397499999998,0.22123175,14.012069919999998,11.158680425,16.263436625,0.27351245810997427,0.27351245810997693,0.27351245810997693,-38.0,-38.0,-38.0,0.0,0.0,0.0
kmedoids_cross_convex,8,3.8051746100000003,3.27237945,4.298867124999999,0.75627145,0.720597775,0.762091875,3.7778655299999997,3.5184851249999998,4.055300075,10.932797909999998,10.567395925,11.2860351,0.34782487000000006,0.3312717,0.35590347499999997,19.61993437,19.04920415,20.294714325,0.25798030592783305,0.25788801043373205,0.26132826386307517,-38.0,-38.0,-38.0,0.0,0.0,0.0
kmedoids_cross_convex,12,4.53553941,4.025915575,5.0087829,0.9414964600000001,0.9348887499999999,0.9629475000000001,5.11614534,4.9963384,5.273896575,20.63589497,20.170788950000002,20.7935261,0.52336879,0.46416575000000004,0.500460225,31.752444969999992,30.9400299,32.631588975,0.2297997849830767,0.23238116724017868,0.24196548978889798,-27.0,-38.0,-38.0,6.1,0.0,0.0
kmedoids_cross_convex,16,5.914145920000001,4.468858275,5.42317165,1.1610176200000002,1.1252286,1.201327875,6.283464479999999,6.048797250000001,6.597961025,29.296783589999997,28.147171725,29.600376575,0.63912622,0.593305175,0.6069061499999999,43.29453783,41.331733650000004,44.527916675,0.21402414763141003,0.21498474321021385,0.23281880050927603,-21.9,-38.0,-29.0,0.8,0.0,1.5
kmedoids_cross_convex,20,7.43699485,4.995115275,6.7510324,1.4050235599999998,1.3726398999999998,1.41882035,7.44514399,7.146753599999999,7.60821395,44.488314499999994,41.576471025000004,44.93070765,1.5638797699999998,0.71511905,0.77375485,62.33935667000001,57.1596598,67.32590429999999,0.11917437712225958,0.08643269607828319,0.12209340276470443,29.7,-8.75,60.25,13.2,2.0,12.75
kmedoids_cross_convex,30,10.69847063,6.63492715,15.676503975,1.9624033500000002,1.88771895,2.0301725000000004,10.05987749,9.37719095,10.569721524999999,73.11269803999998,69.93552505000001,75.62015652500001,1.1560415999999998,1.093426875,1.150130525,96.98949110999999,94.220232925,100.438084625,0.06490434648431673,0.04357442847565396,0.08315069442240401,37.3,18.5,60.25,11.1,4.5,16.5
kmedoids_cross_convex,45,10.665437039999999,8.189372225,10.49778495,2.9688735399999997,2.689428525,3.0817340750000004,16.58763845,14.439920825,15.681321325,112.58047121999998,106.7585,113.74156037499999,2.06428322,1.6490765749999998,2.229316775,144.86670347,139.5963722,146.72876695000002,0.03243155455726524,0.02587597517824495,0.03700900676632199,13.1,-11.5,40.25,8.0,1.0,9.75
kmedoids_cross_convex,60,11.696547659999998,10.228364424999999,13.327351975000001,4.41809912,3.9437966749999998,4.7637189499999995,22.51799174,20.16029755,21.757413550000003,153.35083128,147.62334272500001,159.7438892,3.9075368900000003,2.9150877250000002,3.084297125,195.89100668999998,191.37120975,200.44917365000003,0.029356676602343097,0.018934294730762365,0.03314472257338154,26.4,3.0,24.75,9.0,1.5,14.5
kmedoids_cross_convex,90,17.503387999999998,14.3237971,20.175945225,7.2840715099999995,6.7918981249999995,7.8352425750000005,35.283831129999996,32.672727975,36.52376905,245.92147050000003,232.49856035,251.503719475,9.47475306,4.286734324999999,14.857901824999999,315.4675142,299.93606532499996,325.195205375,0.022955209763741196,0.018187400767611224,0.027867900727504093,32.8,5.5,52.75,3.1,0.25,6.0
kmedoids_cross_convex,120,36.10871913,33.73985715,38.404329625,11.433148489999999,10.824139925,11.630012675,67.48156971,65.08298335,72.57188395,276.98255265,263.61609949999996,289.09073955,5.65856127,5.668339675,5.78613815,397.66455125000005,383.70168897499997,415.198842,0.020318361994657332,0.018595673146220272,0.02064161850470783,23.7,19.0,29.25,1.1,0.0,2.0
kmedoids_cross_convex,180,53.74780681,50.105348324999994,55.912864,21.393165829999997,20.896369,23.199304499999997,114.45896163,103.47860117500001,122.850208025,333.36121622,316.12696,337.1354583,9.897214470000002,8.509234325,8.706006275,532.85836496,508.41806947500004,537.7026667,0.016602958928461038,0.015480929383028284,0.018162407553770063,20.3,7.25,34.5,0.6,0.0,1.0
