base_name,rp,solver,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol_e,reduced_num_lol_h2,reduced_lol_e,reduced_lol_h2,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,time_to_cluster
convex_cross,10,Xpress,6.1580672,20.0351428,14.6628806,2.6997573,5.607344226156387e8,OPTIMAL,82,59,179.93746645142878,79.91116401949914,410445,204798,802.3411558,5.231290880409279e8,OPTIMAL,33,0,247.57725201699193,9.239276010930553e-11,9.8925604
convex_cross,20,Xpress,8.4282103,24.8202879,35.2364123,1.1394199,5.46541304308548e8,OPTIMAL,462,381,1436.574781859842,515.5330961747236,563565,323598,585.8296311,5.086411235019455e8,OPTIMAL,181,4,159.70300536765768,1.8493150680923929,12.3063746
convex_cross,40,Xpress,15.3493232,50.9908017,90.1608057,2.178899,5.2188456145575714e8,OPTIMAL,1832,1911,27259.66407526547,12857.888060619485,869805,561198,637.9492704,4.964225058362427e8,OPTIMAL,175,1,308.18023823553074,0.5136986300923928,19.5854516
convex_cross,60,Xpress,19.94248,65.4748729,193.6593626,2.8840332,5.176262492136612e8,OPTIMAL,2463,2899,50423.04072457636,23588.579449646437,1176045,798798,681.7862472,4.9658743982042694e8,OPTIMAL,238,3,287.334761385633,1.8150684940923902,27.2419482
convex_cross,80,Xpress,9.4068769,61.8407402,300.7926045,3.6724028,5.1474788532686615e8,OPTIMAL,2838,3407,61274.611447953845,29372.922770398673,1482285,1036398,660.9532494,4.946125279753494e8,OPTIMAL,175,7,174.4766566685567,3.4360730600923906,35.7544062
convex_cross,100,Xpress,12.9260097,51.8370482,318.6348193,4.1446979,5.1290436205659485e8,OPTIMAL,2901,3434,61197.53257883897,29487.71005055578,1788525,1273998,637.2438285,4.9413671628913116e8,OPTIMAL,334,6,233.130742489092,1.7808219180923928,45.0105103
convex_cross,150,Xpress,29.5722504,79.2012541,430.7607066,8.9978993,5.083617412493973e8,OPTIMAL,2819,3421,61299.84337249008,29424.076178490497,2554125,1867998,632.4108909,4.9300387551233673e8,OPTIMAL,186,7,190.46751937819624,3.664383562092391,85.670862
convex_cross,225,Xpress,39.7121611,121.0882754,632.2799823,12.3581082,5.0475272368336487e8,OPTIMAL,2829,3400,61356.02721219177,29368.52055817616,3702525,2758998,652.2900932,4.923771033516617e8,OPTIMAL,187,7,220.66293723685794,4.80593607409239,137.0912368
convex_per,10,Xpress,2.0322075,6.8288293,12.5584599,1.7010825,1.2059056715149765e9,OPTIMAL,50,77,272.9203273768582,383.04015109632314,410445,204798,714.8055363,5.817016639050255e8,OPTIMAL,5,0,18.601171561355642,9.239276010930553e-11,12.7297251
convex_per,20,Xpress,3.4670529,19.3773067,18.6670968,1.0433236,5.756347647281418e8,OPTIMAL,14,4,23.735903944565802,1.3892034536679732,563565,323598,615.8524813,5.222093519022827e8,OPTIMAL,6,0,9.6285684413958,9.239276010930553e-11,12.9861385
convex_per,40,Xpress,4.9668352,21.6689237,52.6937214,3.9295964,5.52197458606041e8,OPTIMAL,113,80,223.3924315761313,55.39722465826648,869805,561198,631.4084687,5.159454972761307e8,OPTIMAL,12,0,20.576415308058134,9.239276010930553e-11,14.5187825
convex_per,60,Xpress,7.9382385,27.9020932,94.5467575,2.4645446,5.407097380254059e8,OPTIMAL,362,275,1103.9456411365843,233.38239864959465,1176045,798798,597.0229999,5.0711280942237854e8,OPTIMAL,70,0,56.04959048084379,9.239276010930553e-11,17.0433439
convex_per,80,Xpress,9.333963,69.7677539,110.463054,3.6169591,5.3040382233102417e8,OPTIMAL,773,526,2873.231968214929,766.5048121534128,1482285,1036398,626.7268139,4.992188556337662e8,OPTIMAL,76,2,133.55127575052435,0.8219178080923928,18.3861607
convex_per,100,Xpress,10.4214858,63.0258432,139.9381907,3.9655908,5.2539270519621277e8,OPTIMAL,1706,1696,25747.234407987064,12279.260550671457,1788525,1273998,644.4797203,4.973853978531952e8,OPTIMAL,92,2,128.53005786310388,2.579908676092393,20.3827357
convex_per,150,Xpress,14.901184,78.9797865,233.4483507,6.1553118,5.1160541760243225e8,OPTIMAL,2515,2919,49793.96242560344,23884.854644559615,2554125,1867998,666.4563138,4.934698090156174e8,OPTIMAL,230,6,268.914791474566,3.013698630092393,24.5772367
convex_per,225,Xpress,24.957673,135.3455855,741.798269,53.4737719,5.067787893419647e8,OPTIMAL,2237,2409,38378.98249511909,18094.564065181803,3702525,2758998,650.4900651,4.928040794741211e8,OPTIMAL,163,4,208.07229231610805,1.6438356160923928,33.0184888
convex_per,300,Xpress,55.6748454,227.5159158,734.1123575,13.1846159,5.038420401952133e8,OPTIMAL,2563,2914,50115.661704996826,23701.194584111952,4850925,3649998,891.268043,4.916926569058151e8,OPTIMAL,249,16,397.35798471636656,8.013698634092389,40.5452014
0_HourlyBenchmark,1,Xpress,109.702259,511.5343044,4680.945521,92.0314571,4.8620311032507324e8,OPTIMAL,0,0,0.0,0.0,34120200,23739823,0.0,0.0,,327,119,1361.735551368635,106.0139804895717,
