base_name,rp,time_to_cluster
kmedoids_cross_dirac,4,0.7518674
kmedoids_cross_dirac,4,0.7010758
kmedoids_cross_dirac,4,0.3894107
kmedoids_cross_dirac,4,0.6890536
kmedoids_cross_dirac,4,0.3472144
kmedoids_cross_dirac,4,0.3964945
kmedoids_cross_dirac,4,0.6846188
kmedoids_cross_dirac,4,0.3355999
kmedoids_cross_dirac,4,0.348853
kmedoids_cross_dirac,4,0.698301
kmedoids_cross_dirac,8,0.4170164
kmedoids_cross_dirac,8,0.7391589
kmedoids_cross_dirac,8,0.424478
kmedoids_cross_dirac,8,0.714893
kmedoids_cross_dirac,8,0.3782904
kmedoids_cross_dirac,8,0.403213
kmedoids_cross_dirac,8,0.7322565
kmedoids_cross_dirac,8,0.3836099
kmedoids_cross_dirac,8,0.4194846
kmedoids_cross_dirac,8,0.7094927
kmedoids_cross_dirac,12,0.4759589
kmedoids_cross_dirac,12,0.7417372
kmedoids_cross_dirac,12,0.4846908
kmedoids_cross_dirac,12,0.7571246
kmedoids_cross_dirac,12,0.460879
kmedoids_cross_dirac,12,0.7339827
kmedoids_cross_dirac,12,0.4565208
kmedoids_cross_dirac,12,0.7303213
kmedoids_cross_dirac,12,0.4617721
kmedoids_cross_dirac,12,0.7326011
kmedoids_cross_dirac,16,0.4896543
kmedoids_cross_dirac,16,0.7748696
kmedoids_cross_dirac,16,0.4755969
kmedoids_cross_dirac,16,0.7620844
kmedoids_cross_dirac,16,0.5125475
kmedoids_cross_dirac,16,0.7699695
kmedoids_cross_dirac,16,0.4984902
kmedoids_cross_dirac,16,0.7763086
kmedoids_cross_dirac,16,0.4827813
kmedoids_cross_dirac,16,0.8144347
kmedoids_cross_dirac,20,0.8324099
kmedoids_cross_dirac,20,0.8479221
kmedoids_cross_dirac,20,0.9078036
kmedoids_cross_dirac,20,0.8498575
kmedoids_cross_dirac,20,0.8555495
kmedoids_cross_dirac,20,0.8622934
kmedoids_cross_dirac,20,0.8727169
kmedoids_cross_dirac,20,0.8412452
kmedoids_cross_dirac,20,0.8421057
kmedoids_cross_dirac,20,0.858778
kmedoids_cross_dirac,30,0.9189312
kmedoids_cross_dirac,30,0.9260403
kmedoids_cross_dirac,30,0.8892301
kmedoids_cross_dirac,30,0.8791047
kmedoids_cross_dirac,30,0.8873961
kmedoids_cross_dirac,30,0.8873947
kmedoids_cross_dirac,30,0.8799441
kmedoids_cross_dirac,30,0.8752599
kmedoids_cross_dirac,30,0.8925065
kmedoids_cross_dirac,30,0.9109786
kmedoids_cross_dirac,45,1.0851315
kmedoids_cross_dirac,45,1.03986
kmedoids_cross_dirac,45,1.0817152
kmedoids_cross_dirac,45,1.0597999
kmedoids_cross_dirac,45,1.1222235
kmedoids_cross_dirac,45,1.0968402
kmedoids_cross_dirac,45,1.0658333
kmedoids_cross_dirac,45,1.0635886
kmedoids_cross_dirac,45,1.0611464
kmedoids_cross_dirac,45,1.0574006
kmedoids_cross_dirac,60,1.1903424
kmedoids_cross_dirac,60,1.1895978
kmedoids_cross_dirac,60,1.2003354
kmedoids_cross_dirac,60,1.1915271
kmedoids_cross_dirac,60,1.2138464
kmedoids_cross_dirac,60,1.2144557
kmedoids_cross_dirac,60,1.1987662
kmedoids_cross_dirac,60,1.2528964
kmedoids_cross_dirac,60,1.2270102
kmedoids_cross_dirac,60,1.1747235
kmedoids_cross_dirac,90,1.3660107
kmedoids_cross_dirac,90,1.30657
kmedoids_cross_dirac,90,1.3330961
kmedoids_cross_dirac,90,1.4054179
kmedoids_cross_dirac,90,1.3860593
kmedoids_cross_dirac,90,1.3896581
kmedoids_cross_dirac,90,1.3847715
kmedoids_cross_dirac,90,1.3471709
kmedoids_cross_dirac,90,1.419301
kmedoids_cross_dirac,90,1.4228498
kmedoids_cross_dirac,120,1.6110936
kmedoids_cross_dirac,120,1.6080617
kmedoids_cross_dirac,120,1.5633935
kmedoids_cross_dirac,120,1.5388327
kmedoids_cross_dirac,120,1.5830778
kmedoids_cross_dirac,120,1.5624334
kmedoids_cross_dirac,120,1.5670589
kmedoids_cross_dirac,120,1.5304015
kmedoids_cross_dirac,120,1.5813247
kmedoids_cross_dirac,120,1.5410293
kmedoids_cross_dirac,180,1.8001662
kmedoids_cross_dirac,180,1.7725288
kmedoids_cross_dirac,180,1.7885016
kmedoids_cross_dirac,180,1.8088646
kmedoids_cross_dirac,180,1.7770071
kmedoids_cross_dirac,180,1.748485
kmedoids_cross_dirac,180,1.7496604
kmedoids_cross_dirac,180,1.8402569
kmedoids_cross_dirac,180,1.7469503
kmedoids_cross_dirac,180,1.7915821
