id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.0093974720694143
2,wind,2030,false,0.4,,1.6321298384073157
3,solar,2030,false,0.5,,0.821779019709768
4,ocgt,2030,false,0.1,,1.4504055379189729
5,wind_offshore,2030,false,0.4,,0.8645787722522216
6,battery,2030,false,0.05,,1.8451971437192638
