id,asset,year,rep_period,time_block_start,time_block_end,solution
1,battery,2030,1,1,1,0.0848834143738498
2,battery,2030,1,2,2,0.0848834143738498
3,battery,2030,1,3,3,0.0848834143738498
4,battery,2030,1,4,4,0.0848834143738498
5,battery,2030,1,5,5,0.0848834143738498
6,battery,2030,1,6,6,0.11511658562615021
7,battery,2030,1,7,7,0.11511658562615021
8,battery,2030,1,8,8,0.11511658562615021
9,battery,2030,1,9,9,0.11511658562615021
10,battery,2030,1,10,10,0.11511658562615021
11,battery,2030,1,11,11,0.2
12,battery,2030,1,12,12,0.2
13,battery,2030,1,13,13,0.2
14,battery,2030,1,14,14,0.2
15,battery,2030,1,15,15,0.2
16,battery,2030,1,16,16,0.2
17,battery,2030,1,17,17,0.2
18,battery,2030,1,18,18,0.2
19,battery,2030,1,19,19,0.2
20,battery,2030,1,20,20,0.10594635526443237
21,battery,2030,1,21,21,0.05222800812854595
22,battery,2030,1,22,22,0.0
23,battery,2030,1,23,23,0.0
24,battery,2030,1,24,24,0.0
25,battery,2030,2,1,1,0.0
26,battery,2030,2,2,2,0.0
27,battery,2030,2,3,3,0.0
28,battery,2030,2,4,4,0.0
29,battery,2030,2,5,5,0.0
30,battery,2030,2,6,6,0.0
31,battery,2030,2,7,7,0.0
32,battery,2030,2,8,8,0.0
33,battery,2030,2,9,9,0.0
34,battery,2030,2,10,10,0.0
35,battery,2030,2,11,11,0.0
36,battery,2030,2,12,12,0.0
37,battery,2030,2,13,13,0.0
38,battery,2030,2,14,14,0.0
39,battery,2030,2,15,15,0.0
40,battery,2030,2,16,16,0.0
41,battery,2030,2,17,17,0.0
42,battery,2030,2,18,18,0.0
43,battery,2030,2,19,19,0.0
44,battery,2030,2,20,20,0.0
45,battery,2030,2,21,21,0.0
46,battery,2030,2,22,22,0.0
47,battery,2030,2,23,23,0.0
48,battery,2030,2,24,24,0.0
49,battery,2030,3,1,1,0.0848834143738498
50,battery,2030,3,2,2,0.0848834143738498
51,battery,2030,3,3,3,0.0848834143738498
