base_name,rp,time_to_cluster_mean,time_to_cluster_q25,time_to_cluster_q75,time_to_read_mean,time_to_read_q25,time_to_read_q75,time_to_create_mean,time_to_create_q25,time_to_create_q75,time_to_solve_mean,time_to_solve_q25,time_to_solve_q75,time_to_save_mean,time_to_save_q25,time_to_save_q75,total_time_mean,total_time_q25,total_time_q75,rel_regret_mean,rel_regret_q25,rel_regret_q75,num_loss_of_load_e_demand_mean,num_loss_of_load_e_demand_q25,num_loss_of_load_e_demand_q75,num_loss_of_load_h2_demand_mean,num_loss_of_load_h2_demand_q25,num_loss_of_load_h2_demand_q75
0_HourlyBenchmark,1,0.0,0.0,0.0,19.9530712,19.9530712,19.9530712,89.2981572,89.2981572,89.2981572,385.8605008,385.8605008,385.8605008,16.9729375,16.9729375,16.9729375,512.0846667000001,512.0846667000001,512.0846667000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kmedoids_cross_convex,4,1.2953591799999997,0.720745025,1.28598015,0.53250408,0.4867667,0.535034725,1.8123599300000002,1.694532525,1.84064265,2.4363690099999995,2.3895448249999998,2.452132175,1.7903500700000001,0.1905539,0.5279471,7.866942270000001,5.570186874999999,9.334279525,2.9566176737470706,1.371445412588436,2.095605374167524,9378.2,4116.25,6060.25,3265.4,1089.25,3761.25
kmedoids_cross_convex,8,0.97031208,0.8284845249999999,0.905656475,0.65117011,0.647980625,0.6632398749999999,4.33596195,2.761992225,3.0457308750000003,6.59161254,6.349973350000001,6.8792956499999995,0.32400079000000004,0.317911025,0.32910474999999995,12.873057470000001,11.196819674999999,12.068515975,3.7217138766675624,0.9846475748175207,5.033011499630007,12411.7,4358.75,17416.25,3325.9,956.75,4638.75
kmedoids_cross_convex,12,1.0225000100000001,0.89158265,0.960283625,0.90138187,0.879055825,0.923409475,4.56112184,3.66358795,4.102472125,11.57827244,11.058690775,11.983241275000001,0.57368558,0.4596203,0.46820779999999995,18.636961739999997,17.260599675,19.093138975000002,3.2438772623373837,1.0273504052161524,4.145924702946923,10994.8,4644.0,13990.25,2126.8,768.75,2852.5
kmedoids_cross_convex,16,1.15117831,1.061421525,1.202747625,1.15299095,1.1166988500000001,1.188542725,5.0713219,4.5123579000000005,5.375781849999999,16.892381059999998,16.34054805,17.60657785,1.46222039,0.5703551499999999,0.588105275,25.730092609999996,24.149155949999997,25.3294757,2.0755565130597446,0.5297072352961298,3.312551537306112,7652.0,2430.0,10355.75,1257.7,304.5,1714.25
kmedoids_cross_convex,20,1.25416412,1.10420805,1.365297775,1.3231330099999998,1.30174,1.3435999,5.86541302,5.685005475,6.0618859249999995,20.81251527,19.86831865,21.480163275,1.00681302,0.7222189499999999,1.42652855,30.262038439999998,29.546487825,30.947743374999998,1.0479863629307942,0.31037064501191425,1.0351503498217403,4258.1,2006.25,4065.5,616.4,180.75,586.5
kmedoids_cross_convex,30,1.68973925,1.580660525,1.78582725,1.90421354,1.8407771,1.9612702499999999,9.72181257,7.930907699999999,8.4845087,32.13739514,30.511612575,32.532222524999995,1.4502061,1.086146525,1.717359375,46.9033666,43.3561601,48.540895625000005,0.5892339138964692,0.13274057051498517,0.507056954395364,2512.9,815.5,2824.75,378.1,104.0,463.75
kmedoids_cross_convex,45,4.10110107,2.229820325,2.450863525,2.8177328399999997,2.6708917,2.8450140250000002,13.21927168,12.695659,13.813246925,42.45972866999999,39.721912675,44.502237799999996,1.9453349,1.6832153,2.330458825,64.54316916000002,60.71373775000001,65.174074275,0.1923108269700901,0.09308683058940138,0.19700547804572285,1057.4,575.25,1112.5,165.3,85.75,154.0
kmedoids_cross_convex,60,5.31989368,3.271295475,4.043184549999999,4.256417909999999,4.014360075,4.61729975,24.223949819999994,19.93281705,28.295823149999997,53.171417280000014,48.10291165,56.408600875000005,2.83266804,2.433535175,2.997713525,89.80434672999999,88.701525025,92.22986747499999,0.19879809037627988,0.06995222983291312,0.2457012755122043,1056.2,495.75,1275.5,152.6,61.75,207.25
kmedoids_cross_convex,90,4.4351626600000005,4.0538742249999995,4.798598725,6.669408540000001,6.608995475,6.9890129750000005,32.354180160000006,31.54842425,33.318217625,69.45629067,63.161298925,76.360075825,4.457094080000001,4.337535675,4.5871641,117.37213611,111.73412535,123.963306275,0.14135478078023608,0.06710915066986842,0.16294472822438405,723.4,381.75,811.5,120.7,65.25,98.75
kmedoids_cross_convex,120,9.69290584,9.181013499999999,10.0491007,11.18595685,10.2857932,12.095217900000002,63.88250957,61.239736074999996,69.73131262499999,93.24356699,87.37544255,96.2124868,5.63396516,5.68882725,5.846825749999999,183.63890441000004,177.60308505,185.46696607500002,0.08745087545366258,0.05901880845768391,0.11817419494423187,543.9,388.5,774.75,92.5,59.5,111.25
kmedoids_cross_convex,180,19.270226140000002,15.536029875,21.402413675000002,20.74365937,19.8762288,22.400866500000003,113.45213623,103.423028125,122.767211925,145.35613256,136.208920125,152.2442883,8.37719178,8.215963575,8.7955548,307.19934608,290.61433769999996,320.4490566,0.05624446696912673,0.03902845815456881,0.060394432499124656,385.5,315.5,411.5,56.8,38.25,57.75
