base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,penalty_tot_loss_of_load,investment_cost,operational_cost,investment_cost_storage,investment_cost_renewable,investment_cost_non_renewable,investment_cost_electrolyzer,non_renewable_capacity
0_HourlyBenchmark,1,Xpress,0.0,110.415919,509.1730272,4643.7921208,95.2450314,4.8620311032507324e8,OPTIMAL,34120200,23739823,0.0,0.0,,65.4,23.8,272.347110273727,21.202796097914337,1.1741996254865646e6,4.338613713621266e8,9.830037135915015e6,6.076090770516418e6,1.501761940498679e8,7.17909358429493e7,2.0900970452079993e8,429.70613101088315
convex_cross,10,Xpress,154.9694649,2.1871855,20.4278071,45.3396568,3.882487,5.644846752908783e8,OPTIMAL,410445,204798,749.25937,5.2794285352246094e8,OPTIMAL,5.0,0.0,39.91661385448822,1.8478552021861105e-11,159666.4554179677,4.924755764773323e8,5.979423308723549e6,1.0051511861926937e7,1.948801759016171e8,8.410434515341365e7,2.0900970452079993e8,499.70825274971725
convex_cross,20,Xpress,262.7418279,4.627599,47.8755025,138.2411288,1.3932029,5.468791489918365e8,OPTIMAL,563565,323598,610.8198578,5.074865805528488e8,OPTIMAL,37.2,1.0,34.11329060102737,0.47260273961847854,138343.57336251577,4.578845408154461e8,9.294747256701283e6,5.860342632961188e6,1.58218467365591e8,8.792433039174649e7,2.0900970452079993e8,498.6366653120191
convex_cross,40,Xpress,423.6765379,8.3991977,49.2116327,435.062039,1.9737527,5.1993976775697327e8,OPTIMAL,869805,561198,639.4554391,4.9491619188557434e8,OPTIMAL,40.8,0.2,75.19052976624562,0.10273972601847856,301173.0779689824,4.3957111159747726e8,9.991532754119894e6,1.0397124168948526e7,1.432983312331137e8,8.225336879948312e7,2.0900970452079993e8,446.6072716770259
convex_cross,60,Xpress,783.2319888,12.3690604,58.9519137,848.3851935,2.7190378,5.153889329981842e8,OPTIMAL,1176045,798798,741.7343496,4.953631811944275e8,OPTIMAL,47.4,1.0,55.200052438575746,0.5273972604184781,222909.79879590945,4.438461836628752e8,9.17574007171848e6,1.0870036147326276e7,1.482030047322144e8,8.140173599119481e7,2.0900970452079993e8,434.4175757664869
convex_cross,80,Xpress,832.8384178,13.5721955,56.1690527,872.8289228,3.9150676,5.122430916151657e8,OPTIMAL,1482285,1036398,653.7106955,4.9395888107546234e8,OPTIMAL,38.8,1.2,42.572754367699595,0.5662100458184781,172555.8576540048,4.4286892185354525e8,9.0493911122003e6,1.1133917597541718e7,1.470845516138051e8,8.148375230976263e7,2.0900970452079993e8,434.8610583830736
convex_cross,100,Xpress,1026.3380381,19.4328864,73.8961414,1192.0801592,4.8810427,5.107163816204376e8,OPTIMAL,1788525,1273998,642.713561,4.941122317200012e8,OPTIMAL,90.2,2.4,76.42739962193777,0.885844749218478,309252.97748455126,4.4088597786725867e8,9.32206821223953e6,1.2463828275510736e7,1.4453727127334887e8,8.149108714922675e7,2.0900970452079993e8,433.55373350406035
convex_cross,150,Xpress,1502.7999692,24.0917984,118.331275,2372.8805045,9.3099851,5.066007304163971e8,OPTIMAL,2554125,1867998,690.04488,4.926007687796097e8,OPTIMAL,43.0,2.2,56.18254491983119,1.481735160218478,230657.12032012473,4.4123800628401905e8,9.034461959324863e6,1.171530167313883e7,1.4520770013546687e8,8.149575319157359e7,2.0900970452079993e8,433.6993459071723
convex_cross,225,Xpress,2536.8426036,54.228546,162.0194958,4981.8714697,13.6067358,5.0371249739105225e8,OPTIMAL,3702525,2758998,670.4655366,4.9209659518083954e8,OPTIMAL,43.4,2.4,58.42650845918904,1.255707763218478,238728.86488955602,4.405785909001641e8,9.03592894250724e6,1.1887186438621067e7,1.4454010714327186e8,8.147995292651275e7,2.0900970452079993e8,433.29961656511665
convex_cross,300,Xpress,1082.8603997,34.313223,188.6770206,7588.1713257,16.272868,5.02158507655969e8,OPTIMAL,4850925,3649998,914.1938412,4.921728199693146e8,OPTIMAL,53.6,3.2,77.05053197612726,1.849315068818478,315599.3881797091,4.41016651118371e8,8.855187528005157e6,1.2819968734124038e7,1.4505709239521596e8,8.101011722455454e7,2.0900970452079993e8,429.9559800226781
