base_name,rp,time_to_cluster_mean,time_to_cluster_q25,time_to_cluster_q75,time_to_read_mean,time_to_read_q25,time_to_read_q75,time_to_create_mean,time_to_create_q25,time_to_create_q75,time_to_solve_mean,time_to_solve_q25,time_to_solve_q75,time_to_save_mean,time_to_save_q25,time_to_save_q75,total_time_mean,total_time_q25,total_time_q75,rel_regret_mean,rel_regret_q25,rel_regret_q75,num_loss_of_load_e_demand_mean,num_loss_of_load_e_demand_q25,num_loss_of_load_e_demand_q75,num_loss_of_load_h2_demand_mean,num_loss_of_load_h2_demand_q25,num_loss_of_load_h2_demand_q75,total_steps_loss_of_load_mean,total_steps_loss_of_load_q25,total_steps_loss_of_load_q75,loss_of_load_e_demand_mean,loss_of_load_e_demand_q25,loss_of_load_e_demand_q75,loss_of_load_h2_demand_mean,loss_of_load_h2_demand_q25,loss_of_load_h2_demand_q75,total_lol_mean,total_lol_q25,total_lol_q75
kmedoids_cross_convex,10,6.53409848,6.1925831,6.8304274,4.3968703,2.812292,5.3194714,12.90038428,9.0806227,13.3382008,21.073080479999998,13.9759113,14.4163921,1.12011764,0.7541883,0.9741553,46.024551179999996,36.4618472,51.295341900000004,0.09323845598031723,0.09048690915968104,0.09725613889887957,-307.2,-314.0,-302.0,-119.0,-119.0,-119.0,-426.2,-433.0,-421.0,-1262.2413253338123,-1322.0530927391019,-1258.2175366353006,-106.01398048952987,-106.01398048960573,-106.0139804894793,-1368.2553058233423,-1428.0670732285812,-1364.2315171247799
kmedoids_cross_convex,20,7.702571880000001,7.5084789,7.9279359,4.35871914,3.9454979,4.5803028,18.32759044,18.0874794,18.9557668,39.2412422,38.7553992,40.0729053,1.2553616799999998,1.1523856,1.3457494,70.88548534,69.5790294,73.13487690000001,0.07950351960075196,0.07795626569686358,0.08069601968034602,-304.8,-309.0,-302.0,-119.0,-119.0,-119.0,-423.8,-428.0,-421.0,-1263.4440346150598,-1299.170711046566,-1240.4055198410326,-106.01398048947928,-106.0139804894793,-106.0139804894793,-1369.4580151045393,-1405.1846915360454,-1346.419500330512
kmedoids_cross_convex,40,11.84818976,11.8100758,11.9618167,6.94793478,6.7129646,7.3179827,27.736884099999997,26.2109843,28.2490674,107.61636519999999,101.9946635,110.8924662,3.3584352600000003,2.1411625,4.0976655,157.5078091,155.7568443,162.7176925,0.0730403860157665,0.07239237244810322,0.07635351998023679,-294.6,-297.0,-296.0,-118.6,-119.0,-119.0,-413.2,-416.0,-415.0,-1217.2249844937135,-1230.6916983210515,-1224.497605989638,-105.1874964710793,-106.0139804894793,-106.0139804894793,-1322.4124809647924,-1336.7056788105308,-1326.3791663871173
kmedoids_cross_convex,60,15.1646323,15.0953191,15.2929245,9.52895514,9.8419687,10.2400721,38.52945648,31.906443,45.5085716,175.87914668000002,163.80171,185.5106371,3.8463339000000003,2.7174848,3.1317965,242.94852450000002,228.99230010000002,263.5138079,0.07131203815842584,0.06916426693571168,0.07399290087104896,-290.2,-298.0,-284.0,-119.0,-119.0,-119.0,-409.2,-417.0,-403.0,-1208.3806314167978,-1247.7952805316402,-1217.3656436093956,-106.01398048947928,-106.0139804894793,-106.0139804894793,-1314.394611906277,-1353.8092610211195,-1323.379624098875
kmedoids_cross_convex,80,19.21043038,19.1155668,19.4303719,13.565371619999999,11.5482519,12.8997518,53.54911278000001,48.1193383,60.3848995,241.2764209,241.1103373,247.1832226,4.05097006,3.3694982,3.7955722,331.65230574000003,323.2629925,342.9733839,0.07015217763160558,0.07082707717872107,0.07475293798371782,-294.6,-305.0,-289.0,-118.8,-119.0,-119.0,-413.4,-424.0,-408.0,-1223.5668184191968,-1284.5733423662057,-1180.8379379563276,-105.6007384802793,-106.0139804894793,-106.0139804894793,-1329.167556899476,-1390.587322855685,-1286.8519184458069
kmedoids_cross_convex,100,23.04060076,22.9926413,23.225254,14.48989994,13.3705367,15.1179946,65.6211249,59.7054121,66.8356522,296.73859261999996,288.5483548,300.4466949,5.84521782,4.1985482,8.0640698,405.7354360400001,389.98302160000003,419.3150669,0.06799084189238275,0.06863486171719078,0.07075472506411871,-289.2,-299.0,-288.0,-118.8,-119.0,-119.0,-408.0,-418.0,-407.0,-1238.692664221362,-1304.4661950250959,-1217.163196923841,-105.6007384802793,-106.0139804894793,-106.0139804894793,-1344.2934027016413,-1410.4801755145752,-1323.1771774133204
kmedoids_cross_convex,150,86.56498604000001,85.3208229,87.3927406,23.401847460000003,20.98698,23.0321033,102.52040072,97.1515478,113.9969585,372.44906532,363.2395936,399.6198658,8.304644139999999,7.0041296,8.950851,593.2409436800001,576.1488380999999,611.1273644,0.06372168469699661,0.05998847962673138,0.06570158524653048,-277.6,-299.0,-260.0,-118.4,-119.0,-118.0,-396.0,-417.0,-379.0,-1197.9233557625873,-1312.1993367232135,-1091.171610951065,-104.77425446187931,-106.0139804894793,-103.9477704434793,-1302.6976102244666,-1416.1471071666929,-1197.1855914405444
kmedoids_cross_convex,225,92.04710094,91.390896,93.260328,44.81462492,39.6654932,44.2372003,193.98891102000002,164.1520143,224.6392803,563.23059562,559.7245022,574.5538466,21.12431172,13.3239675,14.2109872,915.2055442200001,882.8011726,945.6608512,0.05736566523679861,0.057003848371580484,0.05850850525979932,-259.2,-293.0,-241.0,-118.6,-119.0,-119.0,-377.8,-410.0,-360.0,-1168.6714207758143,-1295.9289525504594,-1092.1850508809198,-105.8906928182793,-106.0139804894793,-106.0139804894793,-1274.5621135940937,-1401.3264946839386,-1198.199031370399
kmedoids_cross_convex,300,128.7188196333333,126.9179513,132.3076448,63.05350123333334,62.3109643,64.50668995000001,320.3011532,292.3220703,355.2696082,1006.9676826666667,846.3548256500001,1138.60189155,16.362133500000002,15.59482955,17.70329805,1535.4032902333336,1406.48006415,1662.32055465,0.05716676509578943,0.05662656140875574,0.058101268925235865,-278.6666666666667,-284.0,-274.0,-118.66666666666667,-119.0,-118.5,-397.3333333333333,-402.5,-392.5,-1175.5924775883466,-1205.6394550663458,-1120.5169940964033,-105.91124076347928,-106.0139804894793,-105.85987090047931,-1281.503718351826,-1311.4993259668252,-1226.5309745858826
kmedoids_per_convex,10,5.63210244,5.3323039,5.4702596,3.96356306,3.0061128,4.1680668,11.8740104,10.1782604,11.9124014,12.84680656,10.0434321,15.3093696,1.03461912,0.8188402,0.9455383,35.35110158,30.3739438,40.07493110000001,0.10185455285376092,0.10185455285362284,0.10185455285379545,-311.0,-311.0,-311.0,-119.0,-119.0,-119.0,-430.0,-430.0,-430.0,-1303.1367959158024,-1303.1367959158024,-1303.1367959158024,-106.01398048947928,-106.0139804894793,-106.0139804894793,-1409.1507764052817,-1409.1507764052817,-1409.1507764052817
