base_name,rp,n_experiment,time_to_cluster_mean,time_to_read_mean,time_to_create_mean,time_to_solve_mean,time_to_save_mean,total_time_mean,rel_regret_mean,num_loss_of_load_e_demand_mean,loss_of_load_e_demand_mean
0_HourlyBenchmark,1,1,0.0,7.6458142,20.5813798,19.8727176,4.2749618,52.3748734,0.0,0.0,0.0
kmedoids_cross_dirac,20,1,1.77607326,0.26175074,0.6262120400000001,0.02665506,0.019341779999999996,2.71003288,50.179463766440975,1792.8,95.25433829731166
kmedoids_cross_dirac,40,1,1.48633906,0.32391519999999996,0.79979858,0.06562972,0.03599668,2.7116792399999996,13.948565434589744,733.4,26.50776602175556
kmedoids_cross_dirac,60,1,1.2784601600000003,0.36745126,0.9191483399999999,0.09262300000000001,0.05062976,2.7083125200000002,6.135624782808963,381.2,11.677823812419673
kmedoids_cross_dirac,80,1,1.76833952,0.41581953999999993,1.0119999800000001,0.19606924,0.06258706,3.4548153400000006,5.531847519619992,345.2,10.531001085181208
kmedoids_cross_dirac,100,1,1.44522162,0.4468411400000001,1.0883699,0.25126944,0.08338734,3.31508944,3.977415937310647,268.2,7.578940182837703
kmedoids_cross_dirac,150,1,1.7344000999999998,0.5616786,1.3457237599999998,0.45065051999999994,0.11185912,4.2043121,2.9416792631648385,196.0,5.609125304939137
kmedoids_cross_dirac,300,1,3.31763268,0.7491671999999999,1.8907105999999998,0.9572941399999999,0.25260086,7.167405479999999,2.049229839133246,145.8,3.9139251023372266
kmedoids_cross_dirac,450,1,4.0752845,0.92400288,2.48307158,1.7566354199999998,0.33201206,9.57100644,1.9938403884787923,135.8,3.8062975777663013
kmedoids_per_dirac,20,1,0.7453442599999999,0.41700528,0.93236664,0.033204279999999996,0.025708319999999996,2.1536287799999996,345.12715650730536,7390.0,654.823443414334
kmedoids_per_dirac,40,1,0.56859314,0.46718264000000004,1.05472266,0.14124648,0.039122920000000005,2.27086784,166.9633007289418,4307.4,316.8212717598957
kmedoids_per_dirac,60,1,0.46866546,0.4669997,1.03050594,0.10839454,0.054354179999999995,2.12891982,39.748021196385636,1337.6,75.45124744876367
kmedoids_per_dirac,80,1,0.29561761999999997,0.49239932,1.07785416,0.1458953,0.06508606,2.07685246,9.028975938528609,481.2,17.16437070295751
kmedoids_per_dirac,100,1,0.29056667999999997,0.50566078,1.1586101599999998,0.23103958000000002,0.07389309999999999,2.2597703,5.605041976463434,331.6,10.66629177664763
kmedoids_per_dirac,150,1,0.6644429,0.54040022,1.24947762,0.43198378000000004,0.11166210000000001,2.99796662,4.5557203501717405,275.8,8.674163591828654
kmedoids_per_dirac,300,1,0.43643925999999994,0.7757577400000001,2.8038678399999997,0.8804951400000001,0.20916668,5.105726659999999,1.275276598118115,93.8,2.443068182117014
kmedoids_per_dirac,450,1,0.86603882,0.91562714,2.4398919400000003,1.38518542,0.3348732,5.94161652,1.9739699627486118,134.0,3.770039976890756
0_HourlyBenchmark,1,2,0.0,5.2809308,12.7758017,18.6319376,3.5358398,40.2245099,0.0,0.0,0.0
kmedoids_cross_dirac,20,2,1.0893037600000002,0.45463448,1.0192506599999998,0.026440059999999998,0.025379600000000002,2.6150085599999997,20.54332611876942,1034.8,38.718110292225255
kmedoids_cross_dirac,40,2,1.3180612200000001,0.54431602,1.15695584,0.06692279999999999,0.03879938,3.12505526,17.04502648260806,866.4,32.130943584809515
kmedoids_cross_dirac,60,2,1.42424516,0.60585168,1.36009642,0.13163766000000002,0.0536192,3.57545012,9.526593417258102,526.2,17.969754254700536
kmedoids_cross_dirac,80,2,1.8459727799999999,0.65842662,1.6116495999999998,0.16349454,0.06738656000000001,4.3469301,6.746862831234667,407.8,12.735654938226334
kmedoids_cross_dirac,100,2,2.0760438399999996,0.68729106,1.7581451399999999,0.29428244000000003,0.08243529999999999,4.89819778,6.11568370682283,368.6,11.547250653746142
kmedoids_cross_dirac,150,2,1.8068715400000002,0.7390615199999999,1.4900812,0.42368626000000004,0.13857828,4.5982788,2.978833000145762,203.8,5.6354922305646244
kmedoids_cross_dirac,300,2,2.45770802,0.8963506800000001,2.1132731,1.0233672999999999,0.26882994,6.759529039999999,0.9983159301016196,80.8,1.8997084557757629
kmedoids_cross_dirac,450,2,4.05008656,1.085298,2.62255706,1.5431435800000002,0.32941924,9.63050444,0.5377988929743873,48.4,1.0289425391066196
kmedoids_per_dirac,20,2,0.2748926,0.56451012,1.23741498,0.028780360000000005,0.0296442,2.1352422599999996,184.37115202709975,5175.2,347.0984734800341
kmedoids_per_dirac,40,2,0.3039688,0.5056139,1.0404193999999998,0.0719388,0.040948780000000004,1.96288968,37.35956079446859,1385.4,70.3707637074638
kmedoids_per_dirac,60,2,0.256142,0.5869245000000001,1.225082,0.10493440000000001,0.05678608,2.22986898,16.811096430371737,902.0,31.690647133758386
kmedoids_per_dirac,80,2,0.38643868000000003,0.6031475399999999,1.12158668,0.1833037,0.06796158000000001,2.36243818,12.159176871397388,686.2,22.931027887246945
kmedoids_per_dirac,100,2,0.32171205999999997,0.69629586,1.61983538,0.26075174,0.12872222,3.0273172600000002,6.246817600636816,374.6,11.792776286250659
kmedoids_per_dirac,150,2,0.34592266,0.8753121,1.98131612,0.38688668,0.18087120000000004,3.77030876,3.259101944814423,219.4,6.1637176824104785
kmedoids_per_dirac,300,2,0.5772622599999999,0.8713139,2.74334012,0.8803306,0.21621366000000003,5.28846054,1.2362889895631461,93.6,2.348449043479976
kmedoids_per_dirac,450,2,0.62965222,1.150302,3.578589,1.55390596,0.33038048,7.242829660000001,0.7692343599633399,66.4,1.4673803419735143
0_HourlyBenchmark,1,3,0.0,6.1481702,15.868094,19.4643377,3.3259403,44.806542199999996,0.0,0.0,0.0
kmedoids_cross_dirac,20,3,1.1945223600000001,0.5386282,1.3813231000000001,0.027628519999999997,0.02336398,3.1654661600000003,46.17097586130667,1610.8,87.05935715145873
kmedoids_cross_dirac,40,3,1.7368377599999998,0.7410907,2.02082042,0.06839906,0.04116582,4.60831376,8.018957790569273,490.8,15.149258499837947
kmedoids_cross_dirac,60,3,1.9479658,0.84135598,2.2542746199999995,0.12630264,0.05381848,5.223717519999999,6.995465887575014,431.0,13.218802371731536
kmedoids_cross_dirac,80,3,1.5986734999999999,0.6946461399999999,1.7304307,0.17545768,0.07035174000000001,4.26955976,6.431024635998357,395.6,12.152994903376724
kmedoids_cross_dirac,100,3,2.23134178,0.97624494,2.3434684,0.23010245999999998,0.0864904,5.867647980000001,5.64005859865644,354.8,10.661220936422609
kmedoids_cross_dirac,150,3,2.3997943800000003,0.8560399399999999,2.01302414,0.4435632,0.11991635999999999,5.83233802,4.785757898403728,303.0,9.049921189236732
kmedoids_cross_dirac,300,3,2.6366409000000006,0.9809962600000001,2.34119538,0.89295618,0.27707522,7.12886394,0.44868903426345497,37.8,0.8594269462364901
kmedoids_cross_dirac,450,3,4.364745780000001,1.2287429,2.80713806,1.29019726,0.42195311999999996,10.11277712,0.2991642235103437,26.2,0.5737764033517552
kmedoids_per_dirac,20,3,0.74534796,0.66926922,1.5843227800000002,0.0325653,0.035974000000000006,3.06747926,280.0175656591563,6366.2,527.7408997097752
kmedoids_per_dirac,40,3,0.29173222,0.6680702999999999,1.25312416,0.07716709999999999,0.04322654,2.33332032,42.089871071973214,1666.4,79.37284160676987
kmedoids_per_dirac,60,3,0.29287138,0.65169402,1.34966926,0.11548468,0.054561280000000004,2.46428062,41.750633913732784,1392.0,78.72244094950237
kmedoids_per_dirac,80,3,0.37119344,0.63389802,1.28825252,0.16702582,0.06724724,2.52761704,14.966702791524787,728.6,28.244921379455672
kmedoids_per_dirac,100,3,0.3441993,0.8346507599999999,2.0297390799999997,0.25468828,0.08601938,3.5492967999999996,12.078408973127775,687.6,22.804134733650912
kmedoids_per_dirac,150,3,0.36333798,0.89681988,2.20590646,0.35313194000000003,0.11794194,3.9371382000000006,4.6941260199246155,275.4,8.875793144299791
kmedoids_per_dirac,300,3,0.5575275,0.9178232399999999,2.9216533399999998,0.92188576,0.22307272,5.54196256,1.172539362887069,97.6,2.232473014163704
kmedoids_per_dirac,450,3,0.6107785,1.16427836,3.0513179999999998,1.38522508,0.37094574,6.58254568,0.47012968666500765,43.2,0.9027995701023507
0_HourlyBenchmark,1,4,0.0,5.9294734,13.8106613,20.6540962,3.2822142,43.676445099999995,0.0,0.0,0.0
kmedoids_cross_dirac,20,4,1.5957010400000002,0.61665606,1.54655352,0.02810226,0.02748342,3.8144962999999996,31.407389450411664,1463.0,58.69750552642942
kmedoids_cross_dirac,40,4,1.39380066,0.78079564,1.86708264,0.059833199999999996,0.04513798,4.146650119999999,12.464657174926671,685.2,23.315006243619024
kmedoids_cross_dirac,60,4,1.99128792,0.7586444199999999,2.15370448,0.09401522,0.05777694,5.05542898,9.37964650312734,556.0,17.551782274853956
kmedoids_cross_dirac,80,4,1.59568766,0.9341945199999999,2.3508247599999996,0.20778582,0.07153414,5.160026900000001,9.455174057365623,561.2,17.693090594920356
kmedoids_cross_dirac,100,4,2.13017946,0.8732893799999999,2.4757749000000002,0.25815708,0.08422431999999999,5.821625139999999,7.0430502864510105,429.6,13.184748242239072
kmedoids_cross_dirac,150,4,2.42136424,0.80606918,1.87000326,0.44218806,0.10991642000000001,5.64954116,2.986046514849133,220.4,5.602611467874696
kmedoids_cross_dirac,300,4,3.1872687199999996,0.9662101200000001,2.4470744599999996,0.9428346999999999,0.27003596,7.81342396,1.2060044881557164,101.0,2.2712340928469157
kmedoids_cross_dirac,450,4,3.89063624,1.1640041799999998,2.6345775000000002,1.4985436,0.32407608000000004,9.5118376,0.8416085337399363,77.0,1.5887876789916682
kmedoids_per_dirac,20,4,0.34401183999999996,0.63168014,1.4522296799999999,0.027298040000000003,0.031704579999999996,2.4869242799999998,167.28967014884694,4505.4,312.43603365279927
kmedoids_per_dirac,40,4,0.28762874,0.6700516000000001,1.5682688200000001,0.081249,0.0447653,2.65196346,30.74766072943425,1350.4,57.46325320474225
kmedoids_per_dirac,60,4,0.30892166000000004,0.69281384,1.5392888200000001,0.13732456,0.056566519999999995,2.7349154,36.00008270794304,1416.2,67.26897846421146
kmedoids_per_dirac,80,4,0.7208299800000001,0.649135,1.3744982600000002,0.21084418,0.06924358,3.0245509999999998,10.281261797170696,601.8,19.235053030814232
kmedoids_per_dirac,100,4,0.36313774,0.71406996,1.3680499599999998,0.25006355999999996,0.08138536,2.77670658,6.105247114157779,378.2,11.428155727615025
kmedoids_per_dirac,150,4,0.39595232,0.75896282,1.62779024,0.38711484,0.1126909,3.28251112,3.6295066706775807,247.8,6.802480756273505
kmedoids_per_dirac,300,4,0.43740216,0.8758869,2.4383543800000003,1.0048270799999999,0.25050346,5.00697398,0.9464368527924456,77.8,1.7830582113651274
kmedoids_per_dirac,450,4,1.7936623400000002,1.08759316,2.99219244,1.4293194999999999,0.316731,7.619498439999998,0.4437375814034725,40.8,0.8394374618715649
