base_name,rp,solver,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol_e,reduced_num_lol_h2,reduced_lol_e,reduced_lol_h2,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,time_to_cluster
kmedoids_cross_convex,10,Xpress,2.1151879,7.3746491,12.8138602,1.8622886,5.501358953023758e8,OPTIMAL,115,122,192.45517631482647,117.88736234347577,410445,204798,820.0388957,5.2164532724308777e8,OPTIMAL,136,5,133.57304419501156,5.0570776260048635,7.636765
kmedoids_cross_convex,10,Xpress,2.3256227,7.9318095,12.2339572,0.7502134,5.49206018528122e8,OPTIMAL,117,114,216.64782411078232,71.74786254860621,410445,204798,619.2833299,5.1983647917809296e8,OPTIMAL,433,7,381.202458632854,1.8150684928395284,7.9990591
kmedoids_cross_convex,10,Xpress,2.2443517,79.3143623,12.3665532,0.9714468,5.669043539609604e8,OPTIMAL,77,60,113.11636052604126,62.38928638602151,410445,204798,607.971476,5.300248077673416e8,OPTIMAL,5,0,10.40355089663219,-1.6047163597932013e-10,7.757281
kmedoids_cross_convex,10,Xpress,3.8478266,12.3522708,11.3495815,0.7189849,5.368643346613693e8,OPTIMAL,73,34,103.63082859185626,10.362683595123428,410445,204798,597.2714069,5.2241901953237915e8,OPTIMAL,76,0,101.3429710360216,9.239276010930553e-11,7.3887275
kmedoids_cross_convex,10,Xpress,2.9996851,10.0866864,17.8300715,0.7535594,5.389421780650787e8,OPTIMAL,89,66,130.30032174199712,26.822400536815138,410445,204798,629.3009252,5.2099540245988464e8,OPTIMAL,105,3,133.0428875112889,0.9246575339659605,8.0425507
kmedoids_cross_convex,20,Xpress,3.8992053,13.7348085,38.9393156,1.1234454,5.2129329687062836e8,OPTIMAL,374,269,1992.2486972299462,375.57346943695643,563565,323598,659.1651818,5.234781389217682e8,OPTIMAL,767,2,6310.758135995435,0.5022831050923927,10.5179049
kmedoids_cross_convex,20,Xpress,4.0218513,13.1748186,32.5014207,1.1555021,5.2471211659833527e8,OPTIMAL,1792,1946,27286.150211583354,12823.809111556675,563565,323598,540.6474282,5.0116499214593506e8,OPTIMAL,531,10,550.5099401658548,6.940639270092393,10.8067605
kmedoids_cross_convex,20,Xpress,5.014931,16.857282,40.7994361,1.1039048,5.386990875449219e8,OPTIMAL,401,329,1208.7416120750506,384.2676631385401,563565,323598,572.4897374,5.0687578246151733e8,OPTIMAL,250,9,173.92014110454465,2.6598173509659606,10.6761604
kmedoids_cross_convex,20,Xpress,4.4869632,15.0271437,31.1145403,62.6190452,5.285251533566055e8,OPTIMAL,808,719,2855.0224247544747,1073.1015364688092,563565,323598,540.5156856,5.027883914946289e8,OPTIMAL,157,6,172.7700498806469,3.493150685092393,10.5996038
kmedoids_cross_convex,20,Xpress,4.9065272,26.7317844,33.9132603,1.2770086,5.2463494539997864e8,OPTIMAL,1060,850,4501.99637046001,1450.0583758084651,563565,323598,553.5365758,5.01309576454834e8,OPTIMAL,377,3,463.1593427522925,1.2671232880923926,11.5483416
kmedoids_cross_convex,40,Xpress,6.6711933,21.7646248,94.0314217,26.7956361,5.1858440067775726e8,OPTIMAL,2209,2530,38663.64504013143,18770.079411283707,869805,561198,667.9356998,4.9845648011839294e8,OPTIMAL,697,5,860.057717200589,4.303652970092391,17.1625553
