base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,penalty_tot_loss_of_load,investment_cost,operational_cost,investment_cost_storage,investment_cost_renewable,investment_cost_non_renewable,investment_cost_electrolyzer,non_renewable_capacity
convex_cross,10,Xpress,154.9694649,2.1871855,20.4278071,45.3396568,3.882487,5.644846752908783e8,OPTIMAL,410445,204798,749.25937,5.2794285352246094e8,OPTIMAL,5.0,0.0,39.91661385448822,1.8478552021861105e-11,159666.4554179677,4.924755764773323e8,5.979423308723549e6,1.0051511861926937e7,1.948801759016171e8,8.410434515341365e7,2.0900970452079993e8,499.70825274971725
convex_cross,20,Xpress,262.7418279,4.627599,47.8755025,138.2411288,1.3932029,5.468791489918365e8,OPTIMAL,563565,323598,610.8198578,5.074865805528488e8,OPTIMAL,37.2,1.0,34.11329060102737,0.47260273961847854,138343.57336251577,4.578845408154461e8,9.294747256701283e6,5.860342632961188e6,1.58218467365591e8,8.792433039174649e7,2.0900970452079993e8,498.6366653120191
convex_cross,40,Xpress,423.6765379,8.3991977,49.2116327,435.062039,1.9737527,5.1993976775697327e8,OPTIMAL,869805,561198,639.4554391,4.9491619188557434e8,OPTIMAL,40.8,0.2,75.19052976624562,0.10273972601847856,301173.0779689824,4.3957111159747726e8,9.991532754119894e6,1.0397124168948526e7,1.432983312331137e8,8.225336879948312e7,2.0900970452079993e8,446.6072716770259
convex_cross,60,Xpress,783.2319888,12.3690604,58.9519137,848.3851935,2.7190378,5.153889329981842e8,OPTIMAL,1176045,798798,741.7343496,4.953631811944275e8,OPTIMAL,47.4,1.0,55.200052438575746,0.5273972604184781,222909.79879590945,4.438461836628752e8,9.17574007171848e6,1.0870036147326276e7,1.482030047322144e8,8.140173599119481e7,2.0900970452079993e8,434.4175757664869
convex_cross,80,Xpress,832.8384178,13.5721955,56.1690527,872.8289228,3.9150676,5.122430916151657e8,OPTIMAL,1482285,1036398,653.7106955,4.9395888107546234e8,OPTIMAL,38.8,1.2,42.572754367699595,0.5662100458184781,172555.8576540048,4.4286892185354525e8,9.0493911122003e6,1.1133917597541718e7,1.470845516138051e8,8.148375230976263e7,2.0900970452079993e8,434.8610583830736
convex_cross,100,Xpress,1026.3380381,19.4328864,73.8961414,1192.0801592,4.8810427,5.107163816204376e8,OPTIMAL,1788525,1273998,642.713561,4.941122317200012e8,OPTIMAL,90.2,2.4,76.42739962193777,0.885844749218478,309252.97748455126,4.4088597786725867e8,9.32206821223953e6,1.2463828275510736e7,1.4453727127334887e8,8.149108714922675e7,2.0900970452079993e8,433.55373350406035
convex_cross,150,Xpress,1502.7999692,24.0917984,118.331275,2372.8805045,9.3099851,5.066007304163971e8,OPTIMAL,2554125,1867998,690.04488,4.926007687796097e8,OPTIMAL,43.0,2.2,56.18254491983119,1.481735160218478,230657.12032012473,4.4123800628401905e8,9.034461959324863e6,1.171530167313883e7,1.4520770013546687e8,8.149575319157359e7,2.0900970452079993e8,433.6993459071723
convex_cross,225,Xpress,2536.8426036,54.228546,162.0194958,4981.8714697,13.6067358,5.0371249739105225e8,OPTIMAL,3702525,2758998,670.4655366,4.9209659518083954e8,OPTIMAL,43.4,2.4,58.42650845918904,1.255707763218478,238728.86488955602,4.405785909001641e8,9.03592894250724e6,1.1887186438621067e7,1.4454010714327186e8,8.147995292651275e7,2.0900970452079993e8,433.29961656511665
convex_cross,300,Xpress,1082.8603997,34.313223,188.6770206,7588.1713257,16.272868,5.02158507655969e8,OPTIMAL,4850925,3649998,914.1938412,4.921728199693146e8,OPTIMAL,53.6,3.2,77.05053197612726,1.849315068818478,315599.3881797091,4.41016651118371e8,8.855187528005157e6,1.2819968734124038e7,1.4505709239521596e8,8.101011722455454e7,2.0900970452079993e8,429.9559800226781
convex_per,10,Xpress,44.8737172,2.1720212,12.4786832,16.1083311,1.8416288,1.170239341481453e9,OPTIMAL,410445,204798,676.0136799,5.718195743583107e8,OPTIMAL,1.0,0.0,3.635378807648924,-3.2094327195864025e-11,14541.515230493533,5.301330121384935e8,7.306321406494854e6,9.672303902204843e6,1.9582856175933552e8,1.2077739753236721e8,2.0900970452079993e8,550.2526391065098
convex_per,20,Xpress,90.4204138,6.2806185,24.2356618,33.4919167,1.146198,5.816837341398087e8,OPTIMAL,563565,323598,634.6690837,5.265439507187042e8,OPTIMAL,0.6,0.0,1.3124680081578746,1.8478552021861105e-11,5249.8720327054125,4.8231211312137395e8,7.088133138662088e6,1.5081274119387377e7,1.739307627328554e8,9.308154423156825e7,2.0900970452079993e8,513.8798922308177
convex_per,40,Xpress,179.3115709,7.1973283,30.4010117,122.7785387,1.8737855,5.534379040156555e8,OPTIMAL,869805,561198,584.5593616,5.180007059476776e8,OPTIMAL,3.2,0.0,3.633078635625447,1.8478552021861105e-11,14532.314542556804,4.748101143578392e8,7.501530652274961e6,1.084479960984709e7,1.7054862347144085e8,9.008992566794318e7,2.0900970452079993e8,508.1812839965905
convex_per,60,Xpress,181.8892632,9.8253612,56.7819379,218.3350191,3.0025308,5.400709685228348e8,OPTIMAL,1176045,798798,583.1387391,5.082234039153366e8,OPTIMAL,15.2,0.0,10.97685508826282,1.8478552021861105e-11,43907.42035307244,4.64769203071659e8,7.8637069545575585e6,7.965004675550759e6,1.6123088872272903e8,9.069927176301005e7,2.0900970452079993e8,504.87649224221116
convex_per,80,Xpress,301.2436552,11.482507,58.5153516,651.733171,4.0606867,5.298966465613785e8,OPTIMAL,1482285,1036398,586.976351,4.9954730456562805e8,OPTIMAL,13.4,0.6,26.123613260645936,0.8881278540184786,108046.96445859806,4.535771822402981e8,8.321331844623379e6,8.248683096528804e6,1.5357391320800725e8,8.710834509336694e7,2.0900970452079993e8,489.4639834218989
convex_per,100,Xpress,430.9795226,15.9993394,70.3148909,440.6707762,4.7122469,5.247564392338791e8,OPTIMAL,1788525,1273998,626.13779,4.967601154009094e8,OPTIMAL,18.8,1.0,25.22291981242002,1.4041095892184787,106508.11760648646,4.4973233798587525e8,8.564660275632825e6,7.698284730609797e6,1.5110085203945652e8,8.612797330566525e7,2.0900970452079993e8,478.8939510460979
convex_per,150,Xpress,388.412897,20.4266299,101.8406912,622.4187387,8.5270572,5.1102290960661316e8,OPTIMAL,2554125,1867998,691.1910166,4.929582318967819e8,OPTIMAL,37.8,1.6,43.019685468664434,1.1324200916184781,176608.42224106414,4.423265291564562e8,8.99395334828742e6,1.058058128270922e7,1.4659341591622406e8,8.180476398460737e7,2.0900970452079993e8,437.6388464033042
convex_per,225,Xpress,646.4388798,50.9275277,148.3350764,789.7239856,12.7550711,5.0640249940901184e8,OPTIMAL,3702525,2758998,612.2113797,4.9228401014087677e8,OPTIMAL,35.0,0.4,44.699539098463845,0.12328767121847854,179291.30707865546,4.4130959484281456e8,9.011450835329834e6,1.0788415248522423e7,1.4491869276830298e8,8.250994396394864e7,2.0900970452079993e8,443.4391907739944
convex_per,300,Xpress,1049.9623713,48.3568127,228.5250219,1313.2653848,61.5910618,5.030993979937897e8,OPTIMAL,4850925,3649998,705.0261078,4.9122794747099304e8,OPTIMAL,63.0,3.2,124.33557557855292,1.7305936080184778,504264.67674621206,4.392302365926802e8,8.993904208082933e6,1.3218835589181941e7,1.4668823184251636e8,7.734165501903357e7,2.0900970452079993e8,423.86335016141334
