base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol_e,reduced_num_lol_h2,reduced_lol_e,reduced_lol_h2,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand
0_HourlyBenchmark,1,Xpress,0.0,109.702259,511.5343044,4680.945521,92.0314571,4.8620311032507324e8,OPTIMAL,0,0,0.0,0.0,34120200,23739823,0.0,0.0,,327,119,1361.735551368635,106.0139804895717
convex_cross_dirac,10,Xpress,113.9689222,2.0933667,10.5168563,15.6810745,2.0994141,5.659353636614532e8,OPTIMAL,1294,1497,25052.975105198235,11746.51874140386,410445,204798,689.777767,5.313185191998482e8,OPTIMAL,275,0,2599.6444722211554,9.239276010930553e-11
convex_cross_dirac,20,Xpress,162.2998509,3.6220791,21.4368566,37.1258075,1.1941055,5.518782436569977e8,OPTIMAL,2823,3355,61211.81012944133,27964.288520622595,563565,323598,580.0491241,5.1961195352158356e8,OPTIMAL,1736,53,4976.717133713918,52.728702993092384
convex_cross_dirac,40,Xpress,349.9130143,12.9722933,48.8399197,107.4812559,2.1313087,5.3194201101763916e8,OPTIMAL,2876,3423,61063.40839972105,28918.49075555543,869805,561198,576.7349847,4.975579499328232e8,OPTIMAL,529,6,1058.9159199712526,3.6301369880923904
convex_cross_dirac,60,Xpress,378.8184759,15.4945536,50.4742478,174.619417,6.1284713,5.337069061757736e8,OPTIMAL,2877,3430,61116.76827260516,29312.390254876467,1176045,798798,668.8667758,4.985144206362381e8,OPTIMAL,251,5,322.2472555116947,2.134703196092393
convex_cross_dirac,80,Xpress,489.750093,26.421262,44.2186606,243.023478,3.286534,5.279150203477173e8,OPTIMAL,2899,3435,60982.7718660374,29483.7019418917,1482285,1036398,635.6308906,4.9633143287049866e8,OPTIMAL,192,10,189.23935806935842,4.680365298092391
convex_cross_dirac,100,Xpress,547.2517142,14.0703892,51.7976484,331.3311696,4.2400278,5.276012807924347e8,OPTIMAL,2921,3412,61171.09516407999,29359.92590686827,1788525,1273998,660.1721642,4.9589824130049133e8,OPTIMAL,454,27,415.5660275663615,10.53652968609239
convex_cross_dirac,150,Xpress,864.521386,19.8101505,96.0194479,347.438083,6.5945206,5.211010311371765e8,OPTIMAL,2918,3405,61068.82522656008,29351.91070098423,2554125,1867998,654.0626166,4.945204388852234e8,OPTIMAL,220,13,280.5350422473605,6.49543379209239
convex_cross_dirac,225,Xpress,1563.4949157,34.7811795,150.566314,916.9519262,9.9580011,5.1514398536985016e8,OPTIMAL,2980,3441,61307.23204759262,29466.821826196017,3702525,2758998,632.5890748,4.910104882097397e8,OPTIMAL,317,19,623.0116168051975,13.504566212092392
convex_cross_dirac,300,Xpress,1789.0125946,47.6639356,207.6020481,695.6159565,18.7573056,5.1228940762171173e8,OPTIMAL,2927,3417,61302.28509707666,29448.952656957317,4850925,3649998,658.9701677,4.932535696749954e8,OPTIMAL,242,17,387.80723698916813,9.486301374092386
convex_per_dirac,10,Xpress,36.2853105,4.707482,14.2418973,18.8967886,0.8480034,1.3447162724164581e9,OPTIMAL,66,85,351.30684822567025,345.30515726092597,410445,204798,433.7257076,5.886933257433777e8,OPTIMAL,4,0,11.220189345489352,9.239276010930553e-11
convex_per_dirac,20,Xpress,70.3987464,7.3291889,21.2984873,17.5904008,1.1292922,5.985101476509933e8,OPTIMAL,1720,2119,36788.88777284299,17514.314321011407,563565,323598,569.226727,5.27521637982666e8,OPTIMAL,11,0,18.274255665028655,9.239276010930553e-11
convex_per_dirac,40,Xpress,171.5295286,6.6284916,33.0375826,49.072679,2.0537853,5.692714440207138e8,OPTIMAL,2268,2736,48928.83461078776,23444.931869814838,869805,561198,633.9369367,5.1798054396263885e8,OPTIMAL,12,0,31.58432584052057,9.239276010930553e-11
convex_per_dirac,60,Xpress,164.473061,10.8319077,50.2663841,80.679763,2.6138628,5.58311513755867e8,OPTIMAL,2290,2753,48959.16388346379,23491.045108853767,1176045,798798,618.3566491,5.140595389426956e8,OPTIMAL,24,0,41.29152034403452,9.239276010930553e-11
