base_name,rp,time_to_cluster
convex_cross,4,1.0016973
convex_cross,8,1.3613765
convex_cross,12,1.6590964
convex_cross,16,1.7416655
convex_cross,20,1.9201433
convex_cross,30,2.5126491
convex_cross,45,3.6856194
convex_cross,60,5.7491677
convex_cross,90,8.9367538
convex_cross,120,20.8379759
convex_cross,180,52.7217411
conicalb_cross,4,1.3432455
conicalb_cross,8,1.3572082
conicalb_cross,12,1.6008399
conicalb_cross,16,1.8217721
conicalb_cross,20,2.0343122
conicalb_cross,30,2.5640203
conicalb_cross,45,3.7039535
conicalb_cross,60,5.8799719
conicalb_cross,90,10.585883
conicalb_cross,120,22.0835507
conicalb_cross,180,50.7105205
