base_name,rp,time_to_cluster
kmedoids_cross_convex,4,1.3843584
kmedoids_cross_convex,4,1.3918216
kmedoids_cross_convex,4,1.4637861
kmedoids_cross_convex,4,1.3766835
kmedoids_cross_convex,4,1.3462947
kmedoids_cross_convex,4,1.3691531
kmedoids_cross_convex,4,1.3748155
kmedoids_cross_convex,4,1.5134686
kmedoids_cross_convex,4,1.3720446
kmedoids_cross_convex,4,1.4690093
kmedoids_cross_convex,8,1.6592054
kmedoids_cross_convex,8,1.7302141
kmedoids_cross_convex,8,1.7703733
kmedoids_cross_convex,8,1.8048353
kmedoids_cross_convex,8,1.6586541
kmedoids_cross_convex,8,1.6142608
kmedoids_cross_convex,8,1.7444398
kmedoids_cross_convex,8,1.6483014
kmedoids_cross_convex,8,1.6469198
kmedoids_cross_convex,8,1.6001196
kmedoids_cross_convex,12,1.7808287
kmedoids_cross_convex,12,1.8196015
kmedoids_cross_convex,12,1.8451335
kmedoids_cross_convex,12,1.8213277
kmedoids_cross_convex,12,1.8041064
kmedoids_cross_convex,12,1.8195349
kmedoids_cross_convex,12,1.8429562
kmedoids_cross_convex,12,1.6790427
kmedoids_cross_convex,12,1.8743867
kmedoids_cross_convex,12,1.8061756
kmedoids_cross_convex,16,1.9298245
kmedoids_cross_convex,16,1.950629
kmedoids_cross_convex,16,2.0161468
kmedoids_cross_convex,16,2.0138999
kmedoids_cross_convex,16,1.9039705
kmedoids_cross_convex,16,1.9109502
kmedoids_cross_convex,16,1.8934579
kmedoids_cross_convex,16,1.8875625
kmedoids_cross_convex,16,1.9508786
kmedoids_cross_convex,16,1.8951661
kmedoids_cross_convex,20,2.0611661
kmedoids_cross_convex,20,2.0290097
kmedoids_cross_convex,20,2.1247717
kmedoids_cross_convex,20,2.1552614
kmedoids_cross_convex,20,2.1260096
kmedoids_cross_convex,20,2.052799
kmedoids_cross_convex,20,2.0751177
kmedoids_cross_convex,20,2.0975024
kmedoids_cross_convex,20,2.1195565
kmedoids_cross_convex,20,2.0786577
kmedoids_cross_convex,30,2.5638358
kmedoids_cross_convex,30,2.4539227
kmedoids_cross_convex,30,2.6217845
kmedoids_cross_convex,30,2.4847853
kmedoids_cross_convex,30,2.4700568
kmedoids_cross_convex,30,2.3902547
kmedoids_cross_convex,30,2.4467514
kmedoids_cross_convex,30,2.5864951
kmedoids_cross_convex,30,2.6114961
kmedoids_cross_convex,30,2.5102655
kmedoids_cross_convex,45,3.3147235
kmedoids_cross_convex,45,3.2117279
kmedoids_cross_convex,45,3.3066905
kmedoids_cross_convex,45,3.3735335
kmedoids_cross_convex,45,3.2314201
kmedoids_cross_convex,45,3.1640783
kmedoids_cross_convex,45,3.2314599
kmedoids_cross_convex,45,3.4167662
kmedoids_cross_convex,45,3.22529
kmedoids_cross_convex,45,3.3481356
kmedoids_cross_convex,60,3.9769347
kmedoids_cross_convex,60,4.1134767
kmedoids_cross_convex,60,4.1273984
kmedoids_cross_convex,60,4.0548671
kmedoids_cross_convex,60,4.0894667
kmedoids_cross_convex,60,4.1465342
kmedoids_cross_convex,60,3.9661971
kmedoids_cross_convex,60,4.190074
kmedoids_cross_convex,60,4.3268353
kmedoids_cross_convex,60,4.2913341
kmedoids_cross_convex,90,5.1222641
kmedoids_cross_convex,90,5.4559614
kmedoids_cross_convex,90,5.398056
kmedoids_cross_convex,90,5.158827
kmedoids_cross_convex,90,5.3592503
kmedoids_cross_convex,90,5.3860008
kmedoids_cross_convex,90,5.3310463
kmedoids_cross_convex,90,5.2066762
kmedoids_cross_convex,90,5.3051252
kmedoids_cross_convex,90,5.3063586
kmedoids_cross_convex,120,9.3088523
kmedoids_cross_convex,120,9.5502087
kmedoids_cross_convex,120,9.5745126
kmedoids_cross_convex,120,9.3318471
kmedoids_cross_convex,120,9.3586134
kmedoids_cross_convex,120,9.4202012
kmedoids_cross_convex,120,9.3382647
kmedoids_cross_convex,120,9.4043824
kmedoids_cross_convex,120,9.5990792
kmedoids_cross_convex,120,9.3275464
kmedoids_cross_convex,180,12.1200572
kmedoids_cross_convex,180,12.1140217
kmedoids_cross_convex,180,12.1815101
kmedoids_cross_convex,180,12.0361849
kmedoids_cross_convex,180,11.7884202
kmedoids_cross_convex,180,11.9378478
kmedoids_cross_convex,180,11.8898742
kmedoids_cross_convex,180,12.152098
kmedoids_cross_convex,180,12.0438968
kmedoids_cross_convex,180,12.1254716
