base_name,rp,solver,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,reduced_num_lol_e,reduced_num_lol_h2,reduced_lol_e,reduced_lol_h2,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,loss_of_load_e_demand,loss_of_load_h2_demand,time_to_cluster
kmedoids_cross_convex,4,Xpress,0.6180636,2.7147515,5.5456312,0.2924977,6.059019418099976e8,OPTIMAL,5,2,31.31592255788877,0.19569745479557124,112713,64898,97.7395437,5.88819320986606e8,OPTIMAL,0,0,0.0,0.0,1.3843584
kmedoids_cross_convex,4,Xpress,0.4484211,2.1586217,5.3747238,0.1981739,6.208465621855392e8,OPTIMAL,4,0,30.054128270044828,0.0,112713,64898,66.9586282,6.023350463772877e8,OPTIMAL,0,0,0.0,0.0,1.3918216
kmedoids_cross_convex,4,Xpress,0.4828636,10.2641197,4.667441,0.2102876,6.091717738301239e8,OPTIMAL,16,6,38.70682943945296,1.3926940639999998,112713,64898,60.3085155,5.885004056995014e8,OPTIMAL,0,0,0.0,0.0,1.4637861
kmedoids_cross_convex,4,Xpress,0.493333,2.3111913,4.8452564,0.2016344,6.208465621853256e8,OPTIMAL,4,0,30.054128270044835,0.0,112713,64898,66.3411087,6.023350463772875e8,OPTIMAL,0,0,0.0,0.0,1.3766835
kmedoids_cross_convex,4,Xpress,0.5159516,3.483125,5.3348082,0.2147259,6.208465621855392e8,OPTIMAL,4,0,30.054128270044828,0.0,112713,64898,66.1828932,6.023350463772876e8,OPTIMAL,0,0,0.0,0.0,1.3462947
kmedoids_cross_convex,4,Xpress,0.4618505,2.1363526,4.8854052,0.2033163,6.208465621853256e8,OPTIMAL,4,0,30.054128270044835,0.0,112713,64898,62.2438375,6.023350463772874e8,OPTIMAL,0,0,0.0,0.0,1.3691531
kmedoids_cross_convex,4,Xpress,0.5181823,2.8907988,5.3336785,0.1971183,6.208465621855392e8,OPTIMAL,4,0,30.054128270044828,0.0,112713,64898,59.6962368,6.023350463772876e8,OPTIMAL,0,0,0.0,0.0,1.3748155
kmedoids_cross_convex,4,Xpress,0.5079762,2.3730088,4.6465639,0.1981048,6.091717738301239e8,OPTIMAL,16,6,38.70682943945296,1.3926940639999998,112713,64898,62.340214,5.885004056995013e8,OPTIMAL,0,0,0.0,0.0,1.5134686
kmedoids_cross_convex,4,Xpress,0.5127766,2.3078366,4.8403023,0.1985768,6.208465621853256e8,OPTIMAL,4,0,30.054128270044835,0.0,112713,64898,69.0523267,6.023350463772875e8,OPTIMAL,0,0,0.0,0.0,1.3720446
kmedoids_cross_convex,4,Xpress,0.4777581,1.8434713,5.4012454,0.1909552,6.141701115650635e8,OPTIMAL,22,31,53.68315691820405,7.728310501999999,112713,64898,64.0570718,5.867162772659485e8,OPTIMAL,0,18,0.0,4.9592198388586475,1.4690093
kmedoids_cross_convex,8,Xpress,0.7220258,3.9813937,12.3292312,0.3374736,5.737019482456284e8,OPTIMAL,158,108,1017.6151815380216,305.3190564429544,173961,112418,57.897591,5.205647695515992e8,OPTIMAL,121,45,229.14164411207722,76.92252728885136,1.6592054
kmedoids_cross_convex,8,Xpress,0.7766489,4.42043,12.2742133,0.3322831,5.277331091184006e8,OPTIMAL,345,249,2078.1584517126166,939.6866991322099,173961,112418,68.829823,5.017994421844788e8,OPTIMAL,280,197,753.9970688725007,484.49201003662125,1.7302141
kmedoids_cross_convex,8,Xpress,0.7589211,4.1038027,11.4558569,0.3342798,5.985241703769608e8,OPTIMAL,81,65,476.21921238476995,85.95879938657177,173961,112418,57.3090314,5.516801740816387e8,OPTIMAL,42,11,20.845389906351585,4.254264894739432,1.7703733
kmedoids_cross_convex,8,Xpress,0.8036296,4.519594,10.5251838,0.3384557,5.932529072697067e8,OPTIMAL,85,68,562.5485925368507,70.28312881619735,173961,112418,57.6146465,5.463553216919581e8,OPTIMAL,68,5,57.5287278625387,9.280444587556369,1.8048353
kmedoids_cross_convex,8,Xpress,0.7905918,3.8887504,10.7425459,0.3379119,6.007448716766891e8,OPTIMAL,16,22,43.72319300413277,4.9543379,173961,112418,60.6787771,5.80894170625675e8,OPTIMAL,0,0,0.0,1.9984014443252818e-15,1.6586541
kmedoids_cross_convex,8,Xpress,0.6927492,3.7529166,14.2422841,0.311302,5.745387826327972e8,OPTIMAL,190,104,1139.038473604718,233.38638900897678,173961,112418,63.3673178,5.221657112540658e8,OPTIMAL,151,25,283.7204160276969,65.78989627243966,1.6142608
kmedoids_cross_convex,8,Xpress,0.7780478,4.4782914,12.8560168,0.3394496,5.773783123374557e8,OPTIMAL,191,121,1217.5490115702416,307.59484694593067,173961,112418,60.3867029,5.194276120249362e8,OPTIMAL,181,23,452.32284621791604,37.34125609525928,1.7444398
kmedoids_cross_convex,8,Xpress,0.7731439,4.1786878,12.1824711,0.3414057,5.995090910688095e8,OPTIMAL,27,30,67.01955840010785,7.255563131666605,173961,112418,60.4657406,5.808316068934207e8,OPTIMAL,0,0,0.0,2.4424906541753444e-15,1.6483014
kmedoids_cross_convex,8,Xpress,0.7588737,3.4661378,12.4453981,0.3189257,6.029332235438614e8,OPTIMAL,20,29,61.28701838001665,7.111872145999996,173961,112418,58.4360128,5.832970739559116e8,OPTIMAL,0,0,0.0,-2.4424906541753444e-15,1.6469198
kmedoids_cross_convex,8,Xpress,0.7288477,3.8802061,10.9746014,0.3111024,5.890718351371307e8,OPTIMAL,91,68,611.2247960053396,62.54533903495779,173961,112418,62.7378508,5.43378812376212e8,OPTIMAL,22,3,36.55304201433664,1.5410958899999978,1.6001196
