base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,loss_of_load_e_demand
0_HourlyBenchmark,1,Gurobi,0.0,3.9734733,9.5402217,0.913669,0.978816,126.60401467782452,OPTIMAL,800,602,0.0,0.0,,0,0.0
kmeans_cross_dirac,2,Gurobi,3.6788135,0.2106386,0.6310283,0.0027718,0.0059975,74.3957165771131,OPTIMAL,8,8,0.0018864,1406.7167695072817,OPTIMAL,46,8.882199567531583
kmeans_cross_dirac,2,Gurobi,0.0887402,0.3100475,0.765602,0.0019961,0.0055977,75.22587150026271,OPTIMAL,8,8,0.0016277,1346.2474326755155,OPTIMAL,46,8.473533564725455
kmeans_cross_dirac,2,Gurobi,0.1058505,0.2636766,0.7515222,0.0025081,0.0060245,75.22587150026271,OPTIMAL,8,8,0.0012109,1346.2474326755155,OPTIMAL,46,8.473533564725455
kmeans_cross_dirac,2,Gurobi,0.0907248,0.2543107,0.8051252,0.0021264,0.0056324,74.82274534545748,OPTIMAL,8,8,0.0013222,1375.6115556371992,OPTIMAL,46,8.671983215166389
kmeans_cross_dirac,2,Gurobi,0.0856268,0.2712166,0.8661557,0.0023777,0.0060507,74.3957165771131,OPTIMAL,8,8,0.0018179,1406.7167695072817,OPTIMAL,46,8.882199567531583
kmeans_cross_dirac,2,Gurobi,0.2217207,0.3373823,0.8263589,0.0019513,0.0084881,74.3957165771131,OPTIMAL,8,8,0.0012064,1406.7167695072817,OPTIMAL,46,8.882199567531583
kmeans_cross_dirac,2,Gurobi,0.2107013,0.2477731,0.7457677,0.0021008,0.0054104,75.22587150026271,OPTIMAL,8,8,0.0017372,1346.2474326755155,OPTIMAL,46,8.473533564725455
kmeans_cross_dirac,2,Gurobi,0.0873086,0.2673513,0.8386129,0.0024154,0.0058137,75.22587150026271,OPTIMAL,8,8,0.001176,1346.2474326755155,OPTIMAL,46,8.473533564725455
kmeans_cross_dirac,2,Gurobi,0.2502047,0.2866655,1.0351979,0.0019523,0.0052172,74.3957165771131,OPTIMAL,8,8,0.001374,1406.7167695072817,OPTIMAL,46,8.882199567531583
kmeans_cross_dirac,2,Gurobi,0.2032306,0.2559698,0.7283224,0.0024981,0.0054804,75.22587150026271,OPTIMAL,8,8,0.0012555,1346.2474326755155,OPTIMAL,46,8.473533564725455
kmeans_cross_dirac,4,Gurobi,0.1456924,0.2616801,0.8211323,0.0023766,0.0059848,94.8674849827227,OPTIMAL,16,14,0.0019382,418.53886038905375,OPTIMAL,16,2.1578235548659057
kmeans_cross_dirac,4,Gurobi,0.1815572,0.2889317,0.9038966,0.0023236,0.0063312,87.74108559214321,OPTIMAL,16,14,0.001691,629.3946976607084,OPTIMAL,25,3.6110481541114585
kmeans_cross_dirac,4,Gurobi,0.2663229,0.2552617,0.7475006,0.0023067,0.0062069,91.9103197158026,OPTIMAL,16,14,0.0014343,489.6951442020706,OPTIMAL,22,2.6519165093518486
kmeans_cross_dirac,4,Gurobi,0.1760355,0.2547115,0.7762322,0.0024472,0.0064948,84.7977383246137,OPTIMAL,16,14,0.0018402,756.0901669073894,OPTIMAL,30,4.47531269263645
kmeans_cross_dirac,4,Gurobi,0.198772,0.2807052,0.8675849,0.0024258,0.0065354,87.68766237181343,OPTIMAL,16,14,0.0017072,631.3463309250315,OPTIMAL,25,3.624415286456694
kmeans_cross_dirac,4,Gurobi,0.0943609,0.2994517,0.8981773,0.0019835,0.0053578,87.68766237181343,OPTIMAL,16,14,0.0018575,631.3463309250315,OPTIMAL,25,3.624415286456694
kmeans_cross_dirac,4,Gurobi,0.2238018,0.2559056,0.716057,0.0018564,0.0061011,94.53652780641082,OPTIMAL,16,14,0.0017441,425.79820005745796,OPTIMAL,16,2.2084258711794558
kmeans_cross_dirac,4,Gurobi,0.0861285,0.2592787,0.8113711,0.0019552,0.0053939,85.41291518897745,OPTIMAL,16,14,0.0021313,728.5171562295753,OPTIMAL,30,4.287390189538581
kmeans_cross_dirac,4,Gurobi,0.0876084,0.2852626,0.9072537,0.0023293,0.0056663,87.68766237181343,OPTIMAL,16,14,0.0014691,631.3463309250315,OPTIMAL,25,3.624415286456694
kmeans_cross_dirac,4,Gurobi,0.2668694,0.2863356,0.7609084,0.0023998,0.0060696,87.05649808745989,OPTIMAL,16,14,0.001699,656.1740991589571,OPTIMAL,28,3.7941426347608767
kmeans_cross_dirac,6,Gurobi,0.2473994,0.2572234,0.774534,0.0022859,0.0057251,94.53652780641082,OPTIMAL,24,20,0.001818,425.79820005745796,OPTIMAL,16,2.2084258711794558
kmeans_cross_dirac,6,Gurobi,0.1791958,0.2816044,0.8459371,0.0021604,0.0059506,94.10203756456951,OPTIMAL,24,20,0.0015191,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,6,Gurobi,0.1340452,0.3509596,0.7293244,0.0021108,0.0073616,94.53652780641082,OPTIMAL,24,20,0.0019471,425.79820005745796,OPTIMAL,16,2.2084258711794558
kmeans_cross_dirac,6,Gurobi,0.1152886,0.2856355,0.7462848,0.0021794,0.0055392,95.86819656284038,OPTIMAL,24,20,0.0014934,399.081920180396,OPTIMAL,13,2.0214383003723735
kmeans_cross_dirac,6,Gurobi,0.0954507,0.2721737,0.8448743,0.0026781,0.0067925,94.53652780641082,OPTIMAL,24,20,0.0015001,425.79820005745796,OPTIMAL,16,2.2084258711794558
kmeans_cross_dirac,6,Gurobi,0.1712612,0.3018814,0.9095482,0.0024488,0.0060452,94.44632318666524,OPTIMAL,24,20,0.0019687,427.7767822465187,OPTIMAL,16,2.2222178751848576
kmeans_cross_dirac,6,Gurobi,0.1175911,0.443043,0.7401499,0.0024455,0.0058747,94.86373084989984,OPTIMAL,24,20,0.0012317,418.62120495588016,OPTIMAL,16,2.158397550023536
kmeans_cross_dirac,6,Gurobi,0.172452,0.2655556,0.7655891,0.0022548,0.0059755,94.92968031373043,OPTIMAL,24,20,0.0015296,417.1746445149478,OPTIMAL,16,2.1483140834353387
kmeans_cross_dirac,6,Gurobi,0.2697609,0.2836417,0.8926106,0.002142,0.0060197,94.53652780641082,OPTIMAL,24,20,0.0014047,425.79820005745796,OPTIMAL,16,2.2084258711794558
kmeans_cross_dirac,6,Gurobi,0.2769583,0.3582216,0.7763725,0.0023917,0.0066622,94.92968031373043,OPTIMAL,24,20,0.0012326,417.1746445149478,OPTIMAL,16,2.1483140834353387
kmeans_cross_dirac,8,Gurobi,0.2258738,0.2544426,0.7761182,0.0022398,0.0058779,109.60993573248984,OPTIMAL,32,26,0.0016914,210.5908295745606,OPTIMAL,6,0.6732104470167852
kmeans_cross_dirac,8,Gurobi,0.1581989,0.2818406,0.8460637,0.0025623,0.0062587,95.12739525134573,OPTIMAL,32,26,0.0017598,413.02971102289155,OPTIMAL,15,2.1193629008963106
kmeans_cross_dirac,8,Gurobi,0.0911559,0.3044326,1.0550495,0.0025348,0.0077358,94.10203756456951,OPTIMAL,32,26,0.001578,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,8,Gurobi,0.1043349,0.2793717,0.739522,0.0023971,0.0060734,95.86165472761674,OPTIMAL,32,26,0.0015812,399.19446078381065,OPTIMAL,13,2.022232188589217
kmeans_cross_dirac,8,Gurobi,0.0945253,0.2674396,0.8169304,0.0023718,0.0062136,95.86819656284038,OPTIMAL,32,26,0.0013825,399.081920180396,OPTIMAL,13,2.0214383003723735
kmeans_cross_dirac,8,Gurobi,0.236749,0.2936129,0.9066093,0.0021278,0.0059299,94.10203756456951,OPTIMAL,32,26,0.0015982,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,8,Gurobi,0.1707998,0.3762691,0.8472119,0.0023152,0.00671,94.10203756456951,OPTIMAL,32,26,0.001585,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,8,Gurobi,0.1869044,0.2559929,0.7453791,0.0024758,0.0082391,94.10203756456951,OPTIMAL,32,26,0.0014676,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,8,Gurobi,0.0907306,0.2741916,0.8515424,0.002218,0.0060369,95.45511342526045,OPTIMAL,32,26,0.0018805,406.403762688148,OPTIMAL,14,2.0730048151180176
kmeans_cross_dirac,8,Gurobi,0.2206844,0.3047321,1.0481942,0.0026888,0.007378,95.12739525134573,OPTIMAL,32,26,0.001573,413.02971102289155,OPTIMAL,15,2.1193629008963106
kmeans_cross_dirac,10,Gurobi,0.0911218,0.2558267,0.7014502,0.0024657,0.0061945,111.80261604039613,OPTIMAL,40,32,0.0018229,197.21740167525311,OPTIMAL,5,0.569435700470383
kmeans_cross_dirac,10,Gurobi,0.1756199,0.2679008,0.8806267,0.0019223,0.0061175,95.12739525134573,OPTIMAL,40,32,0.0016815,413.02971102289155,OPTIMAL,15,2.1193629008963106
kmeans_cross_dirac,10,Gurobi,0.1735227,0.3134449,0.9026603,0.0024846,0.0064451,94.10203756456951,OPTIMAL,40,32,0.0015287,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,10,Gurobi,0.1815415,0.3464455,0.9477431,0.002248,0.0058425,111.80261604039613,OPTIMAL,40,32,0.002263,197.21740167525311,OPTIMAL,5,0.569435700470383
kmeans_cross_dirac,10,Gurobi,0.092329,0.2471438,0.7279719,0.00267,0.0062243,106.08907253462176,OPTIMAL,40,32,0.0015643,246.32748492537783,OPTIMAL,9,0.9349289821315881
kmeans_cross_dirac,10,Gurobi,0.0932613,0.2642218,0.8137982,0.0024412,0.0065508,106.08907253462176,OPTIMAL,40,32,0.0014251,246.32748492537783,OPTIMAL,9,0.9349289821315881
kmeans_cross_dirac,10,Gurobi,0.1663512,0.2990933,1.0430281,0.0019774,0.00689,94.10203756456951,OPTIMAL,40,32,0.0017434,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,10,Gurobi,0.1557474,0.314735,0.9088186,0.0025607,0.006318,94.10203756456951,OPTIMAL,40,32,0.0015289,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,10,Gurobi,0.1651551,0.2547729,0.7251177,0.0030201,0.0056988,116.57105991539498,OPTIMAL,40,32,0.0017968,170.47923149959178,OPTIMAL,5,0.35939020649602194
kmeans_cross_dirac,10,Gurobi,0.257055,0.2769778,0.8520745,0.0031213,0.0072959,95.12739525134573,OPTIMAL,40,32,0.0120218,413.02971102289155,OPTIMAL,15,2.1193629008963106
kmeans_cross_dirac,12,Gurobi,0.1402196,0.3221574,0.9378148,0.0024216,0.0070437,111.80261604039613,OPTIMAL,48,38,0.0015888,197.21740167525311,OPTIMAL,5,0.569435700470383
kmeans_cross_dirac,12,Gurobi,0.3168377,0.2339441,0.7369571,0.0024084,0.0058242,116.57105991539498,OPTIMAL,48,38,0.0015323,170.47923149959178,OPTIMAL,5,0.35939020649602194
kmeans_cross_dirac,12,Gurobi,0.1916877,0.2853977,0.8305898,0.0025448,0.0060983,110.34396841283349,OPTIMAL,48,38,0.0013979,205.39649940912423,OPTIMAL,5,0.6336877645603686
kmeans_cross_dirac,12,Gurobi,0.1058522,0.4179496,1.1319017,0.0024573,0.0095178,113.63596107082027,OPTIMAL,48,38,0.0020495,186.9372573138611,OPTIMAL,5,0.48867856614404614
kmeans_cross_dirac,12,Gurobi,0.2249713,0.3821668,0.9840323,0.0023215,0.0058013,116.57105991539498,OPTIMAL,48,38,0.0015423,170.47923149959178,OPTIMAL,5,0.35939020649602194
kmeans_cross_dirac,12,Gurobi,0.1177197,0.2456118,0.7333055,0.0022955,0.0058726,116.57105991539498,OPTIMAL,48,38,0.0019401,170.47923149959178,OPTIMAL,5,0.35939020649602194
kmeans_cross_dirac,12,Gurobi,0.1606188,0.3460786,0.9792115,0.0024617,0.0061374,94.10203756456951,OPTIMAL,48,38,0.0016511,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,12,Gurobi,0.1928957,0.3516585,1.0196754,0.0027656,0.0078063,94.10203756456951,OPTIMAL,48,38,0.0014093,435.3284730773151,OPTIMAL,16,2.274858069138764
kmeans_cross_dirac,12,Gurobi,0.2614305,0.2597653,0.7125322,0.0024588,0.0065428,116.57105991539498,OPTIMAL,48,38,0.0019985,170.47923149959178,OPTIMAL,5,0.35939020649602194
kmeans_cross_dirac,12,Gurobi,0.214469,0.2741122,0.9457357,0.0027509,0.0102424,102.63595002440121,OPTIMAL,48,38,0.0023437,291.1101793628887,OPTIMAL,11,1.2565032389448434
kmeans_cross_dirac,14,Gurobi,0.2358619,0.2866931,0.9120618,0.0027456,0.008071,116.57105991539498,OPTIMAL,56,44,0.0015117,170.47923149959178,OPTIMAL,5,0.35939020649602194
kmeans_cross_dirac,14,Gurobi,0.0897628,0.2487126,0.7411792,0.0025074,0.0066239,98.99412430174841,OPTIMAL,56,44,0.0016849,345.30591055303603,OPTIMAL,13,1.6420895222720664
kmeans_cross_dirac,14,Gurobi,0.2155422,0.2709848,0.905119,0.0030588,0.0074428,96.09204924598403,OPTIMAL,56,44,0.0020901,395.23093415342913,OPTIMAL,13,1.9942725278664861
kmeans_cross_dirac,14,Gurobi,0.1274091,0.3302353,0.9423988,0.0026564,0.0069113,113.63596107082027,OPTIMAL,56,44,0.0014333,186.9372573138611,OPTIMAL,5,0.48867856614404614
kmeans_cross_dirac,14,Gurobi,0.2667991,0.2367622,0.6910595,0.0026597,0.0063261,116.57105991539498,OPTIMAL,56,44,0.0012709,170.47923149959178,OPTIMAL,5,0.35939020649602194
