id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.0058164762278676
2,wind,2030,false,0.4,,3.384605503907358
3,solar,2030,false,0.5,,2.132713445808593
4,ocgt,2030,false,0.1,,3.207682185261853
5,wind_offshore,2030,false,0.4,,0.0
