base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,loss_of_load_e_demand
0_HourlyBenchmark,1,Gurobi,0.0,4.9226536,12.7107445,1.2725083,1.102943,126.2427462417121,OPTIMAL,800,602,0.0,0.0,,0,0.0
kmeans_cross_dirac,2,Gurobi,4.8050426,0.3402615,0.7291613,0.0027334,0.0074202,73.07480692162079,OPTIMAL,8,8,0.002324,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,2,Gurobi,0.2463141,0.2755263,0.8856777,0.0028028,0.005253,73.07480692162079,OPTIMAL,8,8,0.0017252,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,2,Gurobi,0.2622,0.465709,0.9910065,0.002642,0.0072917,73.07480692162079,OPTIMAL,8,8,0.0019383,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,2,Gurobi,0.1027325,0.3361581,1.0366098,0.0029879,0.0077898,73.07480692162079,OPTIMAL,8,8,0.0017382,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,2,Gurobi,0.1044307,0.3459936,1.1491203,0.0025203,0.0054509,73.07480692162079,OPTIMAL,8,8,0.0015737,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,2,Gurobi,0.1301136,0.3713577,1.2343438,0.0021378,0.0053781,73.07480692162079,OPTIMAL,8,8,0.0017428,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,2,Gurobi,0.2404417,0.3503284,0.9525905,0.0023982,0.0050942,73.07480692162079,OPTIMAL,8,8,0.0018722,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,2,Gurobi,0.1945435,0.3903181,1.0352008,0.002229,0.0083031,73.07480692162079,OPTIMAL,8,8,0.0014985,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,2,Gurobi,0.0950618,0.3995631,1.1787663,0.0023819,0.0081777,73.07480692162079,OPTIMAL,8,8,0.0016937,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,2,Gurobi,0.3065721,0.3322158,0.9990814,0.0022039,0.0066217,73.07480692162079,OPTIMAL,8,8,0.0014762,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,4,Gurobi,0.2499204,0.3483373,1.1734526,0.0025518,0.0087871,73.07480692162079,OPTIMAL,16,14,0.0016786,1469.2093781493406,OPTIMAL,53,9.307625859023862
kmeans_cross_dirac,4,Gurobi,0.1527367,0.3964312,1.2310584,0.0027131,0.0076627,89.30201335222347,OPTIMAL,16,14,0.0023306,619.581285328297,OPTIMAL,22,3.535218714631916
kmeans_cross_dirac,4,Gurobi,0.2683136,0.272502,1.0815033,0.0025773,0.0075446,80.13642735296752,OPTIMAL,16,14,0.0019209,1005.2388515327029,OPTIMAL,35,6.167390610468968
kmeans_cross_dirac,4,Gurobi,0.2087699,0.3459538,1.1796727,0.0028207,0.0057201,80.13642735296752,OPTIMAL,16,14,0.0019291,1005.2388515327029,OPTIMAL,35,6.167390610468968
kmeans_cross_dirac,4,Gurobi,0.196832,0.3875501,1.0245024,0.0024603,0.0053751,81.72620553370975,OPTIMAL,16,14,0.0020835,925.3470964123471,OPTIMAL,33,5.624176767036025
kmeans_cross_dirac,4,Gurobi,0.1289856,0.3384651,0.9924707,0.0027462,0.0081383,97.9119594447596,OPTIMAL,16,14,0.002344,376.0859270519512,OPTIMAL,17,1.8545054807511479
kmeans_cross_dirac,4,Gurobi,0.1101778,0.3622349,1.2092004,0.0023673,0.0068135,88.7906369051721,OPTIMAL,16,14,0.002035,635.3883596858172,OPTIMAL,22,3.644009111931707
kmeans_cross_dirac,4,Gurobi,0.2148777,0.3955145,1.1004406,0.0024439,0.0067841,91.83600683649934,OPTIMAL,16,14,0.0019737,542.3446717533857,OPTIMAL,21,3.0034111221867237
kmeans_cross_dirac,4,Gurobi,0.1008358,0.3499792,1.0263776,0.0027002,0.0080279,97.89157942035143,OPTIMAL,16,14,0.001953,376.5631325151208,OPTIMAL,17,1.8578227394500584
kmeans_cross_dirac,4,Gurobi,0.1038435,0.4026114,1.1865227,0.0022029,0.0079747,93.91912547089818,OPTIMAL,16,14,0.0019613,481.62864441392304,OPTIMAL,20,2.584747357935886
kmeans_cross_dirac,6,Gurobi,0.2493166,0.4281273,0.9782798,0.0023836,0.0076445,80.13642735296752,OPTIMAL,24,20,0.0019464,1005.2388515327029,OPTIMAL,35,6.167390610468968
kmeans_cross_dirac,6,Gurobi,0.2749918,0.3880048,1.1278366,0.0025972,0.0085446,91.83600683649934,OPTIMAL,24,20,0.0018581,542.3446717533857,OPTIMAL,21,3.0034111221867237
kmeans_cross_dirac,6,Gurobi,0.2505531,0.4005883,1.2603042,0.0025547,0.0073931,97.89157942035143,OPTIMAL,24,20,0.0018746,376.5631325151208,OPTIMAL,17,1.8578227394500584
kmeans_cross_dirac,6,Gurobi,0.124244,0.4511547,1.1496665,0.0026984,0.0082551,93.91912547089818,OPTIMAL,24,20,0.0021266,481.62864441392304,OPTIMAL,20,2.584747357935886
kmeans_cross_dirac,6,Gurobi,0.1241808,0.3902451,1.1756793,0.0024231,0.0079148,106.29674368899853,OPTIMAL,24,20,0.0018608,226.46590186219646,OPTIMAL,11,0.8011330620417336
kmeans_cross_dirac,6,Gurobi,0.1195847,0.4229761,1.3007912,0.0030953,0.0090377,107.47933415364047,OPTIMAL,24,20,0.0017534,209.51687946426796,OPTIMAL,11,0.6802548371030976
kmeans_cross_dirac,6,Gurobi,0.1194477,0.45003,1.282519,0.0024918,0.0087881,94.80696968263558,OPTIMAL,24,20,0.0021424,457.05298648994795,OPTIMAL,20,2.414989545312385
kmeans_cross_dirac,6,Gurobi,0.2226114,0.3213269,1.083332,0.0027621,0.0089694,106.09930631640924,OPTIMAL,24,20,0.0020635,229.29559696820036,OPTIMAL,11,0.8213140797724732
kmeans_cross_dirac,6,Gurobi,0.209755,0.408514,1.2641627,0.0025539,0.0095235,97.89157942035143,OPTIMAL,24,20,0.002355,376.5631325151208,OPTIMAL,17,1.8578227394500584
kmeans_cross_dirac,6,Gurobi,0.4749198,0.4648725,1.2048755,0.002468,0.0059307,93.91912547089818,OPTIMAL,24,20,0.0020542,481.62864441392304,OPTIMAL,20,2.584747357935886
kmeans_cross_dirac,8,Gurobi,0.2561742,0.2565579,1.0910423,0.0025843,0.0080928,80.13642735296752,OPTIMAL,32,26,0.0020287,1005.2388515327029,OPTIMAL,35,6.167390610468968
kmeans_cross_dirac,8,Gurobi,0.2491351,0.4178274,1.1939108,0.0028407,0.0095501,106.09930631640924,OPTIMAL,32,26,0.0019911,229.29559696820036,OPTIMAL,11,0.8213140797724732
kmeans_cross_dirac,8,Gurobi,0.1354436,0.431061,1.258511,0.0022159,0.0063812,97.89157942035143,OPTIMAL,32,26,0.0022801,376.5631325151208,OPTIMAL,17,1.8578227394500584
kmeans_cross_dirac,8,Gurobi,0.222672,0.350422,1.0875031,0.0029672,0.0066494,106.29674368899853,OPTIMAL,32,26,0.0018626,226.46590186219646,OPTIMAL,11,0.8011330620417336
kmeans_cross_dirac,8,Gurobi,0.1045243,0.3794235,1.1155974,0.00279,0.0058787,106.29674368899853,OPTIMAL,32,26,0.001721,226.46590186219646,OPTIMAL,11,0.8011330620417336
kmeans_cross_dirac,8,Gurobi,0.3011098,0.407872,0.980432,0.0027327,0.0062426,107.39590773742995,OPTIMAL,32,26,0.001678,210.71255644561347,OPTIMAL,11,0.6887822499362236
kmeans_cross_dirac,8,Gurobi,0.3956984,0.3700209,0.9021041,0.0033263,0.0057842,94.80696968263558,OPTIMAL,32,26,0.0019241,457.05298648994795,OPTIMAL,20,2.414989545312385
kmeans_cross_dirac,8,Gurobi,0.2647183,0.4088608,1.1504377,0.0025341,0.0066905,106.09930631640924,OPTIMAL,32,26,0.0018309,229.29559696820036,OPTIMAL,11,0.8213140797724732
kmeans_cross_dirac,8,Gurobi,0.1385707,0.3472163,1.1107113,0.0030484,0.0067259,100.63605597461135,OPTIMAL,32,26,0.0016864,319.7817968392583,OPTIMAL,14,1.4609813456399496
kmeans_cross_dirac,8,Gurobi,0.2425546,0.4304125,0.9313175,0.0026862,0.0057399,93.91912547089818,OPTIMAL,32,26,0.0019777,481.62864441392304,OPTIMAL,20,2.584747357935886
kmeans_cross_dirac,10,Gurobi,0.1667398,0.2615876,0.8813945,0.0027349,0.0059806,106.09930631640924,OPTIMAL,40,32,0.0020323,229.29559696820036,OPTIMAL,11,0.8213140797724732
