id,asset,year,scenario,period_block_start,period_block_end,solution
1,hydro_reservoir,2030,0,1,1,202.25462914224568
2,hydro_reservoir,2030,0,2,2,202.5999102406891
3,hydro_reservoir,2030,0,3,3,203.17909272136487
4,hydro_reservoir,2030,0,4,4,203.99155105031414
5,hydro_reservoir,2030,0,5,5,204.14993720756817
6,hydro_reservoir,2030,0,6,6,204.72656464816663
7,hydro_reservoir,2030,0,7,7,205.16821648893173
8,hydro_reservoir,2030,0,8,8,205.79178443791236
9,hydro_reservoir,2030,0,9,9,206.27315627130295
10,hydro_reservoir,2030,0,10,10,207.02267812219398
11,hydro_reservoir,2030,0,11,11,207.88565439366457
12,hydro_reservoir,2030,0,12,12,208.5853648183532
13,hydro_reservoir,2030,0,13,13,209.34790473055943
14,hydro_reservoir,2030,0,14,14,209.93076721909156
15,hydro_reservoir,2030,0,15,15,210.6015553956507
16,hydro_reservoir,2030,0,16,16,211.2275566342651
17,hydro_reservoir,2030,0,17,17,212.42039557861534
18,hydro_reservoir,2030,0,18,18,213.20219899332497
19,hydro_reservoir,2030,0,19,19,213.89897876925755
20,hydro_reservoir,2030,0,20,20,214.54016888742623
21,hydro_reservoir,2030,0,21,21,215.20639900517975
22,hydro_reservoir,2030,0,22,22,215.81200787964588
23,hydro_reservoir,2030,0,23,23,216.4504280971499
24,hydro_reservoir,2030,0,24,24,217.75763609781538
25,hydro_reservoir,2030,0,25,25,218.1862769397037
26,hydro_reservoir,2030,0,26,26,218.722050151468
27,hydro_reservoir,2030,0,27,27,219.3452229193468
28,hydro_reservoir,2030,0,28,28,219.77365653089132
29,hydro_reservoir,2030,0,29,29,220.45705399010077
30,hydro_reservoir,2030,0,30,30,220.83163121208807
31,hydro_reservoir,2030,0,31,31,221.0681366156468
32,hydro_reservoir,2030,0,32,32,221.38487403933232
33,hydro_reservoir,2030,0,33,33,221.95311901058423
34,hydro_reservoir,2030,0,34,34,222.009375859906
35,hydro_reservoir,2030,0,35,35,222.50435140587192
36,hydro_reservoir,2030,0,36,36,223.10014001314488
37,hydro_reservoir,2030,0,37,37,223.15796834665733
38,hydro_reservoir,2030,0,38,38,223.24285612165284
39,hydro_reservoir,2030,0,39,39,223.78171423427364
40,hydro_reservoir,2030,0,40,40,224.28026543657745
41,hydro_reservoir,2030,0,41,41,224.24679173192806
42,hydro_reservoir,2030,0,42,42,224.47291835862114
43,hydro_reservoir,2030,0,43,43,224.32798277024577
44,hydro_reservoir,2030,0,44,44,224.62113729864487
45,hydro_reservoir,2030,0,45,45,224.95335983018433
46,hydro_reservoir,2030,0,46,46,225.08913177415624
47,hydro_reservoir,2030,0,47,47,224.89708093395012
48,hydro_reservoir,2030,0,48,48,225.12473564319203
49,hydro_reservoir,2030,0,49,49,224.73086442457034
50,hydro_reservoir,2030,0,50,50,224.95306936893675
51,hydro_reservoir,2030,0,51,51,225.21312947083084
52,hydro_reservoir,2030,0,52,52,225.64095632303662
53,hydro_reservoir,2030,0,53,53,226.2006820506736
54,hydro_reservoir,2030,0,54,54,226.56894220606927
55,hydro_reservoir,2030,0,55,55,227.4063276948114
56,hydro_reservoir,2030,0,56,56,228.35461416782383
57,hydro_reservoir,2030,0,57,57,229.39443758151222
58,hydro_reservoir,2030,0,58,58,229.8808721909349
59,hydro_reservoir,2030,0,59,59,230.46616815519718
60,hydro_reservoir,2030,0,60,60,231.08969518687493
61,hydro_reservoir,2030,0,61,61,231.7848704152677
62,hydro_reservoir,2030,0,62,62,232.6470992334461
63,hydro_reservoir,2030,0,63,63,233.10428570876195
64,hydro_reservoir,2030,0,64,64,233.66444544914327
65,hydro_reservoir,2030,0,65,65,234.1490947749571
66,hydro_reservoir,2030,0,66,66,234.73003949543374
67,hydro_reservoir,2030,0,67,67,234.89801978575085
68,hydro_reservoir,2030,0,68,68,234.90982091270197
69,hydro_reservoir,2030,0,69,69,235.33479074645842
70,hydro_reservoir,2030,0,70,70,236.20685378360707
71,hydro_reservoir,2030,0,71,71,236.7818232874152
72,hydro_reservoir,2030,0,72,72,237.01730732168235
73,hydro_reservoir,2030,0,73,73,237.4190555041335
74,hydro_reservoir,2030,0,74,74,238.04183190693627
75,hydro_reservoir,2030,0,75,75,238.06975819116096
76,hydro_reservoir,2030,0,76,76,237.9367845141307
77,hydro_reservoir,2030,0,77,77,237.81507774630546
78,hydro_reservoir,2030,0,78,78,237.81131668331943
79,hydro_reservoir,2030,0,79,79,237.5153828838287
80,hydro_reservoir,2030,0,80,80,237.1907168498688
81,hydro_reservoir,2030,0,81,81,237.3541214690012
82,hydro_reservoir,2030,0,82,82,237.85811673095264
83,hydro_reservoir,2030,0,83,83,237.74203159611724
84,hydro_reservoir,2030,0,84,84,237.39227452605593
85,hydro_reservoir,2030,0,85,85,237.27573408586068
86,hydro_reservoir,2030,0,86,86,237.88963800831527
87,hydro_reservoir,2030,0,87,87,238.0807352608779
88,hydro_reservoir,2030,0,88,88,237.8999727394035
89,hydro_reservoir,2030,0,89,89,237.85082940879656
90,hydro_reservoir,2030,0,90,90,237.5090190505214
91,hydro_reservoir,2030,0,91,91,237.183998264015
92,hydro_reservoir,2030,0,92,92,237.36152503791095
93,hydro_reservoir,2030,0,93,93,237.82552939414916
94,hydro_reservoir,2030,0,94,94,237.84496327480156
95,hydro_reservoir,2030,0,95,95,237.48715147010347
96,hydro_reservoir,2030,0,96,96,236.91470169366843
97,hydro_reservoir,2030,0,97,97,236.42363206681418
98,hydro_reservoir,2030,0,98,98,235.94693898278186
99,hydro_reservoir,2030,0,99,99,235.43546289255227
100,hydro_reservoir,2030,0,100,100,234.94047078663135
101,hydro_reservoir,2030,0,101,101,234.25693616493123
102,hydro_reservoir,2030,0,102,102,233.69810583095108
103,hydro_reservoir,2030,0,103,103,233.43906079356665
104,hydro_reservoir,2030,0,104,104,233.29058458472744
105,hydro_reservoir,2030,0,105,105,233.16274274916154
106,hydro_reservoir,2030,0,106,106,233.01065755139322
107,hydro_reservoir,2030,0,107,107,233.3037523224744
108,hydro_reservoir,2030,0,108,108,233.49201989444086
109,hydro_reservoir,2030,0,109,109,233.9590605916521
110,hydro_reservoir,2030,0,110,110,233.69199570803121
111,hydro_reservoir,2030,0,111,111,233.6097587482181
